0.023734,0.8517,1.0837,1.0782,0.14363,-0.37619,0.45351,1.0257,0.73937,0.68275,0.82957,0.82672,1.0444,0.68071,0.71027,0.93321,0.6181,0.56216,0.87746,0.66101,-0.012538,-0.21591,-0.41874,-0.32765,-0.013587,-0.27989,-0.18092,-0.53078,-0.71299,-0.73125,-0.64795,-0.60371,-0.15021,-0.40041,-0.68858,-0.69782,-0.70707,-0.70278,-0.70087,-0.4393,-0.20386,-0.7485,-0.55321,-0.17995,-0.19524,-0.1839,-0.17848,-0.18808,-0.19416,-0.18315,-0.17386,-0.21261,-0.21197,-0.20005,-0.20836,-0.23456,-0.23675
1.2601,1.5367,1.7861,0.96355,0.096981,0.14804,-0.27549,-0.45599,0.10604,-0.57158,-0.6932,-0.59432,-0.39699,-0.56661,-0.24835,-0.28687,-0.3272,-0.20906,-0.35514,0.37682,0.72083,0.93294,0.88766,0.56491,0.18169,0.0061049,-0.20242,-0.16308,-0.067159,-0.066195,-0.15326,-0.18044,-0.16521,-0.18417,-0.13473,-0.27968,-0.22529,-0.20377,-0.19585,-0.13745,-0.078906,-0.13711,-0.15273,-0.15235,-0.16122,-0.14553,-0.14985,-0.14093,-0.11514,-0.10807,-0.10998,-0.10483,-0.10902,-0.13404,-0.13925,-0.14625,-0.14384
0.81604,1.4748,1.8757,1.8896,1.2143,1.0585,1.1545,1.0799,0.30882,-0.30271,-0.3245,-0.28692,-0.092956,-0.33748,-0.18383,-0.34626,-0.34448,-0.37425,-0.19374,-0.17195,-0.36798,-0.74007,-0.57214,-0.32173,-0.22232,-0.07746,-0.0013454,-0.082954,-0.13903,-0.14763,-0.15988,-0.21724,-0.23535,-0.21481,-0.17628,-0.14951,-0.15045,-0.1579,-0.15791,-0.17541,-0.20831,-0.23751,-0.2296,-0.21862,-0.21179,-0.19409,-0.17983,-0.17322,-0.18729,-0.18252,-0.18934,-0.20703,-0.21305,-0.20836,-0.20316,-0.20031,-0.20166
-0.12492,-0.33571,-0.51148,-0.74286,-0.89806,-0.78723,-0.85025,-0.96908,-1.3069,-1.2172,-0.88614,-0.93844,-1.2332,-1.3934,-1.4438,-1.3566,-1.4215,-1.3945,-1.1657,-0.89235,-0.58066,-0.22929,0.019549,0.49957,0.6048,0.72086,0.71937,0.58065,0.55633,0.58124,0.62486,0.65748,0.66747,0.67662,0.59809,0.55621,0.54685,0.55361,0.58575,0.6135,0.61756,0.58999,0.59171,0.58751,0.58845,0.5955,0.60264,0.60619,0.60818,0.61951,0.63221,0.63279,0.63601,0.64432,0.64906,0.56221,0.55267
0.64414,0.61396,0.45912,0.35549,0.53728,0.51571,0.83053,0.89839,0.8133,0.72343,0.60223,0.7248,0.83345,0.77367,0.59349,0.52936,0.49141,0.46469,0.5039,0.36846,-0.28008,-0.56213,-0.66551,-0.58317,-0.40262,-0.30751,-0.26566,-0.25662,-0.30604,-0.3015,-0.27401,-0.28476,-0.30685,-0.27029,-0.30183,-0.28446,-0.30976,-0.31869,-0.30824,-0.3404,-0.36167,-0.27818,-0.27384,-0.29378,-0.29129,-0.29649,-0.29608,-0.31179,-0.33308,-0.33338,-0.33324,-0.33724,-0.33236,-0.31717,-0.31594,-0.31979,-0.32138
0.29564,-0.22192,-0.70983,-0.85939,-1.1071,-0.75671,-0.42614,-0.61676,-1.2207,-1.0069,-0.2471,-0.32795,-0.87476,-1.2405,-1.0959,-0.75484,-0.78296,-0.78856,-0.76425,-1.2011,-0.73782,-0.37972,-0.45044,-0.28186,0.065829,0.31163,0.41095,0.50672,0.44368,0.44441,0.52321,0.55664,0.61183,0.60059,0.5525,0.50831,0.51664,0.51755,0.53257,0.55421,0.53186,0.46377,0.48386,0.51769,0.51281,0.52986,0.53546,0.53873,0.53587,0.55056,0.55737,0.54276,0.54077,0.54109,0.54168,0.49057,0.48548
1.2612,2.0126,1.9842,1.8734,1.8481,1.8282,1.7531,1.7657,1.7466,1.8772,1.8541,1.7925,1.8099,1.8489,1.8116,1.801,1.7848,1.7854,1.9658,1.0622,0.074037,-0.22242,-0.063499,0.037257,-0.1899,-0.424,-0.75017,-0.86948,-0.88806,-1.0411,-1.1982,-1.1748,-1.1444,-1.1506,-1.1664,-1.165,-1.176,-1.1728,-1.1687,-1.1552,-1.1451,-1.1697,-1.1618,-1.1457,-1.1443,-1.1525,-1.1535,-1.1468,-1.1378,-1.1408,-1.1361,-1.1372,-1.1388,-1.1359,-1.1358,-1.1375,-1.1377
-1.0012,-1.2238,-1.2746,-1.3576,-1.2741,-1.3979,-1.4651,-1.5076,-1.7751,-1.4703,-1.1638,-1.2449,-1.273,-1.3362,-1.6314,-1.6257,-1.6662,-1.6975,-1.1301,0.030466,0.65141,0.7241,0.70696,0.71782,0.76067,0.72607,0.71267,0.68812,0.67275,0.66955,0.77975,0.8451,0.83617,0.76447,0.71348,0.7128,0.69978,0.69876,0.6989,0.70601,0.70835,0.68592,0.69109,0.70415,0.70485,0.7015,0.7016,0.70617,0.70994,0.70924,0.71095,0.71064,0.71092,0.71216,0.71262,0.71038,0.70982
-2.2978,-2.7031,-2.8039,-3.6039,-2.3054,-3.5332,-4.0179,-3.8034,-0.077048,-0.42156,-3.3082,-3.7012,-3.6228,-2.0813,1.185,0.89131,0.82087,1.1758,-1.1273,-0.74166,0.85837,1.1018,1.2176,1.1621,1.1637,1.0376,0.93908,0.95567,0.96368,0.95261,0.91274,0.89695,0.89942,0.92559,0.94945,0.94185,0.95014,0.95117,0.95172,0.95084,0.93543,0.93921,0.94421,0.94958,0.9577,0.96187,0.96039,0.96953,0.97655,0.97709,0.97437,0.97653,0.97622,0.97208,0.97184,0.97551,0.97641
1.6275,1.6528,1.2448,2.6316,2.5741,3.3235,4.5096,4.9192,3.0858,2.4804,3.4623,4.2968,4.2747,3.202,2.0524,2.6143,2.8295,2.5313,2.4696,-1.3344,-2.6547,-2.1368,-1.6979,-1.5892,-1.2629,-1.4278,-1.497,-1.4801,-1.5465,-1.55,-1.4935,-1.4842,-1.4207,-1.4202,-1.4346,-1.4094,-1.4168,-1.4209,-1.4172,-1.403,-1.429,-1.4981,-1.4557,-1.3871,-1.371,-1.3684,-1.366,-1.3468,-1.3386,-1.3376,-1.3381,-1.3435,-1.3437,-1.3384,-1.3404,-1.341,-1.3412
1.4229,2.0665,2.7768,2.8084,2.6056,2.5099,1.9262,1.4564,1.1149,1.3721,1.8856,1.5138,1.3088,1.4861,0.98176,0.69581,0.70068,0.78716,0.73365,0.4557,-0.90931,-1.5116,-1.634,-1.446,-1.703,-1.1718,-0.79033,-0.73348,-0.63011,-0.5372,-0.56286,-0.59815,-0.70885,-0.68154,-0.63844,-0.63655,-0.62963,-0.63005,-0.64227,-0.69599,-0.68209,-0.53715,-0.60955,-0.73788,-0.76273,-0.76598,-0.76393,-0.80427,-0.83057,-0.83303,-0.8339,-0.82526,-0.82574,-0.83117,-0.82441,-0.82491,-0.82496
0.1702,0.42855,0.038294,-0.091175,0.43882,0.4325,-0.16877,-0.81922,-0.75065,-0.50324,0.02124,-0.65414,-1.1445,-1.0865,-0.37916,0.023117,-0.25227,-0.063958,0.1066,0.094492,0.43057,0.82571,0.52896,0.17008,0.18098,0.26039,0.27122,-0.024869,-0.070197,-0.0050833,0.027088,0.040387,0.095508,0.050316,0.012947,-0.0010568,-0.014818,-0.014823,-0.014023,0.050856,0.092495,0.026834,0.055191,0.090094,0.079703,0.088211,0.095544,0.084357,0.078976,0.092911,0.10364,0.082418,0.086846,0.076908,0.094338,0.066781,0.0644
0.31035,0.51722,0.54576,0.21385,-0.39451,-0.17043,0.088895,0.34919,0.0075886,-0.2872,-0.23177,0.21489,-0.14292,-0.29968,-0.4736,-0.44967,-0.33961,-0.32308,-0.41474,-0.45006,0.093619,0.31856,0.24188,0.4841,0.34983,0.16781,-0.011324,0.061858,0.10276,0.078236,0.027815,-0.018494,-0.076817,0.052519,0.072098,0.05174,0.064236,0.082112,0.08358,0.025304,-0.028599,0.045571,0.0076898,-0.064443,-0.052261,-0.046157,-0.063262,-0.051265,-0.027697,-0.027027,-0.026329,-0.022426,-0.020808,5.5543e-05,-0.037685,-0.053507,-0.053739
0.5969,0.92827,0.79765,0.1179,-0.55059,-0.92599,-0.64035,0.028588,-0.55352,-1.3628,-1.7243,-1.1443,-1.2055,-1.0797,-1.6343,-1.4909,-1.4808,-1.4783,-1.4586,-1.649,-1.6639,-0.71513,-0.048986,0.27205,0.69073,0.63675,0.5882,0.57547,0.55543,0.52333,0.54776,0.54164,0.56519,0.56841,0.54189,0.51146,0.5085,0.52202,0.5466,0.55546,0.5693,0.51091,0.50546,0.53028,0.52186,0.51117,0.52198,0.5442,0.54687,0.53763,0.55089,0.54686,0.5343,0.54975,0.53459,0.53509,0.5355
-0.11544,0.32626,0.58971,0.95325,1.4297,1.2327,0.98393,1.0046,1.1627,1.4644,1.3463,1.0849,1.2113,1.3243,1.332,1.288,1.3314,1.2863,1.3,1.0349,0.62478,0.31177,-0.14168,-0.61305,-1.0179,-0.89127,-0.77243,-0.68567,-0.6292,-0.61805,-0.64518,-0.61393,-0.59404,-0.63994,-0.66192,-0.64969,-0.65348,-0.66223,-0.66631,-0.6421,-0.62981,-0.63772,-0.62724,-0.61173,-0.61485,-0.61798,-0.61829,-0.61954,-0.62484,-0.62829,-0.63309,-0.63083,-0.6353,-0.65743,-0.63728,-0.64225,-0.64336
0.78981,0.94709,0.86675,0.53418,0.057362,-0.1256,0.3247,0.44889,0.24417,0.046838,0.27929,0.20429,0.50486,0.34585,0.14754,0.015452,-0.1195,-0.078557,-0.0016602,-0.16455,-0.46721,-0.51647,-0.041018,-0.21067,-0.42951,-0.29581,-0.19569,-0.1499,-0.16036,-0.12651,-0.072076,-0.041665,0.014431,-0.15772,-0.19687,-0.16992,-0.17977,-0.18012,-0.16833,-0.13968,-0.11135,-0.14902,-0.10999,-0.055112,-0.056944,-0.061204,-0.050555,-0.064032,-0.085149,-0.087797,-0.084841,-0.086942,-0.087913,-0.081908,-0.073123,-0.068182,-0.068231
