1.0048,1.2566,1.1152,0.85194,-0.11469,-0.86821,-0.17991,0.65026,0.59871,0.40995,-0.011959,-0.92811,-0.76676,-0.74184,-0.75456,-0.98008,-0.6185,-0.6035,-0.99443,-1.5046,-0.55001,-0.15549,-0.048503,-0.044791,-0.051934,-0.15964,0.055434,0.21726,0.022466,0.22901,0.2093,0.1303,0.060235,0.007948,-0.051435,-0.093526,-0.10001,-0.045282,-0.045456,-0.10208,-0.052928,-0.0018977,0.027341,0.012191,-0.0015847,0.065721,0.072564,0.049741,0.089114,0.10253,0.085697,0.068896,0.090136,0.098603,0.093502,0.091871,0.11089,0.13098,0.088161,0.10043,0.13459,0.10503,0.07591,0.087307,0.10946,0.10501,0.099272,0.11155,0.14686,0.13565,0.10457,0.13854,0.13839,0.11421,0.10363,0.13699,0.14055,0.12293,0.13056,0.13291
1.1315,1.1842,1.7844,1.6039,1.076,0.18637,-0.44349,0.17202,0.24782,0.19078,0.74937,0.4462,0.31841,0.30776,0.17054,0.11476,0.35586,0.73452,0.66435,1.6932,1.1884,0.52498,-0.18085,-0.30202,-0.2481,-0.29301,-0.29672,-0.30134,-0.31664,-0.29759,-0.35032,-0.25104,-0.1582,-0.18609,-0.22309,-0.22323,-0.21884,-0.27283,-0.32671,-0.3106,-0.27818,-0.27188,-0.27965,-0.22992,-0.20466,-0.22067,-0.23752,-0.223,-0.27211,-0.26856,-0.28173,-0.27245,-0.25265,-0.26798,-0.25024,-0.21439,-0.20815,-0.21686,-0.20238,-0.25115,-0.29203,-0.28964,-0.26198,-0.24515,-0.24972,-0.25295,-0.21905,-0.19895,-0.20993,-0.20509,-0.19997,-0.24656,-0.23915,-0.24272,-0.23622,-0.23945,-0.25787,-0.23827,-0.20896,-0.20684
0.54677,1.4519,1.4646,1.3667,0.01764,0.83728,0.96697,0.37733,0.30922,0.16883,-1.107,-0.97233,-0.81206,-0.90123,-0.9676,-0.95534,-0.73344,-0.72517,-0.87817,-1.3139,-0.56687,0.15572,0.20633,0.10973,-0.20669,0.13939,0.43898,0.50423,0.56185,0.60659,0.63917,-0.12302,0.22707,0.16277,0.66657,0.64495,0.62719,0.6135,0.40982,-0.15119,-0.15004,-0.12273,-0.10308,-0.1134,-0.1309,-0.14722,-0.16177,-0.18108,0.1512,-0.099121,-0.17706,-0.17817,-0.16155,-0.14745,-0.14244,-0.14813,-0.15832,-0.16521,-0.1868,0.32151,0.49808,0.2409,-0.17577,-0.16786,-0.15248,-0.13291,-0.13386,-0.13731,-0.14669,-0.1618,-0.10055,0.15358,-0.098545,-0.1843,-0.17535,-0.16154,-0.14434,-0.1363,-0.14254,-0.14577
0.14397,-0.37459,-0.77612,-1.3462,-1.8278,-1.4507,-1.1158,-1.3255,-1.4279,-2.1217,-2.4491,-2.3301,-2.2241,-2.2083,-2.2246,-2.2164,-1.7645,-1.4876,-0.95104,-0.1483,0.22096,0.48111,0.50937,0.50556,0.38012,0.39741,0.30757,0.30847,0.4093,0.45446,0.47452,0.40803,0.49743,0.67435,0.72555,0.71588,0.70288,0.68786,0.68174,0.59885,0.57251,0.56558,0.55759,0.53908,0.53017,0.52509,0.51446,0.49983,0.50943,0.49205,0.47621,0.46175,0.46037,0.46161,0.46202,0.45998,0.46315,0.46996,0.46358,0.48729,0.50201,0.48817,0.46732,0.46615,0.47036,0.46956,0.46565,0.46707,0.47479,0.47378,0.47292,0.49076,0.48296,0.4731,0.47296,0.47735,0.47686,0.47375,0.47377,0.47385
0.64585,0.97011,1.0251,0.9183,0.48907,0.55353,0.77884,0.87979,0.96196,0.76648,0.63637,0.70724,0.69929,0.63329,0.67495,0.73991,0.72225,0.40773,0.34269,0.085601,-0.23771,-0.24853,-0.22607,-0.14945,0.0085305,-0.028688,-0.34161,-0.4026,-0.2509,-0.24328,-0.22758,-0.22164,-0.29218,-0.21701,-0.22717,-0.22505,-0.22296,-0.18674,-0.15629,-0.15154,-0.17234,-0.18076,-0.18754,-0.22295,-0.2362,-0.22002,-0.21032,-0.21649,-0.2211,-0.20597,-0.20308,-0.21787,-0.23261,-0.22716,-0.24075,-0.25925,-0.25712,-0.24774,-0.25606,-0.27404,-0.26406,-0.24557,-0.22644,-0.23764,-0.23474,-0.23884,-0.26128,-0.26881,-0.25436,-0.25317,-0.26111,-0.25192,-0.2329,-0.2268,-0.23178,-0.23032,-0.22665,-0.24181,-0.25626,-0.25605
0.0023807,-0.84182,-1.9622,-2.3005,-3.1148,-2.0783,-1.263,-1.5924,-1.9777,-2.541,-2.6936,-2.4941,-2.352,-2.2532,-2.1947,-2.2219,-2.3902,-2.0817,-0.48376,-0.30265,0.17627,0.57112,0.71885,0.76766,0.74469,0.63051,0.34514,0.39474,0.45004,0.53119,0.55914,0.51145,0.59461,0.78474,0.86662,0.8415,0.82447,0.81887,0.77561,0.70309,0.69234,0.70335,0.6993,0.68076,0.65302,0.66023,0.646,0.63421,0.65499,0.62142,0.59544,0.5739,0.58094,0.58327,0.58911,0.58873,0.59507,0.60394,0.58607,0.62192,0.64184,0.61029,0.567,0.57104,0.58379,0.58804,0.58929,0.59525,0.61058,0.60582,0.59641,0.621,0.60056,0.58442,0.57769,0.59603,0.60318,0.60115,0.60844,0.61097
2.0609,2.5544,2.5533,2.3113,2.2056,2.0455,1.942,2.019,2.0721,1.997,1.8709,1.8534,1.8637,1.8645,1.8689,1.8838,1.77,-1.5063,-2.0954,-1.2311,-0.60425,-0.47455,-0.48882,-0.48869,-0.49776,-0.50263,-0.50198,-0.49499,-0.50003,-0.49087,-0.49582,-0.50278,-0.50693,-0.50356,-0.50838,-0.51004,-0.51036,-0.50719,-0.5058,-0.50649,-0.50356,-0.50216,-0.50247,-0.50077,-0.50084,-0.49784,-0.4982,-0.5011,-0.49946,-0.49697,-0.49785,-0.49913,-0.49777,-0.49694,-0.4964,-0.49583,-0.49423,-0.49351,-0.49478,-0.49493,-0.4937,-0.49365,-0.49388,-0.49313,-0.49221,-0.49174,-0.49,-0.4898,-0.48913,-0.4907,-0.49208,-0.49129,-0.49155,-0.49271,-0.4932,-0.4914,-0.49153,-0.49214,-0.49128,-0.49179
-0.92871,-1.3476,-1.2615,-1.8741,-0.12767,-1.9836,-2.134,-2.1698,-2.1285,-2.6875,-2.8149,-2.753,-2.4117,-2.1645,-2.0758,-2.2869,-1.4777,-0.76839,-0.79768,-0.055296,0.34319,0.46923,0.57701,0.76348,0.65065,0.5439,0.5861,0.59426,0.56639,0.56005,0.55987,0.56288,0.54544,0.54413,0.53496,0.53463,0.53462,0.53987,0.55365,0.56592,0.56794,0.56766,0.56842,0.56896,0.56532,0.56786,0.56931,0.56926,0.56858,0.57505,0.57835,0.57776,0.57718,0.57927,0.57957,0.57812,0.57849,0.57892,0.57893,0.57313,0.57255,0.57804,0.58378,0.5833,0.5835,0.58514,0.58598,0.58451,0.58383,0.58276,0.58097,0.57888,0.58157,0.58435,0.58262,0.58353,0.58571,0.58398,0.58264,0.58276
-3.5103,-4.1447,-3.4279,0.46529,7.828,-1.4827,-6.2198,-6.2835,-6.1303,1.2701,6.7987,6.9042,7.0005,7.0175,6.9967,6.8977,0.98146,-3.4141,-3.3429,-0.73388,-0.27099,-0.24976,-0.23638,-0.22716,-0.19782,-0.2114,-0.22249,-0.2401,-0.26833,-0.28548,-0.28703,-0.24564,-0.26277,-0.2836,-0.29315,-0.29095,-0.28252,-0.27222,-0.25991,-0.23909,-0.22811,-0.22618,-0.22675,-0.22039,-0.22531,-0.2205,-0.21814,-0.20067,-0.2053,-0.20085,-0.20052,-0.19671,-0.19434,-0.19799,-0.19715,-0.19299,-0.19357,-0.19556,-0.19432,-0.20855,-0.21735,-0.21477,-0.20468,-0.20346,-0.20543,-0.20879,-0.20816,-0.20697,-0.20879,-0.20806,-0.20796,-0.21597,-0.21268,-0.20881,-0.21051,-0.21044,-0.21262,-0.2137,-0.21004,-0.21016
1.0583,1.9849,0.18204,0.50798,-2.4411,2.5704,6.0671,5.963,5.7281,3.5609,1.9441,1.7731,1.6535,1.6533,1.6863,1.6749,0.71802,1.893,2.2764,-1.8944,-1.6005,-1.0133,-0.63951,-0.53645,-0.53165,-0.60003,-0.60176,-0.59806,-0.69374,-0.70376,-0.68448,-0.67714,-0.73375,-0.75061,-0.73412,-0.73935,-0.72994,-0.68772,-0.65277,-0.64626,-0.63023,-0.62015,-0.61414,-0.6244,-0.65638,-0.63369,-0.62365,-0.59637,-0.57312,-0.5798,-0.58035,-0.58267,-0.58306,-0.58197,-0.5845,-0.59094,-0.59262,-0.59,-0.59843,-0.58699,-0.57891,-0.58694,-0.59899,-0.6003,-0.59692,-0.59723,-0.60605,-0.60865,-0.6028,-0.60399,-0.60831,-0.59456,-0.60179,-0.5966,-0.60671,-0.59767,-0.58895,-0.59974,-0.60277,-0.60337
