-0.80884,-0.71313,-0.7244,-0.3177,-0.39367,-1.1541,-1.2441,-1.006,-0.33365,0.38674,0.19909,-0.48847,-1.3425,-0.99593,0.17281,0.55722,0.30179,0.0059013,-0.58004,-0.74484,-0.83341,-0.31126,0.028241,-0.50648,-0.54515,-0.38275,-0.46466,-0.024037,0.98893,0.76156,0.2418,0.29171,0.38848,0.41241,0.43138,0.37783,0.40006,0.41912,0.39748,0.37293,0.38119,0.43798,0.40133,0.35682,0.34173,0.34389,0.30639,0.29777,0.2955,0.29856,0.28326,0.27189,0.29109,0.30652,0.29577,0.28437,0.33566,0.30062,0.28715,0.33189,0.33027
-0.18314,0.81129,2.0029,2.8692,2.2533,1.2498,0.74959,0.20343,0.54255,0.52111,0.74893,0.93209,0.92196,0.22709,0.5453,0.36534,0.42095,1.2185,1.3803,1.4198,1.442,1.1173,1.528,2.1565,1.4605,0.83616,0.35551,-0.22431,-0.57953,-0.67717,-0.70876,-0.92227,-0.84996,-0.80595,-0.79935,-0.80262,-0.79732,-0.81263,-0.90311,-0.88301,-0.8426,-0.84694,-0.82562,-0.81367,-0.79562,-0.81237,-0.84434,-0.85828,-0.84764,-0.87857,-0.90998,-0.88353,-0.88267,-0.92017,-0.94589,-0.89233,-0.85896,-0.92142,-0.9292,-0.90833,-0.91211
0.09754,-0.32632,0.44855,0.51893,0.8943,0.27465,-0.60824,-0.38157,0.26624,1.3102,1.0874,-0.22409,-0.513,-0.15584,-0.028791,-0.40843,-0.30669,-1.7055,-2.0219,-2.083,-1.995,-1.5454,-1.5487,-1.0032,-0.7821,-0.44852,0.34683,0.62511,1.1912,0.87544,0.35473,0.40627,0.422,0.43235,0.44743,0.45123,0.48189,0.48636,0.38152,0.22045,0.19852,0.187,0.16456,0.16918,0.17439,0.19532,0.1904,0.2151,0.22911,0.22977,0.22069,0.21434,0.20879,0.18924,0.16585,0.1777,0.12961,0.17911,0.18287,0.22052,0.22369
0.84034,0.23554,-0.16562,-0.39728,-0.45906,-0.9636,-0.98237,-0.82177,-0.89745,-1.0078,-1.174,-1.5842,-1.5988,-1.0614,-0.8355,-0.88589,-1.2474,-1.564,-1.3398,-1.3222,-1.2308,-0.67503,-0.58607,-0.18295,0.17859,0.38386,0.44126,0.56569,0.49092,0.48193,0.6543,0.6641,0.63634,0.62321,0.60788,0.60521,0.6056,0.59545,0.56802,0.55155,0.54944,0.56172,0.57637,0.51828,0.5267,0.53832,0.53742,0.54554,0.56116,0.5719,0.50002,0.49813,0.51141,0.51892,0.52928,0.51853,0.52439,0.5145,0.50693,0.55861,0.58569
0.58461,0.56426,0.42735,0.27687,0.26948,0.35636,0.32377,0.65245,0.39249,0.40237,0.37811,0.18898,0.14775,0.14255,0.13824,0.39876,0.22349,0.049373,0.021391,-0.0055989,-0.042147,-0.052882,-0.17606,-0.66879,-0.45207,-0.22203,-0.29593,-0.27655,-0.28027,-0.2224,-0.099161,-0.070154,-0.11853,-0.13156,-0.13046,-0.13301,-0.14246,-0.13674,-0.060865,-0.057338,-0.074408,-0.098469,-0.14542,-0.14526,-0.15398,-0.14097,-0.11932,-0.11278,-0.11697,-0.092584,-0.06974,-0.078443,-0.073775,-0.076857,-0.1027,-0.10094,-0.086937,-0.090467,-0.094485,-0.09617,-0.092964
0.22975,-0.11559,-0.74659,-1.1349,-1.3512,-1.7197,-1.4691,-0.61765,-0.11924,0.11434,0.062572,-0.13656,-0.19244,0.34404,0.52431,0.36944,0.37082,0.030172,0.24103,0.27536,0.51357,0.78705,0.18944,0.15317,0.39976,0.36938,0.24147,0.13324,0.55679,0.45523,0.30339,0.30542,0.33174,0.33617,0.36138,0.34741,0.36715,0.37316,0.24264,0.024349,0.011324,0.062543,0.036619,-0.02186,-0.032729,-0.041538,-0.061839,-0.075524,-0.093211,-0.098366,-0.15568,-0.16433,-0.1555,-0.1489,-0.15398,-0.15123,-0.10366,-0.13292,-0.13313,-0.076042,-0.060871
0.1211,0.14066,0.19946,0.34427,0.64168,1.1121,1.0959,1.0051,0.99223,1.0047,0.95473,0.94261,0.91486,1.0181,1.0743,1.0937,1.0229,0.9855,1.0336,1.0328,1.0721,1.5421,1.9011,0.52911,-0.62687,-1.0226,-1.0335,-0.59585,-0.47847,-0.55761,-0.6068,-0.39931,-0.23378,-0.41312,-0.41952,-0.36511,-0.38487,-0.38595,-0.40793,-0.4212,-0.4322,-0.33769,-0.37729,-0.44433,-0.55596,-0.62005,-0.6501,-0.65806,-0.67984,-0.67803,-0.6794,-0.71203,-0.7083,-0.70663,-0.69806,-0.72392,-0.73588,-0.74194,-0.74281,-0.76282,-0.7768
-0.5983,-1.0544,-1.0839,-1.0829,-1.4175,-1.1843,-0.6105,-2.1887,-2.1775,-2.0442,-2.2478,-2.6298,-2.9327,-2.093,-1.7093,-1.6784,-2.1285,-2.7053,-2.6147,-2.6256,-2.5054,-1.0716,0.24087,0.62109,0.70447,0.79784,0.90774,0.99487,1.0165,1.0234,1.0225,1.0483,1.0495,1.0394,1.042,1.0378,1.0383,1.0388,1.0422,1.0444,1.0416,1.0508,1.0573,1.0507,1.0472,1.0465,1.0497,1.05,1.0457,1.0503,1.0483,1.0462,1.0479,1.1931,1.3893,1.2387,1.1781,1.2806,1.3001,1.2331,1.229
-3.5827,-4.1155,-3.5144,-3.1988,-4.246,1.0279,3.3744,-0.90161,-2.9183,-6.1266,-4.1457,1.8905,6.2358,-1.2893,-6.0459,-5.984,-0.6489,6.7409,6.7501,6.8568,6.2172,-0.98552,-1.6866,-0.28967,0.20862,0.3547,0.38142,0.30587,0.25217,0.26214,0.2736,0.25474,0.26131,0.2602,0.27011,0.2692,0.27585,0.27442,0.27541,0.28338,0.28929,0.29135,0.29339,0.30575,0.30455,0.30321,0.30904,0.30544,0.29652,0.30353,0.31258,0.31909,0.31701,0.2849,0.24531,0.27918,0.28971,0.26861,0.2628,0.271,0.27046
1.9305,2.4588,0.91988,0.073394,0.84425,0.28198,0.14756,3.202,4.5656,6.4342,5.8695,3.8914,1.889,4.0788,5.7112,5.9211,4.683,1.3939,0.69899,0.6634,0.86643,0.92216,-1.9473,-3.2068,-2.4434,-1.7439,-1.4722,-1.4865,-1.3126,-1.3353,-1.4306,-1.4104,-1.4251,-1.4071,-1.3723,-1.3978,-1.3759,-1.3678,-1.3654,-1.4111,-1.4163,-1.4,-1.3936,-1.3862,-1.3752,-1.3606,-1.3379,-1.3411,-1.3685,-1.3438,-1.3297,-1.3274,-1.3289,-1.3522,-1.3926,-1.3628,-1.3382,-1.3571,-1.3585,-1.335,-1.3297
2.4596,3.286,3.8098,4.0274,5.4942,4.1999,3.0457,3.6483,3.668,3.7372,3.3686,1.8993,1.5022,2.8514,3.5164,3.1556,1.702,0.96729,1.3456,1.3274,1.2067,2.0266,0.87357,0.39496,-0.34162,-1.0886,-1.5074,-1.6253,-1.8277,-1.7768,-1.6418,-1.7236,-1.7963,-1.7343,-1.7932,-1.7695,-1.7949,-1.7996,-1.7966,-1.7603,-1.7584,-1.8303,-1.8319,-1.8207,-1.7806,-1.768,-1.7908,-1.778,-1.7199,-1.7652,-1.7878,-1.7867,-1.7856,-1.8071,-1.8329,-1.8087,-1.8093,-1.8201,-1.8223,-1.8173,-1.8146
1.0745,0.51722,-0.14681,0.0062793,-0.11792,0.15512,0.71658,0.46766,-0.37,-1.0834,-1.3002,-0.33602,0.059421,-0.33298,-0.69828,-1.3071,-1.4917,-0.80801,-0.22773,-0.1108,-0.1682,-0.097763,-0.15674,-0.032177,-0.32634,-0.68451,-0.63259,0.15096,0.2916,0.099643,0.114,0.090531,0.17892,0.25806,0.24013,0.19541,0.21552,0.21185,0.20347,0.22906,0.25087,0.27864,0.24781,0.24256,0.23377,0.24508,0.21106,0.21489,0.24287,0.24491,0.22716,0.21944,0.23944,0.2443,0.21871,0.22278,0.25365,0.23443,0.20359,0.23649,0.24099
0.34886,0.63154,1.0321,0.766,0.58009,0.21198,-0.1513,0.088739,0.21083,0.058122,0.12215,0.16203,0.22161,0.35797,-0.012365,-0.045311,0.28868,0.03678,-0.063374,0.016675,0.16356,-0.12805,-0.05936,0.23881,0.27268,0.009359,-0.052448,-0.23019,-0.14831,-0.24553,-0.15607,-0.056522,-0.061025,-0.13446,-0.14826,-0.1337,-0.13103,-0.13565,-0.147,-0.13168,-0.11582,-0.12363,-0.11587,-0.13351,-0.13993,-0.15006,-0.15454,-0.16055,-0.15422,-0.15117,-0.1627,-0.14142,-0.1594,-0.19157,-0.18563,-0.18385,-0.19282,-0.2045,-0.20646,-0.21087,-0.20842
-0.62402,-0.2745,0.46196,0.76527,0.74908,0.13769,-0.45016,-0.63351,-0.066832,0.36567,0.23936,-0.47258,-1.06,-0.89092,-0.37088,0.090046,-0.71271,-0.76755,-1.0087,-0.96013,-0.86131,-0.78021,-0.50635,-0.40136,-0.28244,0.42163,0.44868,0.56535,0.36313,0.15648,0.18968,0.22512,0.2231,0.18454,0.19237,0.2095,0.19264,0.18722,0.20285,0.21784,0.2187,0.21335,0.23658,0.19751,0.2069,0.20475,0.21933,0.22417,0.22202,0.22631,0.21763,0.21282,0.18459,0.16573,0.16824,0.16119,0.43724,0.1498,0.15858,0.15353,0.15593
-0.55802,-0.1142,0.16852,0.48515,0.72031,1.0254,1.3015,1.1432,1.0576,1.2638,1.2865,1.3761,1.2641,1.1361,1.2608,1.4372,1.3497,1.2984,1.356,1.367,1.309,1.2962,0.81943,0.31072,-0.052778,-0.23197,-0.42791,-0.71062,-0.77482,-0.56055,-0.54025,-0.56402,-0.58693,-0.60101,-0.61588,-0.60828,-0.6128,-0.62443,-0.6313,-0.64277,-0.66059,-0.66809,-0.68985,-0.68461,-0.69355,-0.69982,-0.7084,-0.71724,-0.724,-0.72704,-0.7297,-0.74254,-0.66326,-0.66048,-0.66381,-0.67761,-0.71302,-0.68682,-0.69126,-0.68835,-0.68403
0.32111,0.76278,0.77669,0.86898,0.82549,-0.19599,-0.54135,-0.019777,0.45465,0.80089,0.68176,-0.11892,-0.50074,0.20549,0.95512,0.95339,0.36758,-0.087111,-0.23078,-0.27389,-0.40189,-0.10953,-0.060237,0.32168,0.65404,0.55922,0.13538,-0.17976,-0.26525,-0.22795,-0.30279,-0.34765,-0.32925,-0.2562,-0.24727,-0.24393,-0.24511,-0.23898,-0.23067,-0.24509,-0.25435,-0.22739,-0.20518,-0.19834,-0.17459,-0.15699,-0.15744,-0.1576,-0.16721,-0.17722,-0.16873,-0.19337,-0.18078,-0.16107,-0.17428,-0.16925,-0.18336,-0.15668,-0.15889,-0.15902,-0.16237
-0.37743,-0.30618,-0.28118,0.25242,0.36191,0.3973,0.43398,0.41652,0.47519,0.4197,0.37537,0.45423,0.45121,0.33978,0.75547,0.74342,0.55374,0.65629,0.91232,0.88591,0.77175,0.39067,-0.14405,-0.22049,-0.23352,-0.49604,-0.65296,-0.31459,-0.29815,-0.23476,-0.22035,-0.24119,-0.1732,-0.13342,-0.15147,-0.18929,-0.16677,-0.15493,-0.16061,-0.15739,-0.14972,-0.14322,-0.25743,-0.19733,-0.25914,-0.2871,-0.30778,-0.30198,-0.28088,-0.27513,-0.27486,-0.27505,-0.21362,-0.18233,-0.19637,-0.19018,-0.25876,-0.17416,-0.19138,-0.16381,-0.15897
0.92039,0.80039,0.7659,0.74516,0.49964,0.055785,-0.017928,0.14938,0.11453,0.042582,0.098352,0.084293,0.14296,0.16119,0.14801,0.14759,0.22516,0.27013,0.23726,0.22949,0.22999,0.15226,-0.30434,-0.46265,-0.53318,-0.60822,-0.62135,-0.54128,-0.31093,-0.0047478,0.043295,-0.074574,-0.1398,-0.11151,-0.11712,-0.080803,-0.07282,-0.092236,-0.10945,-0.12281,-0.12066,-0.13641,-0.11261,-0.070714,-0.063102,-0.057135,-0.053977,-0.068572,-0.076521,-0.078734,-0.063455,-0.049599,-0.065847,-0.07962,-0.095797,-0.097367,-0.10499,-0.099879,-0.12434,-0.15584,-0.16282
0.015274,0.055399,0.075185,0.1174,0.051845,-0.60929,-0.59546,-0.38249,-0.22996,-0.19996,-0.19333,-0.58385,-0.33269,-0.3692,-0.06485,-0.044907,-0.25154,-0.46892,-0.57038,-0.59257,-0.59352,-0.61103,-0.63277,-0.2838,0.10725,0.22082,0.19445,0.20474,0.19631,0.18917,0.19315,0.1939,0.20006,0.20113,0.19864,0.20315,0.2047,0.2057,0.20529,0.20815,0.21022,0.21074,0.2059,0.20775,0.20634,0.20516,0.20293,0.20296,0.20483,0.20352,0.20443,0.20399,0.20471,0.19354,0.17741,0.19015,0.19391,0.1857,0.18237,0.18614,0.18611
-0.47913,-0.84214,-1.0233,-1.0575,-0.55011,1.487,2.0311,0.44626,-0.39534,-0.53417,-0.61653,1.3702,1.8786,0.1841,-1.1247,-1.1499,-0.37498,0.52578,1.0523,1.1497,1.1278,1.4385,2.3265,2.0089,0.17301,-0.42825,-0.35588,-0.24702,-0.27875,-0.30916,-0.29981,-0.27183,-0.25577,-0.26738,-0.2717,-0.24065,-0.23266,-0.23089,-0.23322,-0.23454,-0.23324,-0.22283,-0.22571,-0.2342,-0.23335,-0.23112,-0.23284,-0.23232,-0.23444,-0.23326,-0.22917,-0.23755,-0.23488,-0.22803,-0.21717,-0.2272,-0.22924,-0.23283,-0.23872,-0.25302,-0.25347
-1.852,-1.3285,-1.213,-1.2117,-1.5688,-1.226,-0.45884,-0.36515,-0.042261,0.017227,-0.016791,-0.45703,-0.66264,-0.25526,0.042604,-0.18768,-0.47181,-0.56157,-0.58829,-0.58548,-0.5702,-0.94028,-1.6746,-1.1645,0.0071001,0.44069,0.451,0.48709,0.34094,0.31185,0.37391,0.40656,0.42665,0.41767,0.40659,0.47602,0.49366,0.49769,0.49744,0.50121,0.50666,0.52039,0.51437,0.50898,0.518,0.52615,0.52617,0.52777,0.52589,0.52752,0.53579,0.52168,0.5265,0.52506,0.52254,0.52401,0.51439,0.50723,0.49063,0.4679,0.46892
1.9967,1.8423,1.8346,1.8418,2.012,1.5677,1.0169,1.5829,1.7289,1.7847,1.7938,1.2044,1.0093,1.6011,2.0335,2.1414,1.9079,1.5653,1.3925,1.3445,1.3621,1.6844,1.4552,-0.31428,-0.68255,-0.73022,-0.65585,-0.75981,-0.67202,-0.75991,-0.89553,-0.92146,-0.9372,-0.92161,-0.8924,-1.0613,-1.1033,-1.1024,-1.0831,-1.0745,-1.0892,-1.1145,-1.1102,-1.1166,-1.1332,-1.148,-1.1437,-1.1364,-1.1292,-1.1283,-1.1509,-1.1301,-1.1285,-1.1239,-1.122,-1.1145,-1.087,-1.079,-1.031,-0.96178,-0.9588
