-0.74958,-0.7695,-0.68136,-0.65654,-0.55099,-0.62473,-0.96925,-0.88089,-0.40057,-0.081768,-0.18749,-0.20161,-0.1454,-0.15593,-0.16977,-0.21032,-0.21102,-0.21245,-0.21306,-0.54573,-0.65467,-0.77093,-0.84871,-0.91628,-0.81592,-0.45242,0.1799,0.15288,0.29717,0.33397,0.41328,0.44214,0.50023,0.52404,0.60118,0.17255,0.21878,0.28471,0.35647,0.46668,0.41237,0.43515,0.48778,0.40088,0.24565,0.28453,0.28968,0.31483,0.33365,0.32609,0.29868,0.28158,0.28246,0.2535,0.21567,0.25142,0.26419,0.20305,0.20754,0.23647,0.23229,0.22834,0.24572,0.22051,0.20093,0.24811,0.22169,0.12034,0.12484,0.1331,0.13184
-0.31164,-0.38366,-0.37644,-0.34378,-0.23987,-0.30417,-0.26833,-0.0018754,0.091333,-0.086885,-0.1301,-0.21286,-0.14773,-0.13122,-0.092502,-0.13565,-0.14396,-0.10597,0.038069,0.44811,0.33753,0.091456,-0.1151,-0.28758,-0.28978,-0.26336,-0.09819,0.12769,0.11887,0.092017,0.11273,0.17376,0.16298,0.15283,0.23377,0.22776,0.28302,0.42331,0.34917,0.15557,0.16996,0.14255,-0.04383,-0.16614,-0.21809,-0.21912,-0.20723,-0.14024,-0.061283,-0.074537,-0.055758,-0.004246,0.017826,-0.016268,0.037006,0.093392,0.1348,0.15183,0.17114,0.13048,0.12574,0.12707,0.10622,0.096457,0.090326,0.070676,0.048867,0.073132,0.06857,0.098618,0.10275
0.019848,-0.022386,0.02713,-0.082701,-0.21657,-0.10262,-0.037982,-0.25366,-0.63422,-0.79922,-0.51603,-0.4299,-0.6428,-0.62419,-0.5873,-0.58119,-0.59065,-0.59302,-0.63182,-0.53326,-0.13962,0.29329,0.70704,0.9294,0.90838,0.64358,0.56858,0.82109,0.94183,0.88644,0.84089,0.78246,0.71188,0.67838,0.59079,0.42905,0.14859,-0.013048,-0.070573,-0.11972,-0.21734,-0.28001,0.5297,0.45536,0.39248,0.40064,0.38843,0.41674,0.49615,0.51913,-0.25067,-0.31954,-0.29855,-0.28245,-0.29133,-0.259,-0.23728,-0.27039,-0.27765,-0.28647,-0.30287,-0.30373,-0.30133,-0.29462,-0.2974,-0.28727,-0.27514,-0.25657,-0.24675,-0.24194,-0.22649
-0.3271,-0.43404,-0.47744,-0.45228,-0.37102,-0.40384,-0.70845,-0.84315,-0.49972,0.11283,0.056142,0.1586,0.13263,0.17884,0.20009,0.18142,0.18546,0.17772,-0.017882,-0.82604,-0.78127,-0.5987,-0.34357,-0.046568,0.14628,0.23944,0.2013,0.20775,0.15254,0.1218,0.098453,0.086374,0.080705,0.10275,0.10133,0.11449,0.13868,0.083914,0.081979,0.13581,0.094672,0.091969,0.14889,0.14453,0.13929,0.15937,0.16041,0.16427,0.15378,0.13284,0.097144,0.088857,0.088551,0.086737,0.088343,0.085163,0.077498,0.10163,0.1311,0.13646,0.12625,0.1207,0.12507,0.11936,0.11149,0.11429,0.11306,0.12244,0.13375,0.10218,0.093628
-0.044298,-0.16315,-0.19627,-0.22918,-0.24478,-0.22904,-0.20288,-0.2441,-0.081037,0.19354,0.15407,0.17207,0.15897,0.16528,0.14307,0.16173,0.17434,0.15737,0.090307,-0.2024,-0.15258,-0.11013,-0.042971,-0.049786,-0.051059,-0.086475,-0.070293,0.071345,0.1103,0.094339,0.093697,0.081958,0.036009,0.0043576,-0.051928,0.027494,0.0060973,-0.090718,-0.041718,0.084013,0.029084,-0.016902,-0.042282,0.022223,0.092689,0.07736,0.087998,0.10777,0.19126,0.18382,0.14719,0.083802,0.056929,0.06026,0.025754,0.075859,0.16004,0.081977,-0.092672,-0.10479,-0.10382,-0.099685,-0.082274,-0.076234,-0.075721,-0.061227,-0.053684,-0.074105,-0.074515,-0.059933,-0.061733
-0.34342,-0.32391,-0.358,-0.22095,-0.15548,-0.15755,-0.15599,-0.086028,0.27807,0.5179,0.33441,0.32957,0.49803,0.43829,0.43321,0.48209,0.49488,0.51215,0.54464,0.22731,0.074699,-0.21378,-0.5545,-0.87089,-0.95483,-0.73533,-0.081445,0.49509,0.52931,0.50784,0.48011,0.47926,0.38215,0.47454,0.43632,0.29037,0.011747,-0.14029,-0.13003,0.039622,0.059828,0.035998,0.076784,2.6597e-05,-0.088747,-0.092964,-0.1036,-0.05726,0.10101,0.11051,-0.086987,-0.18353,-0.18871,-0.1878,-0.20991,-0.10997,0.0068043,-0.085157,-0.16371,-0.17438,-0.17621,-0.18715,-0.18802,-0.19937,-0.20918,-0.19586,-0.21831,-0.28441,-0.29043,-0.26306,-0.25544
-0.47461,-0.5065,-0.51543,-0.48354,-0.46575,-0.4686,-0.50698,-0.51913,-0.51201,-0.45805,-0.49712,-0.47124,-0.47876,-0.48391,-0.49672,-0.49534,-0.49942,-0.50965,-0.55158,-0.63691,-0.62529,-0.52338,-0.45821,-0.3528,-0.28893,-0.21204,-0.32541,-0.50846,-0.45913,-0.40694,-0.50898,-0.51276,-0.46676,-0.41141,-0.34601,-0.30875,-0.30782,-0.26555,0.092328,1.1453,1.3168,1.1442,1.0017,1.0704,0.73652,0.55404,0.50858,0.42769,0.18608,0.18712,0.34996,0.45095,0.42979,0.35087,0.34823,0.31019,0.24946,0.31914,0.43048,0.46236,0.49843,0.48371,0.47035,0.46822,0.46177,0.45675,0.46525,0.48608,0.50026,0.48037,0.47658
-1.1702,-1.2363,-1.2191,-1.1085,-1.183,-1.1757,-1.1955,-1.2515,-1.1115,-0.98972,-1.0952,-1.0306,-1.0326,-1.0889,-1.0955,-1.0921,-1.0778,-1.082,-1.1523,-1.3859,-1.4179,-1.4072,-1.3225,-1.1795,-0.97246,-0.14121,0.87314,1.149,1.2615,1.3905,1.331,1.2946,1.295,1.2135,1.1467,0.94538,0.93052,0.89922,0.72601,0.30825,0.28512,0.41788,0.44575,0.44079,0.4833,0.58773,0.6114,0.59569,0.48177,0.53699,0.49471,0.40832,0.39082,0.36492,0.39341,0.34453,0.28407,0.43388,0.54897,0.58237,0.58214,0.55983,0.54827,0.53626,0.54245,0.51687,0.51436,0.49143,0.46953,0.30082,0.25603
0.1404,0.10956,0.086595,0.063866,0.079897,0.089684,0.12925,0.16325,0.029402,-0.14706,-0.089178,-0.12284,-0.13216,-0.10743,-0.093426,-0.094009,-0.098647,-0.095697,-0.019173,0.26393,0.30951,0.35054,0.35993,0.34534,0.34093,0.19737,-0.061924,-0.10687,-0.088291,-0.092752,-0.059345,-0.036171,-0.069236,-0.074556,-0.074475,-0.034117,-0.015236,0.0019936,0.018176,0.042798,0.0064369,-0.023253,-0.059097,-0.064287,-0.052497,-0.066763,-0.081945,-0.060823,0.014755,0.025109,0.007757,-0.014135,-0.034421,-0.080036,-0.060287,0.0076492,0.050861,-0.0040528,-0.060098,-0.07282,-0.071793,-0.068032,-0.065895,-0.063815,-0.065437,-0.055463,-0.068055,-0.11551,-0.11425,-0.056415,-0.043198
0.051026,0.065592,0.049195,0.055807,0.060953,0.077501,0.15302,0.17195,0.12612,0.016151,0.010756,-0.027961,0.021735,0.0067718,-0.0050299,0.018072,0.017866,0.01973,0.11912,0.28244,0.34782,0.39398,0.29049,0.19102,0.22139,0.21771,0.031802,-0.14924,-0.10946,-0.050388,0.018194,0.038085,0.02618,0.088699,0.098033,0.067198,0.018645,-0.025866,-0.064109,-0.1658,-0.21955,-0.20496,-0.12583,-0.12811,-0.079105,-0.058345,-0.062702,-0.059348,0.028659,0.016769,-0.0057818,-0.044005,-0.021291,0.09832,0.01121,-0.031035,-0.040641,-0.10289,-0.14832,-0.12817,-0.11874,-0.1113,-0.10145,-0.099783,-0.10031,-0.062077,-0.088859,-0.24783,-0.26017,-0.1519,-0.12764
