0.23342,1.8374,3.3811,3.9254,4.4514,4.171,4.0943,4.0401,4.0642,4.0645,4.0721,3.9713,2.8426,0.8185,-0.98641,-1.7798,-2.2101,-1.5597,-1.1098,-1.1185,-1.3417,-0.98328,-0.89808,-0.86384,-0.92962,-0.86088,-0.87647,-0.85203,-0.86986,-0.91157,-0.95471,-0.92061,-0.91238,-0.94897,-0.90987,-0.87884,-0.88391,-0.90582,-0.87143,-0.8594,-0.88999,-0.88297,-0.89419,-0.8517,-0.83148,-0.82621,-0.78188,-0.7749,-0.80089,-0.80916,-0.78653,-0.79883,-0.80555,-0.80077,-0.8282,-0.90714,-0.8047,-0.76827,-0.81875,-0.77711,-0.79123,-0.77329,-0.76599
1.8588,2.5836,2.4257,2.9455,3.1395,2.7856,2.6611,2.5932,2.6019,2.5621,2.4572,2.5654,2.8954,3.1409,2.7316,1.4751,0.2091,-0.6463,-0.69318,-0.52958,-0.59095,-0.6759,-0.70826,-0.72735,-0.89979,-1.0445,-1.0102,-0.98325,-0.99454,-0.99139,-0.93714,-0.93359,-0.96163,-0.95005,-0.94644,-0.95168,-0.97715,-0.97401,-0.95483,-0.98093,-0.99498,-0.96101,-0.93014,-0.96087,-0.95638,-0.92304,-0.92398,-0.94179,-0.95955,-0.93691,-0.93895,-0.9646,-0.95341,-0.91711,-0.9248,-0.94315,-0.92045,-0.91121,-0.92279,-0.94384,-0.93167,-0.90438,-0.904
-1.5908,-0.098489,2.1639,2.8485,3.784,3.8764,4.0189,4.1071,4.1098,4.0963,4.2032,4.1406,2.9651,1.678,0.2519,-0.28932,-0.84865,-0.93887,-0.83916,-0.83656,-0.74688,-0.8058,-0.7983,-0.76157,-0.78505,-0.79171,-0.80049,-0.79478,-0.8225,-0.84742,-0.85187,-0.85935,-0.88616,-0.90664,-0.8795,-0.8713,-0.87227,-0.86588,-0.84112,-0.8402,-0.86417,-0.85564,-0.86536,-0.89201,-0.91862,-0.90913,-0.88767,-0.88706,-0.88952,-0.87781,-0.85527,-0.87271,-0.87472,-0.87357,-0.87842,-0.89724,-0.89946,-0.87218,-0.87933,-0.87434,-0.861,-0.84588,-0.84226
1.2905,0.39942,-0.29626,-0.57135,-0.63708,-0.78268,-0.79929,-0.7651,-0.74496,-0.72823,-0.7897,-0.87958,-0.7969,-0.53494,-0.1676,0.2525,0.24169,0.12826,0.029333,0.011574,0.042696,0.12215,0.13177,0.17952,0.14749,0.15493,0.14202,0.14465,0.14717,0.15005,0.1533,0.16815,0.17564,0.16966,0.17541,0.17938,0.17611,0.16852,0.17104,0.1751,0.16934,0.15361,0.13921,0.13036,0.11092,0.098373,0.099621,0.095502,0.090387,0.088568,0.093392,0.088179,0.12688,0.1683,0.17244,0.16582,0.15424,0.15761,0.15874,0.15433,0.14843,0.14987,0.15152
2.105,2.0309,1.8134,1.441,1.2598,1.0858,0.99291,0.96553,0.95373,0.95155,0.8775,0.71664,0.54723,0.57509,0.61622,0.25034,0.033694,-0.31275,-0.61293,-0.78991,-0.74851,-0.67623,-0.64942,-0.61646,-0.41373,-0.31105,-0.3315,-0.34484,-0.32596,-0.31907,-0.337,-0.32679,-0.29809,-0.30404,-0.31108,-0.30798,-0.29485,-0.30361,-0.32087,-0.30692,-0.29817,-0.32266,-0.33329,-0.30647,-0.31158,-0.33768,-0.33949,-0.32306,-0.31396,-0.33461,-0.33915,-0.32205,-0.32489,-0.34577,-0.33388,-0.31648,-0.33704,-0.34695,-0.33872,-0.33241,-0.35051,-0.37211,-0.37187
-1.872,-3.6166,-4.6566,-4.8163,-5.0906,-5.5187,-5.6186,-5.7248,-5.7302,-5.7281,-5.7552,-5.6291,-4.5102,-2.7634,-0.36878,0.93643,1.3953,1.4118,1.6728,1.6552,1.5923,1.6722,1.6519,1.7241,1.4137,1.3226,1.3234,1.3447,1.3285,1.305,1.3127,1.327,1.3132,1.2916,1.3123,1.3239,1.3105,1.3024,1.3254,1.3185,1.2947,1.313,1.3454,1.3621,1.3575,1.3725,1.3991,1.402,1.3925,1.4011,1.4108,1.387,1.4155,1.4554,1.4665,1.4479,1.4541,1.4796,1.4797,1.4604,1.4626,1.4743,1.478
-0.18904,-0.15166,-0.25953,-0.38927,-0.4613,-0.36665,-0.26674,-0.16417,-0.13201,-0.098483,-0.019334,-0.061391,-0.11326,-0.19454,0.033047,0.62367,-0.42288,-0.42992,-0.40284,-0.4437,-0.46949,-0.44837,-0.25861,0.028513,0.090332,0.17363,0.21076,0.21433,0.15484,0.11014,0.051853,0.022835,-0.0033457,0.023515,0.050961,0.022363,0.031005,0.041423,0.086648,0.076454,0.071853,0.097971,0.11011,0.12322,0.14425,0.14732,0.15764,0.13892,0.14019,0.14571,0.14965,0.15266,0.16828,0.20094,0.1852,0.17899,0.19826,0.19991,0.19353,0.19559,0.20229,0.19923,0.19849
-0.41028,-0.6128,-0.69919,-0.53363,-0.5027,-0.57826,-0.63017,-0.60503,-0.60198,-0.59621,-0.53909,-0.50566,-0.5279,-0.63427,-0.54904,-0.29273,-0.052793,0.15318,0.20905,0.20815,0.20258,0.21073,0.21211,0.21665,0.20293,0.19553,0.19599,0.19541,0.19432,0.19458,0.18932,0.1878,0.18738,0.18685,0.18718,0.18749,0.18872,0.18912,0.18915,0.19058,0.1908,0.19137,0.18701,0.18737,0.18891,0.18997,0.18922,0.18816,0.19024,0.19031,0.19039,0.1908,0.19314,0.19399,0.1919,0.19036,0.19259,0.19172,0.19159,0.19361,0.19479,0.19445,0.19423
0.29286,0.40804,0.49789,0.62999,0.67318,0.65636,0.63993,0.62454,0.61924,0.63236,0.54977,0.48678,0.52871,0.56989,0.47266,0.20927,0.081183,-0.049069,-0.11741,-0.12269,-0.11471,-0.14143,-0.15421,-0.17977,-0.20301,-0.22441,-0.22057,-0.21461,-0.21039,-0.20788,-0.19772,-0.195,-0.19422,-0.1942,-0.19732,-0.19746,-0.20071,-0.20137,-0.20266,-0.20405,-0.2025,-0.19693,-0.19689,-0.19674,-0.19237,-0.18736,-0.19301,-0.19246,-0.18897,-0.18494,-0.18744,-0.19301,-0.19182,-0.1913,-0.18892,-0.18789,-0.19168,-0.19378,-0.19157,-0.19725,-0.19547,-0.19288,-0.19257
-0.89966,-1.0155,-0.91717,-0.86382,-1.0348,-1.0097,-0.95598,-0.9549,-0.9587,-0.90416,-0.88635,-0.90371,-0.82203,-0.70859,-0.45561,-0.28067,0.32547,0.58011,0.59921,0.49549,0.45266,0.47904,0.43224,0.33871,0.2374,0.216,0.20962,0.21721,0.23084,0.23587,0.23964,0.24869,0.25549,0.24077,0.23812,0.25023,0.24886,0.24426,0.23539,0.24136,0.23965,0.2438,0.23417,0.24592,0.25393,0.26403,0.2616,0.26941,0.2804,0.28219,0.28107,0.27302,0.27363,0.26445,0.26738,0.26233,0.26468,0.2663,0.26929,0.26895,0.27026,0.27063,0.2715
