1.1547,1.9191,3.1673,4.6689,3.6422,3.1974,3.1926,3.2395,3.1763,3.1573,3.1673,3.14,3.1474,3.0944,2.6192,1.8562,0.7239,-0.07975,-1.2559,-1.9637,-2.1557,-1.4078,-0.87342,-0.87085,-1.0817,-1.096,-1.0394,-1.0991,-1.2408,-1.1859,-1.1241,-1.1593,-1.1747,-1.1619,-1.1489,-1.1624,-1.155,-1.1273,-1.1224,-1.1373,-1.1443,-1.106,-1.1278,-1.1472,-1.1112,-1.1191,-1.1473,-1.1478,-1.1152,-1.1334,-1.1343,-1.117,-1.1061,-1.1183,-1.1429,-1.105,-1.1103,-1.1527,-1.1543
3.7564,3.7671,3.9875,4.1599,3.6114,3.6084,3.8741,3.9693,3.9979,4.0169,4.036,3.9871,3.8579,3.6273,3.4053,3.1481,2.3418,1.6906,0.72299,-0.37036,-0.94003,-1.6072,-1.7202,-1.6751,-1.6561,-1.6034,-1.492,-1.5386,-1.6212,-1.6636,-1.6955,-1.6948,-1.7246,-1.7569,-1.7615,-1.7486,-1.7297,-1.7843,-1.78,-1.7397,-1.7228,-1.7421,-1.7269,-1.7159,-1.7378,-1.7432,-1.741,-1.7382,-1.7289,-1.7294,-1.7133,-1.6928,-1.6898,-1.6526,-1.6331,-1.6383,-1.6486,-1.6334,-1.6345
-0.95896,0.74908,2.3415,3.1948,3.5794,3.6769,3.5204,3.5857,3.654,3.7567,3.7644,3.734,3.7854,3.7235,4.0759,3.2129,2.2625,0.28204,-0.90888,-1.7518,-2.1183,-1.5558,-0.95148,-1.113,-1.1623,-1.1892,-1.1898,-1.2077,-1.3091,-1.3024,-1.2787,-1.2613,-1.252,-1.2446,-1.2228,-1.2158,-1.2191,-1.2295,-1.2333,-1.245,-1.2549,-1.2613,-1.2707,-1.2781,-1.274,-1.275,-1.2624,-1.2484,-1.2398,-1.227,-1.2221,-1.2191,-1.2194,-1.2243,-1.2407,-1.248,-1.2595,-1.276,-1.2776
1.0402,1.1756,0.87866,0.27876,0.10891,0.15788,0.098725,0.099245,0.080666,0.090086,0.13313,0.18807,0.1468,0.3384,0.52789,0.37214,-0.37182,-0.90304,-0.60599,-0.44451,-0.2074,-0.21169,-0.25443,-0.24098,-0.22252,-0.25315,-0.23548,-0.15477,-0.068829,-0.02771,-0.017074,-0.019271,-0.0057154,0.011452,0.014023,0.0049448,-0.018946,-0.035759,-0.040263,-0.050938,-0.055382,-0.046347,-0.053059,-0.056654,-0.051793,-0.055287,-0.064143,-0.06572,-0.068736,-0.070001,-0.07499,-0.076368,-0.076463,-0.084215,-0.090464,-0.086459,-0.085642,-0.096841,-0.096749
0.58241,0.56338,0.35454,-0.20248,0.46488,0.55483,0.38921,0.4253,0.47933,0.39992,0.36508,0.33221,0.40856,0.23055,0.090795,-0.11294,0.10018,0.26396,0.23899,0.29031,0.018196,-0.25777,-0.071973,-0.079793,-0.032569,-0.052507,-0.16299,-0.14731,-0.23615,-0.23527,-0.1922,-0.17297,-0.18086,-0.18914,-0.18835,-0.1899,-0.19701,-0.21242,-0.20753,-0.21679,-0.21799,-0.19182,-0.18242,-0.17843,-0.15421,-0.14176,-0.13419,-0.13736,-0.13256,-0.13535,-0.15126,-0.16083,-0.15841,-0.16767,-0.17314,-0.15554,-0.14773,-0.14748,-0.14559
0.028446,-0.72905,-1.5491,-2.7736,-3.2217,-3.1642,-3.2692,-3.2088,-3.2046,-3.1618,-3.0932,-3.0913,-3.0037,-3.1703,-2.9061,-2.3306,-2.1072,-1.1929,-0.13863,0.51862,0.85317,0.8926,1.1765,1.1789,1.1753,1.0649,1.1044,1.1528,1.1652,1.2049,1.2465,1.2579,1.2547,1.2572,1.2671,1.2678,1.2228,1.088,1.0918,1.092,1.0902,1.1061,1.1024,1.105,1.123,1.126,1.1332,1.1386,1.1595,1.1476,1.1577,1.1711,1.1758,1.1768,1.1675,1.1824,1.1758,1.1583,1.1574
-0.17126,0.076444,0.19293,-0.072135,-0.42879,-0.43915,-0.44208,-0.44073,-0.44452,-0.44238,-0.43938,-0.44045,-0.42413,0.0729,0.07068,0.0059564,-0.022989,-0.07884,-0.17884,-0.098348,0.070293,0.099412,0.095818,0.097616,0.12917,0.13012,0.10307,0.10248,0.15742,0.17109,0.14913,0.11347,0.11072,0.11936,0.11837,0.11625,0.11863,0.12073,0.12044,0.11984,0.11956,0.12113,0.11705,0.10981,0.10925,0.10027,0.084425,0.086188,0.087701,0.086592,0.086533,0.086554,0.086264,0.085444,0.08423,0.085631,0.084725,0.080706,0.079612
-1.861,-1.6306,-1.6654,-0.53719,-0.69443,-0.80313,-1.0686,-1.3737,-1.625,-1.5245,-1.3189,-0.98661,-1.0259,-0.98243,-0.84596,-0.73668,-0.42171,-0.59326,-0.18312,0.1471,0.32633,0.57452,0.01147,-0.079336,-0.17477,-0.20778,-0.23169,-0.098118,0.46325,0.61253,0.59077,0.5841,0.691,0.78062,0.75998,0.70726,0.68441,0.90195,0.87979,0.82405,0.80121,0.764,0.70326,0.68447,0.66421,0.65016,0.63069,0.62567,0.58455,0.5757,0.59281,0.58775,0.56586,0.50512,0.48695,0.44481,0.44431,0.40996,0.40922
0.67815,0.61298,0.67495,0.41987,0.43734,0.45793,0.55614,0.63843,0.69102,0.66936,0.62714,0.53703,0.61024,0.56425,0.46109,0.41875,0.37259,0.43984,0.22779,0.035555,-0.058417,-0.24713,-0.1758,-0.14302,-0.12295,-0.11548,-0.11653,-0.15342,-0.27203,-0.30597,-0.30133,-0.30272,-0.32659,-0.34694,-0.34447,-0.33052,-0.30919,-0.35069,-0.34623,-0.33131,-0.32426,-0.31894,-0.30557,-0.29819,-0.29077,-0.29011,-0.28061,-0.27733,-0.26326,-0.27443,-0.2708,-0.26242,-0.26053,-0.24559,-0.24076,-0.23019,-0.23512,-0.22981,-0.23101
-0.10835,-0.36871,-0.40878,-1.0493,-1.3465,-1.345,-1.2924,-1.1985,-1.1552,-1.1687,-1.2095,-1.3462,-1.0862,-0.90903,-1.0039,-0.92808,-0.71838,-0.2655,-0.12176,0.11281,0.37819,0.3901,0.59331,0.60334,0.6111,0.57556,0.54806,0.49961,0.41893,0.40606,0.421,0.39728,0.37233,0.35893,0.36669,0.38383,0.4098,0.35206,0.35749,0.3629,0.36426,0.3783,0.38702,0.38926,0.41222,0.40951,0.41879,0.42442,0.45203,0.42484,0.43282,0.44495,0.4463,0.45299,0.44716,0.46754,0.459,0.45152,0.44772
