0.075624,0.74577,2.5254,4.7131,5.9847,6.0942,6.0021,5.9843,5.9996,6.0374,6.0832,6.1611,6.0865,5.797,5.345,3.9535,2.2853,0.56695,-0.80388,-1.4518,-1.4795,-1.3694,-1.2077,-1.2128,-1.3535,-1.3642,-1.1192,-1.092,-1.1692,-1.1826,-1.1858,-1.2131,-1.2393,-1.1632,-1.0443,-1.0508,-1.1107,-1.051,-0.9697,-0.97452,-0.98773,-1.009,-0.96006,-0.98849,-0.95612,-0.93774,-0.94904,-0.99752,-1.0558,-0.98403,-0.94859,-0.96186,-0.93818,-0.90497,-1.016,-1.027,-0.9871,-0.9657,-0.9735,-0.99584,-0.93187,-0.94231,-1.0131,-1.0857,-1.1489,-1.2181,-1.312,-1.35,-1.3449,-1.4081,-1.4009,-1.3459,-1.3196,-1.3145,-1.2875,-1.2756,-1.304,-1.2484,-1.1983,-1.1872,-1.1973,-1.1927,-1.1784,-1.2066,-1.1755,-1.1293,-1.115,-1.125,-1.1316
-0.1526,0.47812,1.2754,2.5636,1.9534,2.486,2.5957,2.554,2.6097,2.6503,2.5815,2.5313,2.5957,2.7095,3.0476,2.8213,2.5591,1.6665,1.3921,0.42847,0.14218,0.22815,-0.29337,-0.34929,-0.16642,-0.18857,-0.3227,-0.37731,-0.37358,-0.36688,-0.31888,-0.30664,-0.29924,-0.33196,-0.55077,-0.67497,-0.80102,-0.76854,-0.83817,-0.91312,-0.91574,-0.91057,-0.9707,-1.0443,-0.9687,-0.95224,-0.92434,-0.89307,-0.89648,-0.93216,-0.86418,-0.84184,-0.77842,-0.73744,-0.6978,-0.63946,-0.61014,-0.60548,-0.61388,-0.72344,-0.76208,-0.78215,-0.77224,-0.80453,-0.80345,-0.76525,-0.74515,-0.69472,-0.62007,-0.50099,-0.45759,-0.48286,-0.44425,-0.44486,-0.51136,-0.55066,-0.57463,-0.62349,-0.62243,-0.58796,-0.57311,-0.54252,-0.54659,-0.52771,-0.4899,-0.45093,-0.43896,-0.41665,-0.41822
-1.5316,-2.6622,-2.7106,-0.56212,3.2731,3.5626,3.5219,3.6452,3.7387,3.6885,3.685,3.7411,3.715,3.431,1.3989,-1.4544,-3.0298,-3.1021,-1.8712,-1.072,-0.428,-0.25657,-0.098418,-0.039168,-0.19114,-0.35487,-0.2629,-0.27405,-0.28263,-0.2431,-0.18251,-0.16364,-0.20202,-0.2549,-0.255,-0.14723,-0.17559,-0.15821,-0.13876,-0.17557,-0.19471,-0.1559,-0.16122,-0.13953,-0.27237,-0.31768,-0.32227,-0.34459,-0.35897,-0.35885,-0.31139,-0.24913,-0.27814,-0.26025,-0.13977,-0.20654,-0.24584,-0.2772,-0.30661,-0.34673,-0.33513,-0.31863,-0.31396,-0.27765,-0.23249,-0.2117,-0.20539,-0.19647,-0.16951,-0.20511,-0.2508,-0.28033,-0.30422,-0.36587,-0.38991,-0.38289,-0.42274,-0.43115,-0.40267,-0.36895,-0.37792,-0.38021,-0.36473,-0.359,-0.36779,-0.45334,-0.47756,-0.50454,-0.52225
1.1179,1.7303,1.6467,0.71001,-0.79255,-0.63072,-0.69768,-0.68153,-0.63386,-0.59681,-0.56769,-0.56669,-0.59471,-0.59432,-0.57783,-0.0071718,0.30312,0.30648,0.42603,0.17558,-0.18637,-0.16232,-0.059058,0.062607,0.06911,0.05126,0.015627,-0.020407,-0.045564,-0.086162,-0.068701,-0.063193,-0.039001,-0.071441,-0.029848,0.0026284,-0.061278,-0.0084906,0.021096,0.0037342,-0.041821,-0.060697,-0.016335,-0.02903,-0.018601,-0.0081506,-0.002793,-0.0027201,0.047818,0.07698,0.072872,0.055449,0.052883,0.057082,0.043514,0.049121,0.064251,-0.013988,0.0022447,0.061934,0.084469,0.089041,0.087767,0.091569,0.092676,0.089895,0.080252,0.03456,0.017686,-0.016015,-0.024079,-0.018474,0.00039644,0.0018492,-0.0077834,-0.012546,-0.025497,0.02461,0.048612,0.056332,0.043273,0.034783,0.029871,0.01456,-0.010138,0.0038291,0.0055502,-0.0032313,-0.0025762
-0.60127,-0.45603,0.12565,-0.026649,-0.85677,-1.0159,-1.1817,-1.1721,-1.1424,-1.1473,-1.1565,-1.1615,-1.1392,-1.118,-0.61844,-0.32041,-0.26457,0.043743,0.063267,0.49803,0.66314,0.46753,0.34983,0.30096,0.43838,0.48384,0.55074,0.55904,0.52958,0.46738,0.40866,0.3736,0.39319,0.40312,0.34859,0.21136,0.29755,0.25385,0.22607,0.32745,0.34266,0.32083,0.25465,0.1953,0.16497,0.18808,0.20672,0.19683,0.165,0.1722,0.14134,0.1228,0.11082,0.082351,0.04105,0.022354,0.022976,0.02844,0.041468,0.15645,0.15822,0.1489,0.12989,0.12284,0.10846,0.074221,0.067691,0.042216,0.015845,0.012358,0.0038423,0.022857,0.0057665,0.0089613,0.062516,0.086577,0.07514,0.10633,0.097714,0.062711,0.048197,0.038857,0.037474,0.033343,-0.0038922,0.0086827,0.012792,0.0073353,0.021125
1.0546,0.54696,-0.097778,-1.8139,-4.3305,-4.4526,-4.4889,-4.5509,-4.5451,-4.5414,-4.5433,-4.4996,-4.5055,-4.5969,-3.7096,-1.8004,-0.25198,0.40236,0.92671,1.073,1.1807,1.1922,1.0943,1.1839,1.148,1.0409,0.82497,0.71607,0.67097,0.6335,0.63276,0.62625,0.59682,0.60625,0.58029,0.66855,0.64852,0.7125,0.73301,0.69889,0.67601,0.65434,0.67225,0.62267,0.65141,0.65355,0.62626,0.60861,0.65683,0.66009,0.68994,0.68543,0.69799,0.68201,0.62037,0.64438,0.68141,0.64686,0.62286,0.72652,0.7807,0.78029,0.7627,0.74258,0.76343,0.76965,0.74302,0.56898,0.57837,0.55961,0.53224,0.52872,0.62755,0.65194,0.61332,0.58569,0.53557,0.57365,0.65056,0.73998,0.71564,0.70965,0.70973,0.68185,0.66813,0.69635,0.70473,0.69548,0.6854
4.1522,4.0676,3.081,1.8699,1.2051,1.3003,1.2546,1.2001,1.2153,1.2247,1.2302,1.1296,1.2313,1.1732,0.93631,0.97887,0.77159,0.54164,0.3586,0.23031,0.2007,0.17189,0.13793,0.05164,-0.12937,-0.70894,-0.82848,-0.82893,-0.8304,-0.83315,-0.82574,-0.82209,-0.81658,-0.79115,-0.60449,-0.57381,-0.50841,-0.51142,-0.59148,-0.56195,-0.48429,-0.39846,-0.41738,-0.31815,-0.30031,-0.28189,-0.30328,-0.33476,-0.30848,-0.29836,-0.3068,-0.30942,-0.31084,-0.30073,-0.29427,-0.2824,-0.27872,-0.22361,-0.1098,-0.12792,-0.15482,-0.15542,-0.19783,-0.27465,-0.23096,-0.2538,-0.22802,-0.21115,-0.22895,-0.37535,-0.42446,-0.43597,-0.4453,-0.48693,-0.55809,-0.6232,-0.61545,-0.60603,-0.60778,-0.59738,-0.57257,-0.57245,-0.57204,-0.5835,-0.59082,-0.60344,-0.58942,-0.58168,-0.58084
-1.4932,-1.6966,-2.0454,-2.2104,-1.5087,-1.2796,-1.1704,-1.0524,-1.07,-1.0599,-0.89787,-0.68684,-0.89606,-1.0065,-2.5534,-2.7319,-2.8176,-2.7644,-2.7614,-2.5944,-2.6079,-2.2552,-0.70154,0.027348,-0.24215,-0.52895,-0.65139,-0.58504,-0.63035,-0.59809,-0.56839,-0.54642,-0.54103,-0.40477,0.32894,0.50857,0.27856,0.22859,0.52077,0.62998,0.59133,0.53441,0.89477,1.1334,1.1734,1.138,1.0944,1.0397,1.0669,1.097,1.058,1.0265,0.98705,1.015,0.96715,0.95431,0.92113,0.89604,0.92831,0.95813,0.99533,1.0193,1.0252,1.0203,1.0025,1.0614,1.0478,1.0454,0.99485,0.75498,0.72695,0.73548,0.71286,0.69757,0.61626,0.61562,0.75135,0.76257,0.76612,0.72989,0.71654,0.69515,0.70374,0.66218,0.69026,0.66487,0.65744,0.65146,0.63733
0.27563,0.35478,0.411,0.54559,0.20087,0.047514,0.06385,0.070012,0.10131,0.10585,0.045007,-0.070344,0.015432,0.32819,0.8105,0.95232,0.96746,0.92685,0.85332,0.73034,0.7313,0.66124,0.26045,-0.011714,0.030005,0.13347,0.1544,0.13872,0.15923,0.17111,0.19159,0.18477,0.18515,0.17493,0.027577,-0.022892,0.031751,0.069938,-0.0043756,-0.034277,-0.028444,-0.006787,-0.076548,-0.14398,-0.14921,-0.13731,-0.1056,-0.14337,-0.30013,-0.3509,-0.33993,-0.31841,-0.30474,-0.37313,-0.36429,-0.35449,-0.33896,-0.31151,-0.31668,-0.34165,-0.34081,-0.33596,-0.32762,-0.31693,-0.30178,-0.27118,-0.24059,-0.21219,-0.17587,-0.11695,-0.11482,-0.13463,-0.13244,-0.12881,-0.13402,-0.16675,-0.19617,-0.22237,-0.22513,-0.22588,-0.24309,-0.23891,-0.23059,-0.19626,-0.19804,-0.19064,-0.18765,-0.18327,-0.17241
-0.56094,-0.74179,-0.19512,-0.07519,-0.22431,0.065107,0.029303,-0.032893,-0.048813,-0.077443,-0.10382,-0.096562,-0.067531,-0.29565,-0.11669,-0.12299,0.072367,0.20191,0.18369,0.34391,0.44437,0.36204,0.094394,-0.088038,0.0062267,0.27269,0.4156,0.45483,0.47287,0.46111,0.42027,0.40927,0.369,0.31339,0.058083,0.047607,0.12841,0.19708,0.25332,0.22729,0.22477,0.18916,0.11861,0.043827,0.031478,0.011045,-0.053432,-0.11227,-0.23143,-0.21103,-0.17943,-0.14691,-0.15634,-0.060452,-0.077529,-0.07306,-0.041199,-0.061185,-0.13926,-0.10968,-0.091428,-0.092355,-0.093988,-0.076776,-0.092579,-0.15727,-0.21654,-0.32734,-0.42657,-0.35618,-0.32909,-0.2579,-0.23778,-0.21632,-0.13282,-0.050226,-0.0701,0.013825,0.047822,0.090297,0.093626,0.096389,0.11399,0.098138,0.055773,0.059483,0.055863,0.049344,0.028678
