0.096167,0.23604,1.2205,2.0791,2.1947,1.2626,0.289,-0.15991,-0.28696,-0.25922,-0.2314,-0.17603,-0.0064724,0.058551,-0.28355,-1.416,-1.0912,-0.67247,-0.37951,0.068216,0.43534,0.3074,0.34741,0.45048,0.33258,0.11699,0.15751,0.055198,-0.091853,-0.11776,-0.29962,-0.30398,-0.27472,-0.14679,-0.34019,-0.54787,-0.5436,-0.27924,-0.22993,-0.2695,-0.22268,-0.18738,-0.21601,-0.20943,-0.1778,-0.16422,-0.15158,-0.11433,-0.071612,-0.082359,-0.079934,-0.065241,-0.065169,-0.074552,-0.036563,0.0014983,-0.018783,-0.0051715,0.019043,0.005201,0.010331,0.036688,0.045547,0.037831,0.038816,0.055566,0.054348,0.038735,0.041153,0.055617,0.03391,0.016068,0.057286,0.031934,0.031523,0.031523
0.31116,-0.47571,-0.56465,0.37453,0.55657,1.7957,2.6222,2.3989,2.0691,1.9449,1.6439,1.4482,1.2943,1.454,1.7933,1.6327,2.4913,2.0695,1.0081,0.16864,-0.25589,-0.37599,-0.47558,-0.26774,-0.17372,-0.29996,-0.28552,-0.054742,0.15498,0.055172,-0.082752,0.050593,0.11813,-0.35291,-0.21814,-0.29647,-0.33461,-0.15361,-0.52453,-0.53107,-0.54238,-0.56739,-0.57485,-0.59977,-0.49383,0.033824,-0.29463,-0.6497,-0.48529,-0.60647,-0.65036,-0.65522,-0.65072,-0.60809,-0.62245,-0.60789,-0.63642,-0.56541,-0.6047,-0.64208,-0.67364,-0.71734,-0.61641,-0.4527,-0.76485,-0.75222,-0.74457,-0.71904,-0.71196,-0.70677,-0.68407,-0.67244,-0.61312,-0.62509,-0.62714,-0.62714
0.43404,0.76805,0.74613,0.45375,0.51793,0.47582,0.47075,0.96754,1.0946,1.1886,0.8542,0.43038,0.40313,0.5646,0.73338,1.0266,0.87289,0.31046,-0.13916,0.0019912,-0.21518,-0.20045,-0.38734,-0.28389,-0.20889,-0.16237,-0.16815,-0.20767,-0.21138,-0.18727,-0.1759,-0.17619,-0.11326,0.049766,-0.019852,-0.068123,-0.073037,-0.11589,-0.15202,-0.1894,-0.18367,-0.19102,-0.20122,-0.20405,-0.20271,-0.25553,-0.20842,-0.15701,-0.17942,-0.16999,-0.18264,-0.18491,-0.20041,-0.26791,-0.28121,-0.27412,-0.29187,-0.2794,-0.27532,-0.28047,-0.28061,-0.28119,-0.28868,-0.3059,-0.26164,-0.25104,-0.25582,-0.26246,-0.27016,-0.2672,-0.28634,-0.28684,-0.27405,-0.28598,-0.28997,-0.28997
-1.1493,-1.8968,-1.7568,-1.7232,-1.5051,-0.19241,1.117,1.54,1.7396,1.8082,1.7203,1.6587,1.6568,1.6898,1.6733,0.76148,-0.22285,-0.34073,-0.36273,-0.26602,-0.15243,-0.11899,-0.18921,-0.090754,-0.099232,-0.12021,-0.12599,-0.10523,-0.073858,0.0080432,0.076021,0.06789,0.075813,0.043046,0.038634,0.036566,0.011479,0.031467,0.0033869,-0.012844,-0.012391,-0.020002,-0.037861,-0.037655,-0.032522,-0.042489,-0.046562,-0.071516,-0.073786,-0.091325,-0.10254,-0.10526,-0.12227,-0.17357,-0.17559,-0.16705,-0.15987,-0.17256,-0.16114,-0.1679,-0.17327,-0.17249,-0.17434,-0.18886,-0.20031,-0.20549,-0.20973,-0.21686,-0.216,-0.21171,-0.22053,-0.21725,-0.21329,-0.21755,-0.22058,-0.22058
0.4639,0.78558,0.73042,0.60527,0.83159,0.4298,-0.44774,-0.64946,-0.62305,-0.63182,-0.44786,-0.41963,-0.47553,-0.59663,-0.51417,0.10534,0.051083,0.052152,0.05192,-0.21169,-0.39321,-0.37693,-0.22233,-0.0345,-0.073632,-0.16916,-0.21712,-0.30402,-0.43926,-0.42,-0.31825,-0.33896,-0.34359,-0.24591,-0.25041,-0.15795,-0.17915,-0.19769,0.02697,0.03659,0.082306,0.1098,0.12906,0.15046,0.12193,-0.014085,0.091707,0.20342,0.15945,0.19824,0.21026,0.21604,0.22211,0.20932,0.21573,0.15501,0.22575,0.080746,0.068726,0.098215,0.074548,0.11799,0.11615,0.12114,0.21169,0.21835,0.2101,0.20273,0.20469,0.20951,0.20585,0.2159,0.1119,0.13296,0.12067,0.12067
-0.74009,-0.45872,-0.3628,-0.44913,-0.37016,0.81027,1.4596,1.738,1.845,1.8737,1.7708,1.7311,1.8556,2.0691,1.9901,0.84489,0.032685,-0.30407,-0.74029,-0.65959,-0.67886,-0.51372,-0.58764,-0.26123,-0.28903,-0.21698,-0.2422,-0.28985,-0.23293,-0.22887,-0.19983,-0.16432,-0.16846,-0.19014,-0.14849,-0.21348,-0.18624,-0.10012,-0.18052,-0.20684,-0.18893,-0.18,-0.19638,-0.19989,-0.17113,-0.122,-0.16376,-0.14979,-0.12177,-0.14444,-0.16489,-0.17093,-0.1801,-0.23038,-0.2324,-0.22373,-0.25919,-0.22925,-0.22685,-0.24988,-0.27458,-0.27852,-0.27606,-0.27842,-0.31198,-0.30445,-0.30474,-0.31551,-0.31799,-0.3121,-0.31569,-0.33017,-0.29982,-0.30556,-0.30246,-0.30246
-0.20573,0.16304,1.2758,1.527,1.82,2.3741,2.499,2.4911,2.4848,2.4893,2.498,2.5003,2.5047,2.5099,1.831,-1.9531,-1.4522,-0.66166,-0.082187,0.19305,0.23346,0.229,0.12147,-0.43758,-0.45818,-0.4655,-0.46234,-0.47852,-0.49461,-0.4897,-0.49133,-0.49154,-0.49707,-0.48823,-0.50163,-0.50582,-0.50331,-0.49674,-0.48955,-0.49077,-0.48809,-0.48548,-0.48717,-0.48545,-0.48561,-0.49575,-0.48943,-0.47843,-0.47929,-0.47458,-0.46841,-0.46497,-0.47675,-0.4771,-0.47286,-0.4713,-0.4714,-0.47446,-0.47656,-0.47576,-0.47542,-0.4725,-0.47362,-0.47644,-0.47163,-0.4719,-0.47202,-0.4689,-0.4725,-0.47121,-0.47371,-0.47289,-0.47167,-0.47592,-0.47422,-0.47422
-2.6659,-4.2439,-3.0922,-2.5913,-3.3002,-3.8631,-3.4249,-2.5002,-1.9182,-2.0107,-2.0696,-1.6026,-0.94985,-0.96368,-2.0091,-3.7022,-2.6356,-1.9842,-1.232,-0.05159,1.4175,1.5176,1.1486,1.0595,0.86697,0.72975,0.91304,1.0173,1.0254,1.0429,1.0189,0.94536,0.74732,0.75447,0.69107,0.60893,0.64741,0.72953,0.72919,0.75319,0.64583,0.64357,0.60005,0.61131,0.63579,0.54803,0.5759,0.61899,0.67948,0.67437,0.70405,0.70941,0.71593,0.69935,0.73259,0.77061,0.74767,0.75499,0.86558,0.8927,0.99921,1.0574,1.0459,1.0111,1.0111,0.95572,0.96623,0.93819,0.93514,0.90185,0.87553,0.80652,0.77837,0.77641,0.78106,0.78106
0.62688,3.1505,1.5086,1.5822,2.6019,2.805,2.416,2.0688,1.7931,1.5871,1.4705,1.329,1.3689,1.3284,-0.031708,-1.8067,-1.8747,-0.12432,0.12009,-0.11106,-0.49008,-0.53599,-0.47418,-0.40566,-0.37875,-0.38081,-0.41977,-0.41637,-0.40803,-0.44615,-0.44896,-0.42829,-0.4105,-0.47151,-0.44849,-0.42691,-0.41937,-0.41323,-0.43181,-0.42065,-0.39582,-0.39048,-0.37735,-0.3813,-0.37538,-0.32455,-0.34836,-0.35392,-0.34326,-0.34376,-0.35122,-0.35371,-0.34968,-0.33304,-0.33873,-0.3507,-0.35015,-0.34621,-0.37082,-0.37723,-0.39562,-0.40337,-0.39662,-0.37519,-0.3931,-0.38143,-0.38226,-0.37339,-0.37547,-0.37285,-0.36005,-0.35866,-0.35496,-0.35436,-0.34999,-0.34999
-0.081425,4.5208,4.8136,3.8639,3.4956,3.1758,2.9586,2.8976,2.9548,3.0219,3.1042,3.2225,3.4305,3.4621,3.8216,4.3695,0.33494,-1.2826,-0.9712,-0.7975,-1.1509,-1.2354,-1.1443,-0.92969,-0.95046,-0.92789,-0.97307,-1.0462,-1.0909,-1.1381,-1.122,-1.124,-1.1464,-1.0991,-1.1179,-1.1082,-1.0576,-1.0469,-0.99058,-0.97784,-0.93771,-0.9111,-0.89388,-0.89432,-0.90185,-0.97527,-0.91909,-0.78986,-0.79861,-0.76193,-0.76185,-0.76307,-0.76408,-0.75767,-0.75669,-0.7651,-0.77639,-0.76599,-0.7812,-0.78139,-0.79222,-0.78655,-0.80822,-0.83129,-0.77389,-0.76084,-0.76283,-0.76356,-0.77629,-0.77668,-0.76541,-0.78892,-0.78184,-0.78119,-0.76571,-0.76571
