0.40086,1.1135,2.2851,2.3608,2.2883,2.0143,2.1479,2.1557,2.0573,2.0624,2.0477,2.1165,2.1613,2.1,2.0129,1.11,0.33012,-0.18553,-0.3851,-0.56376,-0.48711,-0.40638,-0.28336,-0.28015,-0.25947,-0.25785,-0.33293,-0.77383,-0.73852,-0.66425,-0.5267,-0.4882,-0.4804,-0.41867,-0.38606,-0.37989,-0.31402,-0.27542,-0.27481,-0.24674,-0.20854,-0.27087,-0.3339,-0.80871,-0.81007,-0.47321,-0.71359,-0.68252,-0.65841,-0.61117,-0.59372,-0.61629,-0.59774,-0.59287,-0.60588,-0.54555,-0.52446,-0.56733,-0.4951,-0.51393,-0.56168,-0.50065,-0.47513,-0.38392,-0.26626,-0.22743,-0.23384,-0.23119,-0.20532,-0.21435,-0.24264,-0.23263,-0.26166,-0.27494,-0.23407,-0.24572,-0.253,-0.24611,-0.30227,-0.34563,-0.32386,-0.32727,-0.36136,-0.35296,-0.34967,-0.44566,-0.46827,-0.45464,-0.543,-0.56655
-1.4123,-1.5434,-1.5871,-1.6233,-1.2914,-1.6119,-1.8192,-2.097,-2.3157,-2.3003,-2.2568,-2.1877,-2.1231,-2.1099,-1.9644,-1.6278,-2.1553,-0.74786,0.54556,0.3997,0.61482,0.30538,0.18514,0.13279,0.10059,0.12293,0.15864,0.19347,0.23283,0.24348,0.29024,0.33848,0.35305,0.36695,0.36278,0.40174,0.45068,0.45402,0.5063,0.53103,0.51003,0.5442,0.57612,0.53265,0.58967,0.58333,0.49321,0.50701,0.41912,0.39251,0.40586,0.41979,0.4006,0.43352,0.43725,0.39556,0.31926,0.16858,0.12979,0.082199,0.050359,0.068655,0.098201,0.27248,0.48294,0.57157,0.58284,0.61155,0.65754,0.67583,0.69415,0.69374,0.71621,0.75603,0.7567,0.70232,0.73494,0.73537,0.69251,0.68185,0.6648,0.65042,0.6687,0.64108,0.60596,0.58874,0.55474,0.52666,0.50316,0.50361
0.44023,0.75185,1.3036,1.6344,1.8154,2.2193,2.1514,1.9449,1.9099,1.8817,1.8692,1.847,1.8532,1.8822,1.9257,1.8945,2.0017,1.4935,0.33694,-0.26659,-0.58562,-0.58747,-0.54894,-0.53083,-0.50884,-0.50141,-0.5022,-0.46837,-0.44343,-0.44064,-0.42807,-0.4089,-0.4388,-0.44339,-0.4225,-0.44525,-0.45538,-0.44744,-0.47711,-0.50492,-0.51865,-0.5816,-0.62264,-0.64224,-0.64134,-0.64422,-0.63554,-0.65459,0.16894,0.16476,0.17646,0.16598,0.013619,-0.61375,-0.61448,-0.58514,-0.53997,-0.48881,-0.47301,-0.4293,-0.40505,-0.38838,-0.36702,-0.37197,-0.37527,-0.33597,-0.33627,-0.3496,-0.33445,-0.34977,-0.37622,-0.37898,-0.40975,-0.45537,-0.42553,-0.43885,-0.45906,-0.46914,-0.49561,-0.55076,-0.56116,-0.55213,-0.56694,-0.56691,-0.53405,-0.52368,-0.51439,-0.47298,-0.46783,-0.47203
1.0909,1.0567,0.94308,0.88529,1.0297,1.3206,1.5372,1.6092,1.6312,1.6462,1.6311,1.6084,1.6252,1.6122,1.6371,1.5529,1.3977,0.79257,0.2028,-0.071998,-0.24905,-0.33408,-0.34169,-0.3365,-0.32463,-0.32477,-0.31082,-0.29216,-0.28911,-0.28478,-0.26846,-0.25647,-0.26032,-0.24265,-0.24559,-0.26336,-0.272,-0.26952,-0.27406,-0.27008,-0.26035,-0.26877,-0.27977,-0.28318,-0.3029,-0.30105,-0.29417,-0.27861,-0.23129,-0.22856,-0.228,-0.23213,-0.23824,-0.32198,-0.40283,-0.41775,-0.41948,-0.42701,-0.43304,-0.44921,-0.45181,-0.43022,-0.43467,-0.44374,-0.46928,-0.48193,-0.44412,-0.44665,-0.44498,-0.44092,-0.43113,-0.44246,-0.49266,-0.47056,-0.41168,-0.39798,-0.46924,-0.44683,-0.40519,-0.40489,-0.3967,-0.39128,-0.39832,-0.39983,-0.37589,-0.36984,-0.3779,-0.37953,-0.38778,-0.39168
-1.0908,-1.108,-1.2164,-1.1609,-1.0597,-1.0439,-1.1113,-1.1333,-1.0983,-1.1092,-1.1159,-1.0829,-1.0713,-1.0646,-1.1017,-1.0329,-0.60752,0.51324,0.49433,0.64861,0.44635,0.45751,0.42134,0.43244,0.4393,0.43401,0.49352,0.56411,0.55064,0.54488,0.52282,0.49612,0.47717,0.45384,0.46183,0.41961,0.37508,0.3706,0.33924,0.31838,0.30057,0.25633,0.24657,0.29734,0.31417,0.29732,0.32509,0.27208,0.22744,0.23704,0.22097,0.21375,0.2272,0.2714,0.29148,0.32343,0.31027,0.23942,0.20767,0.22214,0.18875,0.18317,0.17064,0.15042,0.084722,0.033173,0.037809,0.038594,0.02564,0.021741,0.013882,0.010077,0.0031307,0.0071735,-0.0078533,0.11162,0.090623,0.075009,0.064407,0.086589,0.086094,0.085939,0.069696,0.089488,0.091116,0.084792,0.10149,0.10287,0.069592,0.061586
1.5683,1.4563,1.246,1.2185,1.0194,0.91151,0.79073,0.57812,0.58345,0.58132,0.57072,0.55696,0.50225,0.49727,0.60662,0.77518,0.80715,0.4145,-0.011199,-0.026534,0.011449,0.065273,0.063311,0.06597,0.070085,0.064607,0.0739,0.034537,0.016381,-0.024219,-0.02051,-0.047259,-0.068738,-0.037966,-0.0010295,-0.038498,-0.062125,-0.070707,-0.10688,-0.13055,-0.13556,-0.18513,-0.23637,-0.25892,-0.23977,-0.21499,-0.21958,-0.17034,-0.022179,-0.034539,-0.039576,-0.067572,-0.078321,-0.20574,-0.32537,-0.31127,-0.24757,-0.31388,-0.30691,-0.30821,-0.37923,-0.37165,-0.36886,-0.40497,-0.45273,-0.43375,-0.42858,-0.46245,-0.46996,-0.46361,-0.47187,-0.44897,-0.45179,-0.42982,-0.34807,-0.34464,-0.36858,-0.35315,-0.34083,-0.32627,-0.32116,-0.29918,-0.28966,-0.26861,-0.23988,-0.22758,-0.21417,-0.18717,-0.20293,-0.21161
0.73329,1.8215,2.2394,2.2687,2.2751,2.1909,2.1931,2.1931,2.1929,2.1872,2.1701,2.1659,2.1631,2.1473,2.0219,1.2751,0.18532,-0.20124,-0.47331,-0.45984,-0.46766,-0.43862,-0.4145,-0.40689,-0.39834,-0.39909,-0.41565,-0.47522,-0.48753,-0.48038,-0.47104,-0.47128,-0.48325,-0.4828,-0.49162,-0.49529,-0.49166,-0.48417,-0.47176,-0.4649,-0.46266,-0.46668,-0.46688,-0.48222,-0.47819,-0.46578,-0.47564,-0.46602,-0.46434,-0.45884,-0.45462,-0.45106,-0.44993,-0.44382,-0.44527,-0.44387,-0.44874,-0.45215,-0.45556,-0.45748,-0.45931,-0.4556,-0.45463,-0.45734,-0.45607,-0.4566,-0.45463,-0.45125,-0.4495,-0.4473,-0.44389,-0.44719,-0.44761,-0.4423,-0.43968,-0.4362,-0.43585,-0.43316,-0.41522,-0.42484,-0.42291,-0.42411,-0.42582,-0.4257,-0.4228,-0.42724,-0.33782,-0.3299,-0.38802,-0.39558
2.8828,2.7086,2.6876,2.6364,2.5524,3.1127,3.0624,3.0461,3.0427,3.0379,3.0338,3.0221,3.018,3.0203,3.0375,3.2003,3.7733,-0.031681,-1.095,-0.84317,-0.77848,-0.73524,-0.71055,-0.70741,-0.70536,-0.71015,-0.73514,-0.77303,-0.77521,-0.76816,-0.76448,-0.77545,-0.77437,-0.68984,-0.79222,-0.81193,-0.801,-0.79346,-0.76415,-0.70376,-0.56207,-0.43955,-0.43226,-0.45539,-0.67957,-0.65463,-0.68065,-0.69722,-0.75642,-0.7536,-0.75151,-0.7421,-0.68237,-0.62719,-0.62862,-0.65646,-0.65472,-0.64807,-0.63594,-0.73554,-0.68161,-0.71666,-0.73645,-0.75687,-0.76882,-0.77271,-0.77211,-0.7653,-0.76156,-0.75733,-0.7304,-0.70499,-0.71176,-0.70367,-0.68747,-0.69169,-0.72035,-0.7001,-0.69041,-0.73339,-0.64808,-0.613,-0.62451,-0.66174,-0.60584,-0.60618,-0.65184,-0.67757,-0.65501,-0.65433
4.3089,3.6429,3.5183,3.9511,4.3253,4.5183,4.6582,4.7605,4.8268,4.8617,4.8902,4.945,4.9517,4.954,4.8161,3.8736,-0.60407,-3.5275,-1.3323,-0.82414,-0.77579,-0.79366,-0.80401,-0.80628,-0.80895,-0.81987,-0.84636,-0.89563,-0.90831,-0.89506,-0.88922,-0.91229,-0.98439,-1.0094,-1.0174,-1.0276,-1.0205,-1.0045,-0.96738,-0.96552,-0.98759,-1.0014,-0.99841,-0.97754,-0.91353,-0.93392,-0.93905,-0.9181,-0.94939,-0.95358,-0.94908,-0.9346,-0.94796,-0.92391,-0.91635,-0.92585,-0.97298,-1.0102,-1.0563,-1.0376,-1.0359,-1.0252,-1.0246,-1.0216,-1.0017,-0.9957,-0.99042,-0.9746,-0.97007,-0.95789,-0.94832,-0.96137,-0.94735,-0.91578,-0.92455,-0.90966,-0.8869,-0.87976,-0.88179,-0.89525,-0.8951,-0.90596,-0.89853,-0.88615,-0.89816,-0.9029,-0.89911,-0.89223,-0.89465,-0.89388
1.6355,2.0564,2.0439,1.9213,1.6796,1.4056,1.3359,1.2845,1.3066,1.2935,1.2902,1.2684,1.2405,1.2418,1.298,1.4928,2.5719,2.1233,-0.17444,-0.54411,-0.50526,-0.37493,-0.33182,-0.32191,-0.31712,-0.33015,-0.27741,-0.46449,-0.55649,-0.59153,-0.56462,-0.59967,-0.47305,-0.41473,-0.27842,-0.26148,-0.28507,-0.31943,-0.39531,-0.43396,-0.45115,-0.49551,-0.55034,-0.53274,-0.45884,-0.43939,-0.41685,-0.4368,-0.33907,-0.3355,-0.35256,-0.40764,-0.40134,-0.47374,-0.4888,-0.41932,-0.27415,-0.29416,-0.29569,-0.25823,-0.30523,-0.31326,-0.29696,-0.2834,-0.32722,-0.3084,-0.30384,-0.33945,-0.38287,-0.3753,-0.42599,-0.39544,-0.39011,-0.42077,-0.41322,-0.43905,-0.41113,-0.44771,-0.46305,-0.37803,-0.44737,-0.45247,-0.44366,-0.38526,-0.40758,-0.41594,-0.41043,-0.39593,-0.3864,-0.38705
