-0.42724,-1.606,-1.5118,-0.65054,0.41753,0.67301,0.61592,0.58474,0.48158,0.66063,0.67428,0.91416,0.98604,0.98696,0.93633,0.91577,0.57478,0.35282,0.75843,0.25655,-0.20354,-0.51713,-0.32968,-0.34886,-0.28259,0.19949,0.22298,-0.098313,-0.21751,-0.26147,-0.19307,-0.1211,-0.11027,-0.13711,-0.16175,-0.18639,-0.14162,-0.10592,-0.099967,-0.13495,-0.18288,-0.17958,-0.14088,-0.13519,-0.16424,-0.18142,-0.18265,-0.1548,-0.22335,-0.19661,-0.17772,-0.17425,-0.18656,-0.24329,-0.24757,-0.21783,-0.17921,-0.19724
-0.35185,-1.0234,-0.51909,-0.73662,-0.35762,-0.42809,-0.59255,-0.87044,-0.81391,-1.1425,-1.4871,-0.88158,-0.93185,-0.98106,-1.2997,-1.2985,-0.92962,-0.48547,0.14287,1.1089,1.0607,0.61405,0.58679,0.02445,-0.36624,-0.1085,0.14345,0.19689,0.20524,0.21773,0.2997,0.35222,0.33837,0.29471,0.27808,0.31437,0.32191,0.36613,0.34605,0.32836,0.30196,0.32474,0.38435,0.37206,0.36296,0.40291,0.42419,0.43219,0.40657,0.41769,0.45539,0.52546,0.56013,0.50067,0.48559,0.54424,0.5831,0.58053
0.27684,-0.8181,-1.4179,-1.2969,-0.79262,-0.15484,-0.11364,0.27743,0.34532,0.25553,0.069904,-0.18719,-0.097404,-0.040671,0.10969,0.21754,0.24283,0.24497,0.032675,-0.13764,-0.12939,-0.3344,-0.058285,0.23376,0.16938,0.010629,0.010124,0.14615,0.21641,0.19885,0.11389,0.090455,0.089596,0.086643,0.066659,0.048751,0.031507,0.051286,0.06148,0.060386,0.037648,0.015183,0.033444,0.046999,0.062595,0.075512,0.06502,0.073753,0.10691,0.10276,0.099652,0.13541,0.15035,0.15148,0.14847,0.17017,0.17198,0.17299
-0.56027,-0.36418,-0.21113,-0.02484,0.2704,0.49975,0.53715,0.57594,0.70567,0.95375,1.0523,1.182,1.175,1.2183,1.2014,1.1845,1.1635,1.1715,0.77764,0.00070717,-0.16693,-0.40602,-0.49824,-0.68893,-0.61896,-0.519,-0.42652,-0.30577,-0.28444,-0.27962,-0.24946,-0.23009,-0.30172,-0.31666,-0.30898,-0.30867,-0.33035,-0.31798,-0.31849,-0.31815,-0.30908,-0.29624,-0.27701,-0.26803,-0.2711,-0.27463,-0.27163,-0.26112,-0.31846,-0.2982,-0.27291,-0.28807,-0.30563,-0.33566,-0.33242,-0.32204,-0.30077,-0.31108
0.1367,-0.55811,-0.73179,-0.65281,-0.60319,-0.31858,0.070759,0.097244,0.068763,-0.08064,-0.11524,-0.31829,-0.30162,-0.21219,-0.15385,-0.1759,-0.2789,-0.27569,0.26771,1.0029,0.67397,0.62389,0.31708,0.35818,0.40682,0.31693,0.18621,-0.037383,-0.017254,0.027296,-0.020812,-0.10028,-0.09733,-0.01865,0.048403,0.03111,-0.0029557,-0.089595,-0.07865,-0.041139,0.051572,0.034643,-0.090437,-0.085168,-0.068506,-0.067621,-0.076376,-0.044627,0.046564,0.047324,0.038325,0.079808,0.11264,0.11764,0.1115,0.15539,0.14572,0.13851
-0.036491,0.060637,0.30424,0.5942,0.76283,0.83146,0.68842,0.64988,0.49685,0.41174,0.24699,0.27753,0.22585,0.34692,0.22089,0.22795,0.025774,-0.56389,-0.30596,-0.78126,-1.096,-0.86688,-0.78221,-0.96177,-0.68594,-0.36425,-0.28731,-0.14982,-0.11757,-0.11299,-0.057619,-0.010712,-0.041516,-0.058972,-0.055766,-0.077964,-0.22636,-0.1944,-0.17685,-0.18866,-0.19096,-0.1696,-0.12968,-0.11609,-0.099734,-0.068915,-0.062685,-0.0057751,0.17206,0.14506,0.10088,0.22328,0.3071,0.32877,0.3082,0.36923,0.35466,0.36319
0.045393,-0.84066,-1.3221,-0.17369,1.7756,2.1329,2.1649,2.1785,2.1999,2.199,2.2188,2.2405,2.2376,2.0683,1.9226,1.6927,0.7342,-0.66342,-1.2862,-0.94449,-0.49416,-0.42003,-0.4045,-0.37773,-0.36323,-0.34721,-0.35374,-0.37828,-0.39535,-0.41708,-0.42665,-0.43194,-0.43517,-0.44187,-0.44304,-0.44478,-0.44919,-0.45201,-0.45496,-0.45392,-0.45354,-0.45188,-0.45657,-0.45395,-0.47731,-0.51265,-0.51162,-0.55253,-0.6896,-0.68699,-0.69066,-0.80776,-0.88504,-0.86585,-0.84749,-0.94845,-0.95474,-0.9491
0.37699,3.1563,2.6113,2.4185,2.3601,2.4031,2.3971,2.3902,2.2847,2.5823,2.6683,2.6253,2.6271,2.6166,2.6474,2.6476,2.693,3.3775,2.7945,-1.5662,-1.7545,-1.5639,-1.4471,-1.3316,-1.2247,-1.1424,-1.1341,-1.1112,-1.1251,-1.1363,-1.1379,-1.1285,-1.1328,-1.1422,-1.1489,-1.152,-1.1493,-1.1438,-1.1395,-1.1442,-1.1536,-1.1516,-1.1461,-1.145,-1.1499,-1.1625,-1.1616,-1.1725,-1.2059,-1.2063,-1.2106,-1.2414,-1.2634,-1.2576,-1.2517,-1.2799,-1.2824,-1.2802
-0.40406,2.8684,4.3158,3.2589,2.7392,2.0356,1.9124,1.9458,1.9708,1.9486,1.9291,1.9478,1.9462,1.9659,1.8811,1.838,2.0779,1.1307,-2.7983,-2.7165,-1.4636,-1.2012,-1.1613,-1.1826,-1.0798,-0.92174,-0.85671,-0.85625,-0.84736,-0.83116,-0.82549,-0.82429,-0.81958,-0.82619,-0.8167,-0.81752,-0.81741,-0.82064,-0.81253,-0.81469,-0.80834,-0.80477,-0.8136,-0.81811,-0.81365,-0.80325,-0.7966,-0.77865,-0.72807,-0.73164,-0.73687,-0.68348,-0.65028,-0.66259,-0.67054,-0.63532,-0.63071,-0.62998
-1.1344,-0.20684,0.92637,2.3146,2.3104,2.4133,2.426,2.45,2.3762,2.2734,2.2496,2.1421,2.1399,2.2147,2.319,2.3939,1.8924,0.25189,-0.040812,-1.3675,-2.5185,-2.0258,-1.7642,-1.5831,-1.1671,-0.76374,-0.66711,-0.6503,-0.66788,-0.66522,-0.66338,-0.65172,-0.64137,-0.65737,-0.64459,-0.66744,-0.6976,-0.69842,-0.66591,-0.67418,-0.67256,-0.66757,-0.68235,-0.67977,-0.67571,-0.68453,-0.67652,-0.65644,-0.58063,-0.6001,-0.63997,-0.59933,-0.5735,-0.55853,-0.56249,-0.56029,-0.57347,-0.56554
0.20316,0.98039,1.6556,0.94913,0.61298,0.69893,0.71336,0.7088,0.81393,0.73316,0.75185,0.79005,0.79128,0.77382,0.78744,0.82225,1.2357,1.6,1.2698,2.6318,2.4026,1.4621,1.0996,0.90988,0.25539,-0.57381,-0.78779,-0.76558,-0.72619,-0.73782,-0.7453,-0.77517,-0.77858,-0.74476,-0.76731,-0.73787,-0.7076,-0.69916,-0.75259,-0.7336,-0.74063,-0.75621,-0.7154,-0.71485,-0.71784,-0.70602,-0.72504,-0.75848,-0.85191,-0.82986,-0.78209,-0.86722,-0.90952,-0.9001,-0.89078,-0.914,-0.9147,-0.92531
0.0070877,-0.1563,-0.64263,-1.4573,-2.1174,-2.1183,-2.088,-1.9119,-0.76916,0.72789,1.6165,2.5085,2.5816,2.4944,2.3223,2.3984,2.4011,2.8343,2.3757,1.4093,0.84597,-0.34399,-0.38523,-0.41337,-0.48861,-0.27504,-0.32772,-0.43429,-0.43147,-0.4578,-0.35586,-0.27671,-0.28712,-0.30629,-0.32724,-0.33463,-0.27525,-0.24693,-0.25658,-0.28606,-0.30853,-0.29747,-0.25042,-0.24854,-0.26988,-0.27931,-0.28082,-0.23806,-0.80115,-0.55325,-0.2197,-0.20993,-0.31336,-0.76586,-0.76457,-0.46486,-0.18463,-0.30141
-0.85055,-1.0412,-0.76101,-0.39761,-0.40771,-0.52959,-0.49979,-0.17124,0.89469,1.9881,2.8773,3.2051,3.1315,3.199,3.3058,3.2233,3.0026,2.7112,1.8336,1.5798,2.0496,1.1239,0.099486,-0.59555,-0.59037,-0.96456,-0.92497,-0.91845,-0.87667,-0.83543,-0.82371,-0.83806,-0.8594,-0.88332,-0.86673,-0.857,-0.86187,-0.87205,-0.8899,-0.88819,-0.86774,-0.85655,-0.86313,-0.87648,-0.88857,-0.87333,-0.86659,-0.86659,-0.80435,-0.85451,-0.88252,-0.84894,-0.81832,-0.77974,-0.79403,-0.83036,-0.83436,-0.81383
