-0.072901,0.1378,-0.053797,-0.16385,-0.18593,-0.21287,-0.31544,-0.41088,-0.37856,-0.4564,-0.54823,-0.69794,-0.5909,-0.57711,-0.60497,-0.71325,-0.84133,-0.69124,-0.4615,-0.23168,-0.16554,-0.1291,-0.052753,0.023651,-0.17757,-0.1828,-0.1164,-0.10233,-0.085545,-0.11397,0.24393,0.305,-0.13264,0.15525,0.46141,0.29984,-0.12171,0.1693,0.46996,0.42358,0.10393,0.46762,0.43185,0.45584,-0.1057,0.43157,0.44168,0.20495,-0.1573,0.40452,0.45589,0.35402,-0.019336,0.41296,0.44986,-0.16593,-0.041346,0.4753,0.36234,-0.11872,0.1208,0.48037,0.29444,-0.13348,0.027868,0.45293,0.099021,-0.11993,0.42042,0.41298
-0.0043336,0.17584,0.040377,-0.07224,-0.14993,-0.24824,-0.3343,-0.32654,-0.2943,-0.46898,-0.56464,-0.58055,-0.55289,-0.5999,-0.5949,-0.62305,-0.74539,-0.70124,-0.54171,-0.26325,-0.066536,0.074699,0.15634,0.1638,0.10296,0.088017,0.13328,0.15764,0.15548,0.12367,0.14543,0.16933,0.12503,0.10537,0.15891,0.16749,0.12342,0.11472,0.12878,0.15235,0.13354,0.13404,0.16183,0.18761,0.14222,0.16437,0.1699,0.18794,0.15074,0.1459,0.17605,0.18237,0.14631,0.16423,0.20603,0.16642,0.15412,0.18309,0.18856,0.1734,0.14293,0.15884,0.1825,0.16476,0.13679,0.19165,0.19555,0.13137,0.17375,0.17318
0.0063245,0.1821,0.016314,-0.22187,-0.27917,-0.23073,-0.094003,-0.0042595,-0.026183,0.1334,0.3867,0.50423,0.53398,0.48039,0.44307,0.38559,0.25593,0.26474,0.11111,0.01534,-2.2093e-05,-0.11745,-0.12741,-0.097944,-0.074867,-0.090123,-0.08579,-0.058256,-0.046698,-0.060001,-0.048723,-0.04522,-0.070544,-0.087819,-0.085984,-0.066958,-0.080335,-0.075985,-0.056498,-0.02845,-0.042915,-0.057337,-0.060919,-0.057277,-0.065239,-0.071886,-0.06237,-0.048507,-0.052515,-0.046566,-0.032286,-0.027403,-0.042165,-0.048531,-0.057934,-0.050318,-0.064558,-0.060799,-0.037564,-0.036647,-0.034336,-0.027142,-0.010627,-0.028512,-0.0423,-0.051591,-0.048331,-0.060317,-0.067842,-0.063199
-0.032902,-0.13878,-0.18326,-0.16416,-0.18429,-0.17535,-0.20412,-0.20032,-0.23725,-0.25767,-0.27828,-0.28699,-0.26255,-0.23628,-0.24002,-0.19211,-0.12757,-0.08918,-0.015844,0.015421,0.049358,0.080709,0.072969,0.056352,0.04167,0.037675,0.078243,0.080946,0.089749,0.09451,0.070483,0.020957,0.015905,0.0052766,0.0098058,0.015047,0.017548,0.012273,0.0054032,0.074207,0.084142,0.093942,0.084329,0.090138,0.1071,0.10026,0.093546,0.096645,0.1005,0.09793,0.095401,0.1002,0.10332,0.097702,0.090528,0.083529,0.082365,0.091941,0.094085,0.098116,0.098432,0.095106,0.098011,0.10161,0.092811,0.094212,0.099632,-0.018329,0.0080114,0.007188
-0.051442,-0.12301,-0.15866,-0.2083,-0.2596,-0.27198,-0.2249,-0.16665,-0.19467,-0.21014,-0.14389,-0.1097,-0.09186,-0.069535,-0.072163,-0.10101,-0.1998,-0.16671,-0.1399,-0.10105,-0.0069183,0.08245,0.070809,0.045717,0.077959,0.090247,0.083073,0.063516,0.066073,0.089892,0.064037,0.047304,0.098683,0.1004,0.064756,0.065567,0.10447,0.096406,0.064425,0.04886,0.073919,0.060056,0.040784,0.027766,0.080989,0.048707,0.041511,0.042083,0.075554,0.055317,0.032474,0.034042,0.074688,0.050773,0.025616,0.066552,0.074087,0.044093,0.041379,0.068321,0.074825,0.049918,0.039317,0.071067,0.080956,0.037757,0.05115,0.080361,0.052398,0.0508
0.19273,0.060815,-0.11567,-0.13711,-0.088767,-0.083518,-0.19248,-0.28793,-0.32087,-0.45202,-0.59864,-0.68047,-0.63168,-0.61591,-0.63024,-0.52867,-0.031668,0.026955,0.029358,0.080785,0.072461,0.092047,0.064342,0.086625,0.12078,0.12874,0.086614,0.11134,0.11653,0.09057,0.096246,0.080711,0.049185,0.0689,0.072068,0.079679,0.058116,0.05939,0.085087,0.13054,0.10147,0.12043,0.10979,0.12454,0.066917,0.087708,0.10778,0.1005,0.078294,0.11002,0.12187,0.12526,0.092559,0.11811,0.12331,0.11447,0.11673,0.1318,0.13725,0.11658,0.11459,0.13367,0.13145,0.10118,0.10814,0.11923,0.11192,0.081088,0.075996,0.072372
-0.012663,-0.13857,-0.087601,-0.020147,-0.019677,0.0049038,-0.0094583,0.0063423,0.012929,-0.019946,0.0020772,-0.052539,-0.038763,-0.025822,-0.012805,0.066518,0.18226,0.13903,0.11405,0.089653,0.066958,0.026426,0.017255,0.018564,0.011182,0.01007,0.0086874,0.010044,0.012962,0.012549,0.01683,0.024701,0.01345,0.025944,0.025083,0.007324,0.010741,-0.010148,0.028311,0.022205,-0.028874,-0.013836,-0.015272,-0.01953,-0.022866,-0.012873,0.0045465,-0.030242,-0.035197,-0.00069633,0.024126,0.010615,0.0016235,0.014177,-0.0019488,-0.042414,-0.037723,-0.018486,-0.023378,-0.036991,-0.027205,-0.001088,-0.019079,-0.036469,-0.034324,-0.018497,-0.03316,-0.040432,-0.021536,-0.021888
0.030492,-0.064204,-0.14841,-0.17491,-0.17692,-0.1775,-0.16182,-0.14606,-0.15742,-0.16478,-0.13785,-0.12357,-0.11745,-0.11157,-0.11658,-0.10833,-0.04334,-0.043373,-0.033418,-0.016198,0.012386,0.03119,0.033129,0.038585,0.03786,0.039628,0.037316,0.037663,0.040398,0.043048,0.048668,0.046768,0.038128,0.045139,0.048497,0.044526,0.035634,0.043537,0.048803,0.050291,0.044825,0.051935,0.050312,0.049917,0.031439,0.041399,0.045931,0.043379,0.035555,0.050131,0.050078,0.050187,0.04367,0.053736,0.051877,0.040588,0.043735,0.052938,0.050255,0.040622,0.047437,0.054655,0.04983,0.041235,0.045869,0.052475,0.044309,0.038776,0.047377,0.047555
-0.056737,-0.055058,-0.046687,-0.042945,-0.067692,-0.064516,-0.052658,-0.030991,-0.021904,-0.0069313,-0.005639,0.020785,0.015949,0.014299,0.013252,0.028953,0.04709,0.036334,0.013772,-0.018997,-0.027611,-0.018006,-0.016498,-0.0014919,0.0064706,0.0072865,0.0045681,0.0079747,0.0139,0.012535,0.0085717,0.012297,0.022323,0.014862,0.0096286,0.015364,0.015036,0.01001,-0.0036698,-0.0039494,0.0050188,-0.0036743,0.00058451,0.0024897,-0.013795,-0.02796,-0.017395,0.0010788,0.0011309,-0.0090687,-0.0084327,0.0034652,0.011398,0.0082634,0.0084284,0.023776,0.020255,0.0076053,0.0098496,0.020545,0.011584,0.0036067,0.011253,0.020952,0.016419,0.0094972,0.018482,0.026825,0.014353,0.014184
0.13609,0.020956,-0.089427,-0.18366,-0.16548,-0.14077,-0.16277,-0.23139,-0.22996,-0.21927,-0.27401,-0.274,-0.25635,-0.23684,-0.24537,-0.18267,0.10741,0.15047,0.12068,0.057363,0.00073204,0.015718,0.0097681,0.018721,0.046501,0.076591,0.039218,0.040878,0.018889,0.012342,0.041647,0.044075,0.014262,0.046031,0.06174,0.048056,0.038021,0.062949,0.10049,0.094038,0.078063,0.11143,0.10488,0.093501,-0.0060239,0.025851,0.05432,0.01306,0.0046933,0.055845,0.05145,0.045038,0.012085,0.053771,0.056888,0.030831,0.038128,0.067143,0.058977,0.021277,0.043065,0.06749,0.05287,0.018741,0.041673,0.06213,0.033627,0.047971,0.065164,0.0644
