0.26851,0.13315,0.00049761,-0.071694,-0.038721,-0.035781,-0.003534,0.047749,0.060758,-0.13637,-0.19861,-0.021869,-0.027982,-0.060373,-0.02647,-0.10145,-0.12043,-0.085086,-0.33787,-0.62137,-0.45742,-0.12985,-0.048561,0.028666,0.16133,0.10504,0.058531,0.051315,0.088326,0.051021,0.034841,0.097951,0.072991,0.031729,0.09457,0.089884,0.04869,0.078271,0.088843,0.061679,0.028917,0.068567,0.067649,0.018299,0.048724,0.062379,0.017825,0.019366,0.068484,0.040594,0.018179,0.091966,0.083674,0.044645,0.089831
0.27719,0.060779,-0.1749,-0.25277,-0.30442,-0.36251,-0.26635,-0.31753,-0.39584,-0.52971,-0.52586,-0.37971,-0.31041,-0.3282,-0.34083,-0.41001,-0.49132,-0.42238,-0.60029,-0.686,-0.46762,-0.2344,-0.1442,0.12574,0.31808,0.24535,0.25848,0.27036,0.22604,0.22248,0.26262,0.25585,0.22429,0.24074,0.2511,0.21621,0.18463,0.21836,0.20807,0.16005,0.21035,0.23186,0.18801,0.20533,0.25225,0.25355,0.24333,0.28182,0.26802,0.24807,0.28586,0.29149,0.24981,0.24718,0.26191
-0.10844,-0.24227,-0.29698,-0.2888,-0.16693,0.064348,-0.014365,-0.14489,-0.16259,0.12266,0.38291,0.44419,0.43829,0.46096,0.5075,0.4873,0.48641,0.4153,0.33658,0.25678,0.10955,-0.0086255,-0.010812,-0.051821,-0.12809,-0.1776,-0.17677,-0.13246,-0.16386,-0.16394,-0.13924,-0.10628,-0.10656,-0.089705,-0.049726,-0.055264,-0.062466,-0.021402,-0.032009,-0.051791,-0.0578,-0.048006,-0.078298,-0.093752,-0.081617,-0.11075,-0.12735,-0.11722,-0.11354,-0.13286,-0.11169,-0.083687,-0.09476,-0.075067,-0.032677
-0.25567,-0.24251,-0.22365,-0.19032,-0.20999,-0.34179,-0.35161,-0.27811,-0.2152,-0.22504,-0.3267,-0.3265,-0.35149,-0.38205,-0.39641,-0.41731,-0.42958,-0.33771,-0.14782,0.0097061,0.050768,0.098808,0.11312,0.13775,0.20426,0.14474,0.14594,0.15008,0.15393,0.15297,0.15344,0.16639,0.16484,0.16162,0.17377,0.17263,0.16585,0.17713,0.17951,0.17391,0.17164,0.17838,0.17564,0.17065,0.18004,0.17616,0.17043,0.17468,0.17768,0.16747,0.16605,0.17642,0.17168,0.16673,0.17463
-0.22277,-0.21541,-0.22159,-0.28664,-0.26198,-0.16479,-0.17021,-0.20537,-0.187,-0.18119,-0.16676,-0.21423,-0.26188,-0.2339,-0.22999,-0.20868,-0.091097,-0.14549,-0.17097,-0.14,-0.21888,-0.22047,-0.12193,-0.011924,0.049293,0.1202,0.11768,0.10541,0.14958,0.15136,0.12491,0.13009,0.14965,0.13692,0.12678,0.1498,0.16887,0.14651,0.1578,0.19275,0.16601,0.15733,0.18092,0.18834,0.16577,0.13171,0.16085,0.15482,0.16538,0.17414,0.1422,0.13565,0.15845,0.15385,0.14011
-0.028497,-0.0045306,-0.054413,-0.13558,-0.1828,-0.21954,-0.15676,-0.098792,-0.074957,-0.22512,-0.26945,-0.25097,-0.26574,-0.30647,-0.2905,-0.30669,-0.32459,-0.27609,-0.16743,-0.12974,-0.084211,-0.06821,-0.11443,-0.026212,0.0086558,0.069004,0.054741,0.095133,0.12571,0.11047,0.11308,0.14563,0.12806,0.11701,0.15419,0.14763,0.1265,0.15003,0.15385,0.13255,0.1218,0.14323,0.13048,0.11775,0.1402,0.15091,0.13002,0.13406,0.15877,0.14513,0.14218,0.1839,0.17466,0.16209,0.19428
-0.089614,-0.040362,0.016382,0.076916,0.072311,-0.050213,-0.071593,-0.0044712,-0.025095,-0.03261,-0.061361,-0.075021,-0.077596,-0.085641,-0.08301,-0.068288,-0.08507,-0.027781,0.086341,0.15498,0.17012,0.16962,0.14271,0.062408,0.034434,0.0056485,0.00091808,0.0056394,0.011172,0.0093193,0.0055403,0.0097086,0.0066664,0.002153,0.0059646,0.0033044,0.00094963,0.00057546,0.0011013,-0.0015072,-0.0098569,-0.0036547,-0.0032625,-0.0082882,-0.010993,-0.015182,-0.016438,-0.0070703,-0.009439,-0.01717,-0.017896,-0.014138,-0.012864,-0.014957,-0.014456
-0.051055,-0.071229,-0.05915,-0.042315,-0.030762,-0.031412,-0.053601,-0.063857,-0.054586,-0.03982,-0.02802,-0.017691,-0.017899,-0.023348,-0.034217,-0.045547,-0.052945,-0.052314,-0.022313,-0.03215,-0.023638,-0.00762,0.012661,0.024816,0.031411,0.034092,0.033886,0.0327,0.03408,0.033401,0.03126,0.030543,0.028415,0.026188,0.027974,0.029454,0.030755,0.028778,0.028399,0.029016,0.02639,0.024991,0.02746,0.023674,0.020945,0.02488,0.021775,0.017965,0.018125,0.019146,0.018648,0.019114,0.021184,0.021927,0.021432
-0.04912,-0.040027,-0.061174,-0.089961,-0.103,-0.090348,-0.065594,-0.075273,-0.091608,-0.075522,-0.076588,-0.085694,-0.089466,-0.080476,-0.066291,-0.047791,-0.054065,-0.037564,0.0080131,0.042615,0.01637,-0.026231,-0.03625,0.0047953,0.034432,0.035198,0.041598,0.042676,0.041613,0.040433,0.039679,0.03433,0.024289,0.025997,0.032082,0.031752,0.032438,0.035386,0.035555,0.034028,0.040534,0.041637,0.038382,0.043813,0.047951,0.048061,0.050555,0.053845,0.051892,0.05126,0.053117,0.050311,0.04668,0.045543,0.045184
-0.10321,-0.11537,-0.13459,-0.19317,-0.20395,-0.15086,-0.1282,-0.12017,-0.11025,-0.13074,-0.1309,-0.14992,-0.16171,-0.15872,-0.13229,-0.10902,-0.089391,-0.054658,0.095371,0.16954,0.14944,0.099465,0.059926,0.033202,0.0069443,0.056379,0.051082,0.056168,0.07507,0.068629,0.056531,0.058991,0.04139,0.031865,0.053216,0.06162,0.065766,0.065035,0.068033,0.071115,0.060773,0.06063,0.065658,0.058227,0.055175,0.059461,0.055006,0.045559,0.055465,0.058276,0.050695,0.060203,0.065811,0.063002,0.068404
-0.099129,-0.11439,-0.10103,-0.07876,-0.1102,-0.18677,-0.18552,-0.16314,-0.15678,-0.19054,-0.22888,-0.23527,-0.21417,-0.21217,-0.21617,-0.2196,-0.20548,-0.10936,0.073507,0.20205,0.22675,0.25953,0.25358,0.1514,0.10472,0.060333,0.061142,0.054168,0.027828,0.042193,0.057817,0.057529,0.099446,0.11355,0.072348,0.063727,0.061466,0.056295,0.053123,0.055768,0.062784,0.055472,0.055481,0.061053,0.05608,0.05396,0.059229,0.059614,0.049629,0.053326,0.059901,0.046931,0.046962,0.053765,0.044883
-0.33942,-0.55917,-0.65823,-0.62254,-0.55256,-0.75637,-0.77593,-0.71787,-0.68021,-0.68715,-0.93401,-0.47758,-0.43137,-0.42446,-0.43155,-0.60396,-0.64707,-0.32834,-0.37148,-0.8372,-0.74374,-0.034309,0.28497,0.44354,0.98972,0.42562,0.41959,0.29057,0.31595,0.29944,0.28413,0.33869,0.33268,0.30751,0.37277,0.37764,0.34448,0.36686,0.37023,0.36291,0.35572,0.38328,0.38951,0.36373,0.38412,0.40167,0.37292,0.37224,0.4071,0.37918,0.35801,0.40185,0.38867,0.3516,0.37758
-0.17524,0.37229,0.83261,1.0938,1.0135,0.65018,0.59271,0.94295,0.95289,1.2987,0.88795,0.32994,0.046164,0.070414,0.13345,0.38757,0.34967,0.43096,1.4971,1.799,1.5733,0.754,0.15815,-0.26437,-0.60163,-0.57724,-0.5473,-0.4843,-0.50309,-0.50698,-0.50592,-0.5202,-0.53376,-0.51983,-0.51368,-0.52008,-0.51829,-0.50127,-0.50302,-0.50865,-0.4856,-0.48399,-0.50028,-0.48076,-0.47319,-0.48793,-0.47898,-0.47094,-0.48837,-0.49632,-0.48982,-0.50201,-0.51231,-0.5075,-0.50446
0.7311,1.0745,1.0653,1.038,0.58172,-0.50302,-0.23131,0.2741,0.11568,-1.0068,-1.9755,-2.1114,-2.0917,-2.1362,-2.2371,-2.2248,-2.1375,-1.8751,-1.8544,-1.6115,-0.74192,-0.27478,-0.29351,0.17,0.52166,0.65626,0.60644,0.57092,0.5586,0.57327,0.5795,0.5678,0.57625,0.59514,0.58247,0.59383,0.61171,0.60297,0.61598,0.62199,0.6205,0.60821,0.60696,0.61399,0.60003,0.58696,0.59303,0.58522,0.56502,0.57038,0.57499,0.56133,0.57038,0.58748,0.57679
-0.60354,-0.67028,-0.47162,-0.25484,-0.31946,-0.68309,-0.85042,-0.56596,-0.41724,-0.68556,-0.98136,-1.1121,-1.1958,-1.2278,-1.2563,-1.3088,-1.2887,-1.1724,-0.84912,-0.30751,0.025445,0.39093,0.59635,0.58058,0.5766,0.49992,0.50292,0.50061,0.51137,0.51548,0.50664,0.50611,0.50571,0.49149,0.47893,0.47102,0.46697,0.46253,0.4598,0.46082,0.45291,0.45176,0.45691,0.45195,0.45176,0.4553,0.45133,0.44685,0.44725,0.44581,0.44058,0.44252,0.44374,0.4377,0.43528
0.59841,0.60198,0.66706,0.71545,0.6753,0.63251,0.60628,0.82132,0.95432,0.61253,0.57332,0.59958,0.71753,0.67019,0.667,0.59642,0.67357,0.72671,0.50663,0.64337,0.80923,1.0887,0.89993,0.11658,-0.35249,-0.43001,-0.4808,-0.51532,-0.50333,-0.49672,-0.49722,-0.49085,-0.48025,-0.49546,-0.51121,-0.51299,-0.51717,-0.53545,-0.53653,-0.53477,-0.55578,-0.55849,-0.54249,-0.56224,-0.56998,-0.55139,-0.56156,-0.57036,-0.55723,-0.54794,-0.55151,-0.54178,-0.5322,-0.53701,-0.54337
0.10975,0.54414,0.84672,0.86611,0.83498,0.79331,1.0278,1.0484,1.1133,0.93741,0.92245,1.176,1.2334,1.2527,1.2781,1.1716,1.1132,1.2062,0.65848,-0.1416,-0.6778,-0.51573,-0.43273,-0.51231,-0.12316,-0.47771,-0.47072,-0.5395,-0.51015,-0.5255,-0.5451,-0.51261,-0.51935,-0.55096,-0.51475,-0.51575,-0.54335,-0.53696,-0.53878,-0.53883,-0.54614,-0.52855,-0.51704,-0.53778,-0.52855,-0.51098,-0.53062,-0.53221,-0.50106,-0.51644,-0.53657,-0.50689,-0.51496,-0.54815,-0.53467
-0.72088,-0.7997,-1.011,-1.2388,-1.2863,-1.1339,-1.1954,-1.3556,-1.3777,-1.2926,-1.1869,-1.1676,-1.1632,-1.159,-1.1357,-1.1138,-1.1141,-1.0045,-0.39802,0.05504,-0.0053268,-0.079714,0.016341,0.40974,0.52054,0.57581,0.5764,0.57475,0.57928,0.57514,0.57059,0.57514,0.57739,0.59674,0.60634,0.61622,0.62242,0.64274,0.6548,0.66302,0.66659,0.67646,0.67645,0.69277,0.71642,0.75295,0.75359,0.75345,0.76008,0.76022,0.75487,0.7517,0.74377,0.73195,0.74014
-0.31699,-0.40003,-0.46308,-0.53664,-0.56957,-0.56846,-0.52936,-0.53053,-0.54245,-0.55749,-0.56422,-0.54874,-0.5386,-0.52959,-0.49433,-0.47078,-0.45868,-0.29278,0.095922,0.29013,0.28055,0.27954,0.27208,0.24531,0.26012,0.24268,0.24361,0.24056,0.23959,0.23995,0.239,0.23955,0.23943,0.23892,0.23998,0.23896,0.23751,0.23812,0.2385,0.23781,0.23847,0.23917,0.23933,0.23869,0.23921,0.24043,0.2399,0.24042,0.24098,0.24029,0.24009,0.24081,0.24015,0.23826,0.23831
-0.7035,-0.69017,-0.5089,-0.28998,-0.24734,-0.4561,-0.73281,-0.83036,-0.7748,-0.66516,-0.55053,-0.51029,-0.53353,-0.55124,-0.68741,-0.8564,-0.8404,-0.66547,-0.00015923,0.050194,0.073251,0.17988,0.27737,0.33731,0.39012,0.33521,0.34185,0.33242,0.32664,0.33267,0.32693,0.32543,0.32388,0.32394,0.32805,0.32594,0.3264,0.3272,0.32971,0.32859,0.32745,0.326,0.3278,0.32397,0.32135,0.32505,0.32423,0.32333,0.32191,0.32165,0.3224,0.32243,0.32385,0.32079,0.31932
0.82062,1.2532,1.3586,1.5919,1.6139,1.4158,1.4665,1.6011,1.5989,1.4719,1.4235,1.4946,1.6053,1.6165,1.6255,1.6106,1.5174,1.1577,-0.59424,-0.62422,-0.56366,-0.48839,-0.45438,-0.63688,-0.63488,-0.72336,-0.71361,-0.72737,-0.74037,-0.72593,-0.73739,-0.74449,-0.74615,-0.74488,-0.74266,-0.74808,-0.74632,-0.74642,-0.74097,-0.74162,-0.74214,-0.74625,-0.74165,-0.74604,-0.75088,-0.74297,-0.74102,-0.74134,-0.74512,-0.7435,-0.74176,-0.74547,-0.7429,-0.7499,-0.7563
2.0193,1.8321,1.7352,1.5722,1.6954,2.1814,2.4409,2.4319,2.3794,2.3416,2.2567,2.2285,2.1555,2.1369,2.1481,2.2369,2.233,1.5271,-0.060583,-1.4545,-1.4487,-1.4173,-1.4076,-1.152,-1.1159,-0.96205,-0.98209,-0.96446,-0.93958,-0.96468,-0.93788,-0.92753,-0.92356,-0.93696,-0.94959,-0.94175,-0.946,-0.96103,-0.97959,-0.9801,-0.982,-0.98181,-0.98929,-0.98892,-0.99491,-1.0333,-1.0357,-1.0359,-1.0327,-1.0338,-1.0342,-1.0278,-1.0268,-1.0036,-0.998
