1.717,1.4464,1.1007,0.58414,-1.0141,-1.9802,-2.6797,-2.7407,-1.3987,0.57383,1.0954,1.2276,0.44216,-0.088161,-0.31292,-0.46132,-0.82446,-0.77517,-0.76368,-0.7725,-0.52598,-0.50794,-0.46953,-0.44939,-0.22986,-0.092633,0.38872,0.37125,0.41171,0.50003,0.40765,0.14921,0.077082,0.14172,0.1779,0.14405,0.15406,0.18209,0.20035,0.16411,0.15025,0.20308,0.22707,0.2446,0.29071,0.27374,0.2568,0.23292,0.24364,0.2446,0.22935,0.24223,0.27751,0.25622,0.23828,0.27831,0.28636,0.25409
0.30952,0.3834,-0.13192,-0.60449,-1.2598,-1.2223,-1.0834,0.74484,1.9754,2.3028,2.1312,2.5211,1.6368,1.0554,0.17905,-0.12881,0.057774,0.020172,0.039026,0.14846,0.28774,0.62515,1.7134,1.8291,1.4154,0.63512,0.23101,-0.3784,-0.42949,-0.44752,-0.34888,-0.49674,-0.56051,-0.50815,-0.53543,-0.62041,-0.55117,-0.52447,-0.55456,-0.5397,-0.51311,-0.50591,-0.59147,-0.59993,-0.54858,-0.49681,-0.52315,-0.50075,-0.49347,-0.51754,-0.50979,-0.48706,-0.50863,-0.50771,-0.49768,-0.48825,-0.50986,-0.51599
0.51856,0.67984,0.8441,0.70595,0.69907,0.75719,0.67225,-0.24813,-0.84787,-0.64886,-0.95611,-1.5107,-0.51071,0.18393,0.38076,0.080741,0.091895,0.046379,0.047638,0.087644,0.3095,0.40689,0.63223,0.42099,0.19183,-0.22838,-0.067356,0.063449,0.040969,0.036372,-0.010557,-0.17421,-0.18124,-0.14074,-0.13241,-0.16611,-0.1489,-0.13673,-0.1382,-0.14253,-0.11971,-0.095521,-0.10941,-0.088333,-0.061915,-0.054804,-0.066319,-0.057726,-0.058559,-0.074577,-0.084446,-0.076393,-0.095095,-0.10616,-0.1039,-0.084349,-0.084238,-0.086971
-0.06737,0.054293,0.14665,0.26264,0.53211,0.65055,0.61668,0.14405,-0.96277,-1.9284,-1.9099,-1.1196,-0.4183,0.012253,0.19913,0.16343,-0.0077092,-0.091198,-0.12353,-0.11293,-0.046063,0.08497,0.30822,0.25497,0.20831,0.09943,0.11198,0.054826,0.050259,-0.019619,0.046238,0.044045,0.067096,0.05493,0.097654,0.14216,0.17942,0.15631,0.14385,0.13728,0.14115,0.14964,0.15952,0.15039,0.12992,0.10159,0.091079,0.093155,0.094576,0.089352,0.082016,0.080832,0.076799,0.069643,0.069293,0.073348,0.068261,0.063106
-0.65042,-0.88447,-0.92506,-0.68391,-0.21126,0.039868,0.42967,0.60039,0.71626,0.36067,0.32822,0.13532,0.23305,0.030431,0.10225,0.13873,0.19143,0.29536,0.28178,0.24938,0.17951,0.42814,0.90542,1.0732,0.9591,0.7267,0.27303,-0.026121,-0.2085,-0.16757,-0.23289,-0.14716,-0.11292,-0.14739,-0.12238,-0.073498,-0.12786,-0.1469,-0.12657,-0.14611,-0.17334,-0.18057,-0.2035,-0.22861,-0.25847,-0.22131,-0.1988,-0.21055,-0.20967,-0.18818,-0.18708,-0.1993,-0.17842,-0.17498,-0.18298,-0.18916,-0.17723,-0.17472
-0.26994,-0.23181,-0.31885,-0.41279,-0.40083,0.49604,1.6548,1.8018,0.51631,-0.73379,-0.92746,-0.57007,-0.32427,0.083754,0.22503,0.32443,0.25568,0.26852,0.24037,0.26925,0.49256,0.26963,0.11395,0.1418,0.23665,0.033887,0.11554,-0.078954,0.035268,0.0054209,0.0046841,-0.32074,-0.32544,-0.31633,-0.29073,-0.28046,-0.1276,-0.20229,-0.21434,-0.21086,-0.2041,-0.16337,-0.14745,-0.1295,-0.092391,-0.080116,-0.071034,-0.071193,-0.049094,-0.039938,-0.033968,-0.01421,0.0087492,0.0068768,-0.0030343,0.018712,0.026263,0.011049
0.078817,0.14265,0.13835,0.089063,0.056208,0.17412,0.2433,0.35605,0.3908,0.41253,0.3827,0.28897,0.23423,0.27782,0.37942,0.37342,0.36751,0.39598,0.4015,0.45485,0.4378,0.32222,0.15811,-0.041935,0.22165,0.069084,-0.28725,-0.57409,-0.64426,-0.60731,-0.62112,-0.56822,-0.49502,-0.40035,-0.23883,-0.14207,-0.10366,-0.07727,-0.10642,-0.11145,-0.10855,-0.079874,-0.078106,-0.078631,-0.08905,-0.10261,-0.082317,-0.080973,-0.097439,-0.11111,-0.11492,-0.11439,-0.11185,-0.1132,-0.11424,-0.11458,-0.1148,-0.12127
-0.97716,-1.0086,-1.0764,-1.1391,-1.4385,-1.0877,0.5694,1.3718,2.1294,2.4115,2.4867,2.5229,2.6164,2.6586,2.7674,2.8531,2.8132,2.7634,2.7666,2.8155,2.8855,2.5968,-0.5014,-1.7288,-1.5119,-1.2774,-1.0854,-0.93253,-0.89286,-0.90611,-0.91467,-0.90511,-0.89393,-0.8884,-0.88791,-0.88068,-0.8756,-0.87281,-0.87181,-0.86976,-0.86996,-0.86233,-0.54809,-0.46858,-0.55585,-0.85897,-0.86569,-0.87066,-0.87078,-0.86991,-0.87066,-0.87046,-0.86903,-0.86994,-0.87131,-0.87263,-0.86915,-0.8697
-2.3007,-2.2971,-2.3795,-2.5022,-2.3681,2.042,3.8024,4.6517,5.0983,5.1505,5.1801,5.1303,5.0306,4.9922,4.9518,4.8996,4.9162,4.9478,4.9267,4.9103,4.6987,2.9744,-1.8557,-2.361,-1.9436,-1.8609,-1.8562,-1.8441,-1.8282,-1.8337,-1.841,-1.8366,-1.8256,-1.8114,-1.8293,-1.8417,-1.8319,-1.8214,-1.8223,-1.8205,-1.821,-1.8237,-1.8832,-1.8971,-1.8863,-1.8213,-1.8126,-1.816,-1.8105,-1.8105,-1.8063,-1.799,-1.7989,-1.7979,-1.7998,-1.8041,-1.8008,-1.8019
-0.39439,-0.51165,-0.51553,-0.74977,-0.89214,-0.57984,-0.03918,-0.27877,-0.72205,-0.61634,-0.49424,-0.5679,-0.5754,-0.58709,-0.52632,-0.39682,-0.46774,-0.48279,-0.50862,-0.71798,-0.83678,-1.3237,-1.322,-0.85139,-0.20974,0.32802,0.57161,0.58638,0.57234,0.54444,0.46707,0.4016,0.42644,0.43719,0.38346,0.36537,0.39634,0.39337,0.40722,0.41059,0.40193,0.40034,0.37399,0.37703,0.39866,0.46466,0.48653,0.46359,0.47855,0.4927,0.49699,0.50898,0.52593,0.5254,0.51379,0.51017,0.53132,0.52614
