0.68986,1.0224,1.5116,1.6647,1.6343,1.7061,1.5128,1.3215,1.5052,1.3152,1.0482,1.0747,1.06,1.2284,1.5032,1.4234,1.4201,1.4877,1.475,1.6547,1.6285,0.91577,0.27644,0.036344,0.34236,0.41318,0.051053,-0.033806,-0.018513,0.098497,0.11759,0.1059,0.065669,0.057625,0.040088,-0.062296,-0.13711,-0.18278,-0.23106,-0.27741,-0.39221,-0.52239,-0.54161,-0.55336,-0.59776,-0.6564,-0.66124,-0.63744,-0.6147,-0.64187,-0.63876,-0.63607,-0.62917,-0.6381,-0.69996,-0.72022,-0.7136,-0.71276,-0.74756,-0.7729,-0.79813,-0.78611,-0.7898,-0.8495,-0.69997,-0.88466,-0.84735,-0.80471,-0.80907,-0.77803,-0.73087,-0.69772,-0.6868,-0.67418,-0.65451,-0.61629,-0.58157,-0.5855,-0.59915,-0.59707,-0.56863,-0.50741,-0.51842,-0.54873,-0.56641,-0.55628
0.44467,0.51955,0.31749,0.26686,0.32789,1.2369,1.3922,1.11,1.2169,1.1249,0.87335,0.75159,0.72831,0.70897,0.81288,0.81332,0.76464,0.92144,1.0967,1.3561,1.7637,2.5879,2.3382,1.5084,0.54392,-0.15816,-0.50272,-0.73944,-0.69015,-0.5347,-0.47883,-0.39602,-0.36507,-0.41826,-0.47864,-0.49623,-0.49201,-0.47084,-0.41858,-0.43841,-0.41099,-0.41824,-0.49121,-0.5381,-0.53428,-0.50433,-0.47304,-0.49331,-0.50813,-0.49099,-0.47463,-0.49028,-0.45927,-0.45192,-0.3907,-0.40639,-0.44869,-0.46854,-0.44288,-0.41485,-0.38558,-0.39593,-0.42212,-0.44714,-0.44631,-0.44805,-0.41278,-0.39817,-0.34684,-0.33673,-0.36926,-0.39482,-0.38161,-0.34937,-0.28905,-0.26746,-0.30074,-0.30801,-0.30545,-0.29714,-0.30593,-0.3013,-0.29594,-0.2946,-0.31062,-0.32703
0.35421,0.1077,0.55704,0.70742,0.47652,-0.6944,-2.866,-4.6077,-4.7674,-4.619,-4.4632,-4.2732,-4.1542,-4.0653,-4.841,-4.7597,-4.6485,-4.3271,-3.9218,-3.3801,-3.0762,-1.7528,-0.54319,0.086742,0.6927,1.475,1.7314,1.7681,1.7037,1.5927,1.5067,1.3761,1.2829,1.2472,1.2421,1.2313,1.2235,1.1823,1.1468,1.125,1.0597,0.97335,0.94559,0.95796,1.011,1.0038,0.97817,0.97248,0.96421,0.96148,0.96241,0.96154,1.0107,1.0517,1.0045,0.95841,0.96323,1.0048,1.0354,1.0493,1.0172,0.99241,0.97897,0.95083,0.93282,0.9217,0.92737,0.92441,0.88123,0.80823,0.78929,0.81409,0.84628,0.85426,0.8127,0.78177,0.77531,0.77932,0.7929,0.78866,0.78672,0.80826,0.80111,0.78773,0.77847,0.78186
0.78587,0.90464,0.83426,0.81605,0.79467,0.59465,0.34554,0.16884,0.18427,0.088805,0.085938,0.15966,0.1362,0.13191,0.090015,0.10257,0.1335,0.1839,0.20721,0.23391,0.22501,-0.1618,-0.18329,-0.16544,-0.124,-0.0010756,-0.052531,-0.080173,-0.10946,-0.15111,-0.17414,-0.21196,-0.17071,-0.17725,-0.19202,-0.20295,-0.18054,-0.17147,-0.18993,-0.18795,-0.18476,-0.17205,-0.15283,-0.14656,-0.14686,-0.1551,-0.15761,-0.14648,-0.1309,-0.13229,-0.13427,-0.16446,-0.14316,-0.095304,-0.085242,-0.079441,-0.070623,-0.062971,-0.072457,-0.079726,-0.08448,-0.083748,-0.075084,-0.062104,-0.058803,-0.056829,-0.067586,-0.069639,-0.085915,-0.11083,-0.045681,-0.027696,-0.032392,-0.04872,-0.06904,-0.076642,-0.070123,-0.071642,-0.077371,-0.081295,-0.080015,-0.06878,-0.069134,-0.076695,-0.07898,-0.07727
-1.1535,-1.0123,-0.79868,-0.82993,-0.74302,-0.85992,-0.74546,-0.70636,-0.72184,-0.73046,-0.62692,-0.66926,-0.67197,-0.5809,-0.58541,-0.61095,-0.59586,-0.64378,-0.74645,-0.88474,-0.64013,0.094398,0.33245,0.39184,0.31071,0.17971,0.063738,0.13759,0.15191,0.1717,0.20121,0.19936,0.20064,0.23765,0.2708,0.28756,0.28186,0.2836,0.27804,0.28984,0.2811,0.30461,0.32455,0.32786,0.29772,0.27125,0.2544,0.26946,0.28269,0.27971,0.27583,0.24843,0.2186,0.21281,0.1894,0.20834,0.24135,0.26158,0.25378,0.23637,0.21806,0.23573,0.24834,0.24038,0.21017,0.21787,0.21563,0.22272,0.20211,0.19974,0.21992,0.23441,0.21929,0.207,0.1897,0.20085,0.2325,0.23775,0.23159,0.22788,0.22864,0.2435,0.2566,0.25922,0.2692,0.28458
-0.11767,-0.21115,-0.27165,-0.28679,-0.38472,-0.59992,-0.8788,-0.88455,-0.86442,-1.1257,-1.2252,-1.1316,-1.1168,-1.0962,-1.0852,-1.0302,-0.94737,-0.83251,-0.7902,-0.49997,-0.37053,-0.44116,-0.52532,-0.22651,0.043717,0.37014,0.33773,0.30812,0.27568,0.25913,0.20779,0.13354,0.11568,0.10408,0.083576,0.025288,0.019379,0.027266,0.02037,0.012102,-0.0039649,0.011325,0.034345,0.054375,0.076301,0.075513,0.082982,0.104,0.12284,0.13315,0.1466,0.12356,0.18893,0.25897,0.2823,0.30513,0.32513,0.34899,0.36233,0.3679,0.35446,0.36398,0.37706,0.39383,0.41883,0.41344,0.43508,0.44674,0.43145,0.41381,0.44674,0.46564,0.47541,0.47414,0.45799,0.45823,0.46733,0.46006,0.44911,0.43965,0.43359,0.44665,0.43927,0.42137,0.40785,0.40802
-1.1211,-0.93433,-0.69801,-0.59695,-0.58789,-0.66502,-0.91777,-1.0388,-1.0825,-1.1575,-1.1433,-1.1872,-1.2062,-1.2152,-1.2178,-1.2006,-1.1925,-1.1998,-1.2643,-1.4592,-1.7406,-2.2905,-2.4107,-1.9657,-0.82923,0.40439,0.72843,0.8333,0.85376,0.75624,0.67595,0.64572,0.58646,0.5499,0.53657,0.57617,0.589,0.57535,0.47863,0.40744,0.3627,0.33833,0.3278,0.33809,0.32996,0.32588,0.36596,0.42591,0.47453,0.46814,0.54437,0.55864,0.5678,0.59085,0.62386,0.63005,0.62141,0.5945,0.51025,0.43465,0.43081,0.42971,0.43128,0.43319,0.44662,0.44144,0.46181,0.45922,0.45859,0.46148,0.46522,0.45851,0.46351,0.46534,0.45797,0.43864,0.44927,0.4491,0.44206,0.4399,0.46101,0.46849,0.44516,0.44976,0.44302,0.44069
5.706,5.6595,5.6304,5.6283,5.6079,5.5112,5.5455,5.5367,5.5672,5.5758,5.5628,5.5954,5.5928,5.5722,5.5874,5.5875,5.6033,5.6188,5.6213,5.6526,3.5835,-1.5917,-2.3951,-2.328,-2.1862,-2.0922,-1.8938,-1.9616,-1.9834,-2.0468,-2.0514,-2.0614,-2.0701,-2.0691,-2.0685,-2.057,-2.0416,-2.0421,-2.0554,-2.0095,-1.9992,-2.0005,-1.8662,-1.8117,-1.8084,-1.8086,-1.8087,-1.8081,-1.805,-1.8638,-1.8859,-1.7077,-1.6269,-1.5711,-1.5767,-1.5739,-1.5736,-1.589,-1.6351,-1.6308,-1.5927,-1.6086,-1.5998,-1.6064,-1.5812,-1.5702,-1.5976,-1.5788,-1.6109,-1.6161,-1.6045,-1.6145,-1.6034,-1.6119,-1.6162,-1.6425,-1.6367,-1.6363,-1.6245,-1.6076,-1.5659,-1.5395,-1.5763,-1.5887,-1.5767,-1.5829
-1.353,-1.3018,-1.3366,-1.393,-1.3911,-1.3136,-1.179,-1.177,-1.1984,-1.1773,-1.19,-1.2077,-1.203,-1.2005,-1.1812,-1.1847,-1.1889,-1.1939,-1.1896,-1.2075,-0.68284,0.65598,0.89218,0.79923,0.59088,0.25676,0.20242,0.22482,0.26409,0.33518,0.36321,0.37429,0.35669,0.357,0.35791,0.38519,0.39037,0.4037,0.4172,0.41325,0.41881,0.42391,0.39752,0.39236,0.39404,0.39898,0.40247,0.3968,0.39828,0.41148,0.41874,0.37469,0.37565,0.35635,0.35477,0.35974,0.35649,0.35084,0.37532,0.38302,0.37565,0.38422,0.38413,0.38353,0.37323,0.36678,0.37325,0.3652,0.37285,0.37637,0.36722,0.36511,0.3621,0.36606,0.37466,0.38312,0.37845,0.37695,0.37405,0.37289,0.36361,0.35776,0.36715,0.37024,0.36746,0.36796
-1.8522,-1.9996,-1.8893,-1.816,-1.7712,-1.8594,-1.817,-1.505,-1.489,-1.4952,-1.4669,-1.4121,-1.4125,-1.4142,-1.3514,-1.3372,-1.3119,-1.3786,-1.4203,-1.2396,-0.67076,0.38138,0.69787,0.93215,0.9902,0.84756,0.58148,0.51309,0.44346,0.46599,0.48777,0.46265,0.49684,0.55009,0.56348,0.49125,0.45708,0.47886,0.50033,0.50859,0.50268,0.5018,0.49875,0.51959,0.53162,0.52598,0.50873,0.50286,0.48145,0.52473,0.52305,0.46022,0.44204,0.4061,0.3703,0.38815,0.40077,0.40221,0.45501,0.47384,0.44708,0.46634,0.47783,0.48175,0.48995,0.45261,0.45326,0.44135,0.43208,0.43339,0.43825,0.45032,0.44734,0.44532,0.43874,0.44817,0.45209,0.45167,0.44879,0.44347,0.4319,0.42687,0.43726,0.43363,0.43239,0.4375
