0.58213,0.24404,0.19662,0.25634,1.0119,0.97521,1.7613,3.1007,3.3783,2.2279,1.1161,-0.63964,-1.666,-2.0211,-1.8453,-1.3325,-1.2885,-1.5163,-3.0108,-3.3176,-1.5117,-0.73965,-0.063811,-0.012772,-0.10666,0.16016,0.32126,0.30597,0.28308,0.28088,0.36441,0.39614,0.42612,-0.13429,-0.083627,-0.083817,-0.056772,0.053617,0.098358,0.089086,0.095525,0.14866,0.14471,0.10724,0.13488,0.13978,0.10995,0.097305,0.11407,0.11816,0.087269,0.042552,0.046072,0.012845,-0.044988,-0.025869,0.027943,-0.010257,-0.026717,-1.1295e-05,0.023599,-0.0030074,-0.016251,0.013256,0.034183,0.027141,0.011815,0.040582,0.045132,0.026452,0.019047,0.043852,0.044737,0.023481,0.02174,0.059275,0.066936
0.79694,0.98799,0.96686,0.9673,1.2978,1.5572,1.1258,0.59276,0.30257,-0.13093,-0.47225,-0.52244,-0.36653,-0.10325,-0.26564,-0.46165,-0.4909,0.293,1.1652,0.38181,1.6596,1.3633,0.31051,-0.17961,-0.39972,-0.30912,-0.34476,-0.3505,-0.36253,-0.41941,-0.44621,-0.43621,-0.4216,-0.43473,-0.40266,-0.35441,-0.28395,-0.21495,-0.1837,-0.14146,-0.14892,-0.17391,-0.15817,-0.17245,-0.19984,-0.21707,-0.19645,-0.19553,-0.17702,-0.16426,-0.11994,-0.062013,-0.084341,-0.047398,-0.047209,-0.091656,-0.13363,-0.14604,-0.17766,-0.16871,-0.15286,-0.19147,-0.17585,-0.1898,-0.17112,-0.16119,-0.18227,-0.20642,-0.21381,-0.18796,-0.16117,-0.1223,-0.090657,-0.049975,-0.031168,-0.049442,-0.04985
-1.4124,-1.3992,-1.3905,-1.5819,-1.6354,-1.8585,-2.1512,-1.2941,-0.68586,-0.34217,-0.0028858,0.78414,1.3417,1.6868,1.4486,1.0089,0.96539,0.68829,0.86001,1.4289,0.85616,-0.59466,-0.45354,-0.010182,0.17023,0.089596,0.042398,0.058523,0.067475,0.065063,0.09612,0.098842,0.10092,0.098337,0.1187,0.11604,0.09697,0.11787,0.12227,0.08187,0.035466,0.029492,0.023646,-0.017348,-0.010817,0.0076383,0.025098,0.027645,0.05841,0.077554,0.059997,0.06417,0.08509,0.1108,0.089344,0.090937,0.10806,0.11907,0.1021,0.11222,0.13917,0.13184,0.094,0.068829,0.061823,0.042691,0.015581,0.031968,0.048305,0.055776,0.05859,0.080067,0.083071,0.051844,0.016253,0.015955,0.0081397
-1.1903,-1.1681,-1.15,-0.82252,0.1874,1.2283,1.875,2.3236,2.6753,2.826,4.1386,5.1199,5.5342,5.6452,5.6362,5.6067,5.5488,4.9002,3.6522,2.3822,0.20623,-0.84819,-1.0421,-1.0678,-1.069,-1.089,-1.052,-1.0526,-1.0602,-1.0551,-1.0399,-1.0375,-1.0354,-1.0165,-1.0783,-1.0809,-1.0716,-1.054,-1.0423,-1.0426,-1.0204,-1.076,-1.0772,-1.0713,-1.0619,-1.0511,-1.0511,-1.0434,-1.0271,-1.0089,-1.006,-0.99674,-0.96372,-0.92945,-0.92163,-0.91234,-0.91322,-0.92898,-0.95131,-0.95683,-0.95508,-0.93162,-0.92663,-0.91713,-0.91331,-0.91413,-0.91292,-0.90554,-0.89493,-0.89455,-0.89566,-0.88909,-0.8844,-0.88557,-0.88463,-0.87504,-0.87124
-0.33753,-0.32331,-0.32584,-0.32801,-0.48615,-0.75834,-0.59198,-0.48179,-0.26377,-0.53106,-0.09155,0.10703,0.058752,-0.2059,-0.1326,0.022423,-0.01286,-0.44366,-0.33194,0.96684,1.1073,0.72179,0.20658,-0.14029,-0.11267,-0.091431,0.07233,0.070185,0.051822,0.07334,0.090603,0.071499,0.059269,0.10149,0.089302,0.08096,0.054806,0.038585,0.031076,0.017591,0.044397,0.085219,0.085099,0.10138,0.12898,0.13067,0.1203,0.1197,0.10802,0.092832,0.068617,0.060747,0.072309,0.053583,0.059865,0.09674,0.11217,0.099759,0.10298,0.091698,0.07302,0.027787,-0.00099086,0.0052569,0.0059253,-0.0064993,0.0096092,0.04135,0.035376,0.019892,0.0063587,-0.0085494,-0.02077,-0.043716,-0.044193,-0.018789,-0.019046
-0.33252,-0.31744,-0.33723,-0.19637,0.54836,0.65933,0.1365,-0.30144,0.071422,0.19437,1.0758,2.3882,3.1963,3.4536,3.3258,3.199,3.0684,2.7158,2.1892,2.0703,0.70752,-0.41416,-0.55446,-0.52671,-0.51461,-0.59271,-0.44062,-0.39875,-0.4074,-0.43087,-0.41733,-0.44324,-0.48115,-0.5191,-0.53968,-0.54643,-0.55096,-0.49809,-0.4738,-0.47042,-0.47454,-0.47909,-0.48216,-0.50631,-0.50138,-0.49544,-0.5008,-0.50922,-0.49069,-0.47296,-0.47998,-0.51409,-0.51014,-0.47944,-0.48615,-0.47608,-0.44389,-0.4618,-0.49413,-0.49808,-0.48458,-0.52054,-0.543,-0.54136,-0.52458,-0.52156,-0.53406,-0.51716,-0.50471,-0.50425,-0.5072,-0.48644,-0.47351,-0.48009,-0.48263,-0.45994,-0.45241
0.32886,0.30915,0.18322,-0.090955,-0.11806,-0.068657,0.097881,0.19382,0.21904,0.086224,0.011056,-0.071158,-0.1049,-0.092053,-0.080331,-0.055803,-0.031096,-0.021234,-0.16842,-0.1623,-0.13699,-0.13913,-0.14179,-0.10079,-0.12705,-0.1001,-0.074104,-0.055745,-0.057337,-0.059446,-0.027878,-0.023542,-0.023789,-0.046909,-0.046933,-0.048116,-0.037586,-0.024533,-0.022349,-0.026768,-0.024237,-0.0041251,-0.0055409,-0.0062264,-0.0057432,-0.0026005,-0.006746,-0.0053188,-0.0032884,-0.0014509,-0.0010251,0.014796,0.038885,0.05643,0.052112,0.033923,0.02865,0.032985,0.036157,0.055675,0.0553,0.054675,0.068671,0.061746,0.057789,0.058886,0.029954,0.029104,0.028658,0.027655,0.027544,0.028193,0.029037,0.027663,0.028478,0.029861,0.030075
-0.48915,-0.46057,-0.37459,-0.14587,-0.40679,-0.63214,-0.74481,-0.31783,-0.58192,-0.29761,-0.36673,-0.40084,-0.33618,-0.10668,-0.016101,0.045296,0.10532,0.09663,0.061754,-0.14315,-0.54422,-0.45062,-0.095124,-0.010934,0.029206,0.042252,-0.010379,0.0021782,-0.018573,-0.020186,-0.015345,-0.0018546,0.012377,0.036394,0.03618,-0.013574,-0.010186,-0.02825,-0.025529,-0.028242,-0.012367,-0.031666,-0.032877,-0.020219,-0.026157,0.010545,-0.012567,0.0054635,0.011043,0.030503,0.0064132,-0.10999,-0.043189,0.00045272,0.00019655,0.01903,0.05923,0.045324,0.044591,0.044346,0.050722,0.32039,0.42189,0.46975,0.42284,0.42697,0.42757,0.3817,0.42427,0.41704,0.42661,0.41811,0.39878,0.42078,0.41347,0.39527,0.4021
-0.094555,-0.082201,-0.061188,0.071971,0.14986,0.091103,0.06521,-0.18655,-0.13667,-0.12584,-0.36644,-0.50974,-0.60329,-0.62635,-0.64186,-0.65823,-0.63867,-0.3813,-0.028787,0.07931,0.32824,0.33564,0.13697,0.078593,0.056928,0.075401,0.081888,0.081349,0.095885,0.092918,0.089614,0.089145,0.089871,0.10356,0.1091,0.12234,0.12705,0.1238,0.1189,0.13619,0.13148,0.14501,0.14705,0.14498,0.1448,0.13449,0.13933,0.13825,0.13724,0.13091,0.14094,0.13231,0.0888,0.076191,0.077127,0.074669,0.085253,0.087239,0.092263,0.088416,0.083734,-0.0016532,-0.030714,-0.039688,-0.028258,-0.019697,-0.019186,-0.0078848,-0.017872,-0.014892,-0.013671,-0.010364,-0.0048607,-0.0044442,0.00030931,0.001712,0.0015354
0.8907,0.78083,0.77752,0.6032,0.68949,0.73769,0.46436,0.28247,-0.0011964,0.13464,0.070228,0.026983,0.044694,-0.072224,-0.092132,-0.051442,-0.1605,-0.34894,-0.51077,-0.25296,-0.33189,-0.33205,-0.17284,-0.062916,-0.015227,-0.006523,0.039787,0.049014,0.083017,0.089066,0.1011,0.10995,0.10374,0.056416,0.055043,0.056056,0.040568,0.039346,0.036328,0.058696,0.044589,0.075421,0.072294,0.06446,0.070739,0.0652,0.065298,0.057981,0.055446,0.050553,0.045103,-0.040799,-0.12394,-0.1538,-0.15901,-0.14151,-0.077182,-0.071982,-0.058557,-0.071072,-0.074967,-0.20751,-0.27112,-0.27619,-0.2603,-0.24253,-0.23444,-0.20556,-0.20817,-0.21197,-0.21993,-0.22134,-0.22129,-0.23507,-0.23814,-0.22687,-0.22314
