-0.21069,0.5653,1.1397,1.7095,1.6169,0.41334,-1.1647,-2.5646,-3.0547,-3.1482,-3.0856,-2.7309,-2.4246,-2.3861,-2.4026,-3.5807,-2.6673,-1.6702,-0.59751,-0.0078711,0.60974,0.65794,0.89432,0.88412,0.82564,0.82647,0.87449,0.83615,0.80502,0.79779,0.80993,0.81582,0.7942,0.77245,0.78456,0.81029,0.75539,0.68228,0.66574,0.66194,0.59842,0.58428,0.61125,0.63689,0.64079,0.62598,0.67031,0.70134,0.66309,0.69181,0.71844,0.71307,0.69286,0.70134,0.7176,0.71983
1.0131,0.81866,1.0852,1.1052,0.82269,1.0159,1.1526,1.2457,1.3912,1.4296,1.1702,1.0567,0.53654,0.19895,0.45808,0.43369,1.2629,1.4606,1.3184,0.11379,0.20328,-0.33477,-0.51459,-0.60602,-0.58605,-0.54774,-0.51607,-0.49725,-0.49202,-0.50224,-0.49231,-0.51284,-0.49779,-0.46623,-0.46738,-0.46517,-0.44983,-0.5211,-0.58479,-0.61047,-0.56201,-0.65742,-0.62546,-0.62445,-0.6025,-0.57266,-0.58096,-0.57574,-0.58114,-0.60413,-0.61193,-0.63157,-0.61712,-0.59364,-0.59388,-0.59365
-1.0885,-1.2287,-1.2978,-1.7832,-1.6181,-1.1317,-0.854,0.051462,0.85109,1.1735,0.99822,0.85001,0.98542,1.3393,0.91222,1.0626,0.90474,0.53088,-0.11855,0.069024,-0.017777,0.0034993,-0.099727,-0.041694,-0.032763,-0.018621,0.012442,0.01819,0.0085374,0.0040873,0.019874,0.036751,0.047727,0.04166,0.034834,0.035813,0.010061,-0.067199,-0.056295,-0.033576,-0.036651,-0.019419,-0.003939,0.0043638,-0.0094525,-0.035935,-0.037269,-0.040411,-0.063809,-0.070688,-0.053579,-0.039889,-0.040021,-0.034003,-0.017865,-0.0152
0.41906,1.5384,2.2123,2.3764,2.4052,2.6986,3.2919,3.7183,3.9065,3.9611,3.9296,3.8873,3.9066,3.916,3.7238,2.8,1.325,0.18841,-0.74113,-1.5132,-1.59,-1.5855,-1.4226,-1.4192,-1.4122,-1.4123,-1.3969,-1.3875,-1.4001,-1.3984,-1.3991,-1.3974,-1.3998,-1.4258,-1.4424,-1.4343,-1.4264,-1.2715,-1.2462,-1.2352,-1.1683,-1.1839,-1.1908,-1.1965,-1.2109,-1.2263,-1.2291,-1.2411,-1.2549,-1.2623,-1.2657,-1.2713,-1.283,-1.2862,-1.2885,-1.2886
-1.4576,-0.92968,-0.30685,0.0097126,0.24725,0.20199,0.22173,0.2224,0.038496,-0.11431,-0.035182,-0.091308,-0.04055,-0.088875,-0.080515,-0.020465,-0.15309,0.065056,0.17977,0.5329,0.3155,0.16286,-0.073853,-0.07913,-0.08263,-0.085983,-0.036117,0.0079147,-0.0083774,-0.0053171,0.0032221,0.013164,-0.00096685,-0.014736,-0.0068613,0.0007094,-0.0057486,0.022443,-0.0061908,-0.014156,0.087091,0.09606,0.086914,0.085183,0.066832,0.055084,0.074322,0.086272,0.09006,0.10673,0.11351,0.11932,0.11436,0.099902,0.10613,0.10557
0.24683,-0.31417,-0.09056,0.018081,-0.27605,0.28551,1.1244,1.8051,2.1933,2.2667,2.1836,2.2215,2.1696,2.0951,1.93,1.4809,1.2511,0.50059,-0.29403,-0.97662,-1.1302,-0.98064,-0.68161,-0.66587,-0.65401,-0.62619,-0.56865,-0.56615,-0.57188,-0.57843,-0.56637,-0.54377,-0.53402,-0.62685,-0.70773,-0.67963,-0.688,-0.55335,-0.47046,-0.45654,-0.4421,-0.45647,-0.43879,-0.42168,-0.42473,-0.43756,-0.42639,-0.40982,-0.4366,-0.43718,-0.43049,-0.43632,-0.44702,-0.44779,-0.43965,-0.43805
0.15444,0.1668,0.18477,0.19539,0.21866,0.14744,0.063031,0.0093362,-0.012789,-0.017356,-0.0054737,0.0060251,0.029515,0.033517,0.011935,-0.057532,-0.07119,-0.015174,0.00014047,-0.0082561,0.018792,0.011917,0.018564,0.010719,0.0099996,-0.00058701,-0.0093731,-0.01247,-0.017971,-0.014046,-0.015336,-0.023493,-0.024278,-0.025747,-0.030662,-0.036362,-0.039117,-0.038957,-0.037901,-0.038076,-0.041019,-0.039258,-0.041757,-0.0491,-0.049103,-0.049694,-0.04807,-0.046704,-0.048633,-0.046549,-0.045541,-0.046157,-0.048103,-0.046433,-0.046388,-0.046335
0.59798,0.72132,0.41709,0.35521,0.94086,0.69748,0.48141,0.32399,0.27581,0.30976,0.31405,0.17233,0.43466,0.6107,0.14724,-0.55164,-0.56391,-0.57148,-0.62412,-0.53116,-0.21013,0.020735,0.22973,0.20407,0.16818,0.13406,-0.038349,-0.2004,-0.19734,-0.20645,-0.27167,-0.25082,-0.26091,-0.29437,-0.2959,-0.30281,-0.30067,-0.18261,-0.03533,0.036539,-0.026884,-0.02384,-0.074397,-0.049599,-0.028958,-0.041572,-0.079846,-0.13565,-0.13683,-0.13363,-0.13932,-0.13292,-0.16066,-0.16158,-0.18875,-0.18871
-0.12472,-0.2098,-0.16399,-0.17397,-0.26927,-0.21773,-0.20762,-0.21506,-0.23432,-0.2447,-0.24961,-0.24185,-0.34011,-0.40112,-0.25421,-0.045285,0.05977,0.15709,0.22018,0.19024,0.1642,0.08844,0.013313,0.013599,0.029333,0.03274,0.069739,0.11239,0.10438,0.10358,0.11611,0.11078,0.11406,0.12765,0.13252,0.1352,0.12875,0.084265,0.052265,0.034191,0.048844,0.043444,0.056117,0.052273,0.05046,0.057384,0.064209,0.085726,0.083461,0.090345,0.090085,0.086126,0.093836,0.096336,0.10006,0.099838
-0.17837,-0.19825,-0.14914,-0.11061,-0.35311,-0.39578,-0.45542,-0.51449,-0.53753,-0.53227,-0.48073,-0.3743,-0.33094,-0.30684,-0.236,-0.14926,-0.22472,-0.30161,-0.29987,-0.028422,-0.04337,0.086811,0.1288,0.14181,0.13421,0.13766,0.18048,0.20944,0.2026,0.2042,0.2202,0.22431,0.22565,0.21171,0.19889,0.20545,0.17823,0.14181,0.14213,0.13329,0.12029,0.13844,0.1491,0.14952,0.14348,0.13968,0.15302,0.19568,0.18475,0.20862,0.21426,0.21616,0.21844,0.21511,0.22316,0.22363
