-0.44715,0.68972,1.8016,1.8443,1.1047,-0.16855,-0.80041,-1.2256,-1.2787,-1.2283,-1.4166,-1.4326,-1.4756,-1.5459,-1.5806,-1.4047,-1.2851,-1.0558,-0.45129,-0.14388,0.47088,0.44699,0.38482,0.53267,0.46333,0.24632,0.20836,0.4738,0.39133,0.25558,0.65374,0.7785,0.60981,0.43371,0.38202,0.12008,-0.011843,-0.050883,0.034918,0.079294,0.045168,0.083652,0.16701,0.13412,0.11932,0.16069,0.1574,0.12881,0.16987,0.18178,0.15476,0.28988,0.32509,0.23208,0.21204,0.22344,0.19869,0.1934,0.21227,0.21912,0.2124,0.24736,0.26553,0.26318
-0.28639,-0.97163,-0.55762,-0.23917,-1.3633,-1.2967,-1.3262,-1.3389,-1.4631,-1.4176,-1.4874,-1.4119,-1.3857,-1.1649,-1.4926,-1.0748,-0.19543,0.38856,0.94251,0.35431,0.68293,0.96408,0.8337,0.73714,0.61499,0.4379,0.37589,0.38796,0.38457,0.29548,0.46962,0.49397,0.44964,0.41947,0.38638,0.4913,0.63177,0.23982,0.24986,0.219,0.22047,0.25414,0.22516,0.24019,0.31301,0.35855,0.34718,0.35354,0.35027,0.31811,0.29436,0.30697,0.25911,0.23398,0.27677,0.29117,0.26133,0.28684,0.30841,0.27305,0.28464,0.34095,0.31366,0.31038
-0.80123,-0.65802,-0.66595,-0.71538,-0.43768,-0.40012,-0.40484,-0.55411,-0.66146,-0.68145,-0.66941,-0.63663,-0.62492,-0.56851,-0.51357,-0.52613,-0.046251,0.13011,0.070578,0.056439,0.27793,0.29117,0.27025,0.22621,0.22304,0.17426,0.182,0.20305,0.22693,0.24474,0.27926,0.30767,0.2682,0.24572,0.26035,0.14426,0.11106,0.15538,0.18063,0.16393,0.13921,0.15092,0.12959,0.11246,0.13429,0.15367,0.14893,0.15675,0.17409,0.18239,0.19699,0.2623,0.24941,0.23358,0.26687,0.26604,0.25036,0.25581,0.25958,0.24533,0.23317,0.24571,0.2157,0.20935
0.26145,0.78303,0.96578,1.0773,1.8268,3.1365,3.2652,3.2959,3.3247,3.3116,3.2978,3.3544,3.3103,3.1026,2.722,1.5826,0.41014,-0.40885,-0.76393,-1.0385,-1.2775,-1.2756,-1.25,-1.1655,-1.1195,-1.0565,-1.0101,-0.98038,-0.90833,-0.91625,-0.93573,-0.92052,-0.93852,-0.89064,-0.78594,-0.71745,-0.61245,-0.61813,-0.63038,-0.64455,-0.66914,-0.67433,-0.62915,-0.65222,-0.67882,-0.69279,-0.70256,-0.70662,-0.69791,-0.68978,-0.62111,-0.68833,-0.78276,-0.82448,-0.83179,-0.83524,-0.84112,-0.838,-0.82949,-0.83119,-0.84263,-0.85269,-0.87387,-0.8768
1.0036,2.4884,2.8682,3.134,3.7351,3.763,3.9572,4.0555,4.1387,4.0964,4.1108,4.036,4.0166,3.9575,4.0662,3.3665,1.8523,0.57238,-0.27065,-0.87172,-1.3894,-1.5233,-1.4359,-1.3869,-1.4129,-1.3181,-1.2753,-1.321,-1.3336,-1.2869,-1.2517,-1.2584,-1.1729,-0.9885,-1.0664,-1.156,-1.1857,-1.1482,-1.2774,-1.2731,-1.308,-1.3759,-1.3729,-1.3775,-1.3982,-1.3774,-1.3625,-1.3738,-1.3895,-1.3791,-1.3748,-1.3921,-1.3613,-1.334,-1.3515,-1.3605,-1.3431,-1.3565,-1.3655,-1.337,-1.3312,-1.3431,-1.3256,-1.3235
-2.2587,-2.0534,-1.6979,-1.7168,-0.47607,1.6197,1.8406,1.8875,1.8667,1.9001,1.862,1.9358,1.9163,1.6481,1.0079,-0.44826,-0.9889,-0.83956,-0.54626,-0.31975,-0.055791,0.033054,-0.017149,-0.11406,-0.15408,-0.092644,-0.090609,-0.095574,-0.069297,-0.097207,0.047005,0.086815,-0.01981,-0.18523,-0.22315,-0.33073,-0.28777,-0.30714,-0.21725,-0.19264,-0.20963,-0.19028,-0.13084,-0.13869,-0.13722,-0.10856,-0.10882,-0.11835,-0.093499,-0.08469,-0.049819,-0.055053,-0.12428,-0.17631,-0.18589,-0.18646,-0.20585,-0.21723,-0.22233,-0.22945,-0.22604,-0.19532,-0.18012,-0.18124
0.068048,0.16759,0.15861,0.13295,0.25365,0.27084,0.22379,0.20353,0.23548,0.24955,0.23546,0.29041,0.33044,0.28012,0.052956,0.0085578,0.0003954,0.02059,-0.0051161,0.015706,-0.070313,-0.10981,-0.10333,-0.081369,-0.071634,-0.070794,-0.063962,-0.053029,-0.058381,-0.067026,-0.057301,-0.05295,-0.050759,-0.0274,-0.01499,-0.036745,-0.079396,-0.083443,-0.08062,-0.084755,-0.089465,-0.092978,-0.088192,-0.091457,-0.095135,-0.093582,-0.095369,-0.097009,-0.095655,-0.094065,-0.09357,-0.08672,-0.084963,-0.088765,-0.091724,-0.091942,-0.092351,-0.092407,-0.091487,-0.090366,-0.081953,0.0025783,0.018983,0.022033
-0.95489,-1.1125,-1.2435,-1.2766,-1.1848,-1.149,-1.168,-1.1768,-1.1684,-1.1659,-1.1661,-1.177,-1.1871,-1.2185,-1.2257,-1.24,-1.16,-1.0541,-0.96712,-0.33869,-0.17505,-0.40139,-0.47998,-0.25136,0.30047,0.51666,0.48417,0.57416,0.61796,0.64721,-0.044205,-0.10167,-0.2416,-0.74798,-0.23978,0.16568,0.15857,0.43291,0.77307,0.81648,0.94404,1.115,1.1605,1.1181,0.99537,0.78043,0.7448,0.76142,0.83164,0.86297,0.89936,0.88687,0.86788,0.79519,0.73496,0.72899,0.73016,0.72922,0.73412,0.73141,0.68818,0.57394,0.55785,0.55794
0.27723,0.2182,0.17502,0.25272,0.13255,0.042776,0.042604,0.045551,0.040037,0.048793,0.043604,0.0054194,-0.013004,0.027722,0.045593,0.080921,0.2058,0.29377,0.35933,0.20879,0.19912,0.26448,0.2684,0.21146,0.097215,0.049703,0.050076,0.026391,0.012349,0.0034866,0.13881,0.1474,0.17889,0.27956,0.13255,0.023255,0.03214,-0.055828,-0.14431,-0.16063,-0.18168,-0.22566,-0.24487,-0.23447,-0.2076,-0.16278,-0.15714,-0.15897,-0.17523,-0.18508,-0.19402,-0.18595,-0.17632,-0.16119,-0.17415,-0.18617,-0.1869,-0.18394,-0.18302,-0.17759,-0.15348,-0.13181,-0.12987,-0.13007
-0.25971,-0.096281,0.27002,-0.025257,0.21576,0.33162,0.31418,0.28031,0.28425,0.29247,0.27715,0.16965,0.10852,0.056798,0.10227,-0.029279,-0.15199,0.039303,0.14003,0.26926,0.33091,0.34626,0.36847,0.31962,0.20674,0.17813,0.18717,0.18069,0.16223,0.15707,0.32874,0.3513,0.35421,0.40387,0.17544,-0.080716,-0.11233,-0.11586,-0.20629,-0.20818,-0.23494,-0.29907,-0.29992,-0.29367,-0.28184,-0.23263,-0.22228,-0.22959,-0.2414,-0.24112,-0.23589,-0.20731,-0.18622,-0.18064,-0.24232,-0.27646,-0.27561,-0.28259,-0.28904,-0.26843,-0.23071,-0.23092,-0.21682,-0.21713
