-0.047021,0.16472,0.72911,1.4816,1.6348,1.8479,2.0521,1.918,2.0402,2.0592,2.0961,2.2475,1.9987,2.0767,2.2563,1.8053,2.0581,2.2348,2.2542,2.2294,2.3256,0.83456,-0.27157,-0.5529,-0.76696,-0.69147,-0.70363,-0.77306,-0.78475,-0.79282,-0.80804,-0.72416,-0.59944,-0.54145,-0.6026,-0.62611,-0.69229,-0.70525,-0.70125,-0.68752,-0.70005,-0.77511,-0.65958,-0.71906,-0.76127,-0.71107,-0.75613,-0.90248,-0.97275,-0.90567,-0.94377,-0.97316,-0.93535,-0.90962,-0.86713,-0.86533,-0.84355,-0.81966,-0.82,-0.79595,-0.75872,-0.74454,-0.76989,-0.75441,-0.7343,-0.77619,-0.80315,-0.79399,-0.82112,-0.8795,-0.89788,-0.90229
0.83445,0.94134,0.11939,-0.49365,-0.73407,-0.79819,-0.78833,-0.84549,-0.82571,-0.82704,-0.82347,-0.73985,-0.78027,-0.80539,-0.7028,-0.67378,-0.60203,-0.55047,-0.56589,-0.56491,-0.041993,1.2499,0.79394,1.3282,1.0294,0.23974,0.20826,0.25595,0.025067,-0.0022368,-0.013746,-0.019971,-0.053846,-0.079342,-0.12468,-0.14694,-0.13809,-0.071838,-0.049254,-0.026041,0.026692,0.095971,0.19392,0.23962,0.25897,0.25152,0.20835,0.082861,0.037664,0.0093091,-0.0149,-0.032443,-0.033775,0.028303,0.10788,0.12463,0.1675,0.17419,0.21511,0.23601,0.26776,0.30683,0.31935,0.28878,0.2772,0.29071,0.2804,0.27809,0.29173,0.32257,0.32448,0.23845
-0.15695,-0.22421,0.082364,0.43448,1.0799,1.3888,1.572,1.5758,1.6621,1.7789,1.8611,1.9224,1.6244,1.0513,0.96002,1.0851,1.194,1.2394,1.2853,1.3239,1.2924,0.87056,0.77855,0.073599,-0.85357,-0.89572,-1.0631,-0.86549,-0.72641,-0.69454,-0.70405,-0.70115,-0.68443,-0.6634,-0.61149,-0.57392,-0.52964,-0.49616,-0.45888,-0.4231,-0.42421,-0.42075,-0.37249,-0.38848,-0.43155,-0.43663,-0.41617,-0.42645,-0.4487,-0.43896,-0.43192,-0.43054,-0.4364,-0.45655,-0.48611,-0.51018,-0.51508,-0.51245,-0.53061,-0.53101,-0.51935,-0.51075,-0.51693,-0.49592,-0.46578,-0.46115,-0.45903,-0.44968,-0.44136,-0.4629,-0.48007,-0.50188
0.020939,1.3175,2.2426,2.5654,2.5551,2.6293,2.6395,2.7153,2.7152,2.6969,2.808,2.9163,2.7731,2.6345,2.6165,2.7094,2.7289,2.7387,2.7323,2.7137,2.4913,1.8228,0.87473,-0.19394,-0.83352,-1.131,-1.3024,-1.3353,-1.343,-1.3461,-1.328,-1.3228,-1.3793,-1.2947,-1.2643,-1.2711,-1.2784,-1.2572,-1.2486,-1.2358,-1.2275,-1.2387,-1.1326,-1.0654,-1.0781,-1.0824,-1.1023,-0.99158,-1.0019,-1.0071,-1.012,-1.0306,-1.0288,-1.0519,-1.0739,-1.0646,-1.0597,-1.0542,-1.0551,-1.0213,-1.0296,-1.0512,-1.0873,-1.0945,-1.087,-1.0859,-1.0823,-1.0783,-1.0777,-1.0876,-1.0832,-1.068
-0.81471,-1.1794,-0.70488,-0.55679,-0.48571,-0.48193,-0.47375,-0.42652,-0.46397,-0.48648,-0.34174,-0.39659,-0.47687,-0.49147,-0.47433,-0.45669,-0.47373,-0.4805,-0.4738,-0.53715,-1,-1.3149,-0.36193,0.35926,0.64517,0.61235,0.49427,0.27207,0.33007,0.31764,0.30033,0.32913,0.3306,0.29055,0.27487,0.26788,0.25947,0.225,0.19731,0.19467,0.17368,0.14725,0.22678,0.24133,0.22393,0.25053,0.24125,0.27825,0.28709,0.3104,0.33623,0.29608,0.28529,0.28608,0.27566,0.26059,0.26011,0.26924,0.25305,0.26966,0.21271,0.16213,0.19121,0.19664,0.21797,0.22401,0.23274,0.23237,0.2167,0.18483,0.15173,0.25771
1.2318,0.93764,0.38406,0.15412,0.01471,0.12905,0.085395,0.029968,-0.083185,-0.23434,-0.44466,-0.36087,-0.21009,-0.11418,0.0084707,-0.11628,-0.22754,-0.24864,-0.251,-0.30235,0.025694,0.73857,1.541,1.082,0.3873,-0.040434,-0.12327,-0.074411,-0.22082,-0.20884,-0.22204,-0.20304,-0.20459,-0.10498,-0.075201,-0.2103,-0.17075,-0.20182,-0.20342,-0.1988,-0.21212,-0.23145,-0.083398,0.01005,0.014548,0.052177,-0.035955,-0.017425,-0.071546,-0.041897,-0.11921,-0.17742,-0.14817,-0.09437,-0.051397,-0.083627,-0.10611,-0.11043,-0.097895,0.034776,-0.027446,-0.061664,0.065146,0.039542,0.036298,0.019604,-0.010715,-0.0076845,-0.01369,-0.044394,-0.057922,-0.060177
-0.2152,-0.29082,-0.042967,0.10023,0.020242,-0.021684,-0.090458,-0.038055,-0.038854,-0.015165,-0.043966,-0.068038,-0.028172,-0.0051719,-0.047186,-0.036374,-0.055411,-0.071057,-0.059675,-0.06308,-0.14954,-0.13164,-0.057459,0.0029874,0.043076,0.029835,0.0089136,0.028798,0.038604,0.041189,0.042604,0.046996,0.041959,0.024519,0.0085045,0.0027487,0.0020154,0.0018446,0.0030112,0.010945,0.019554,0.023838,0.02854,0.021755,0.0060219,0.0022907,0.0084052,0.025214,0.034787,0.032703,0.03506,0.017886,0.013575,0.026762,0.032956,0.035581,0.040409,0.042713,0.040296,0.039057,0.038423,0.036683,0.038418,0.038549,0.04195,0.047019,0.049062,0.050535,0.050963,0.050142,0.049657,0.052145
-0.1689,-0.15991,-0.14677,-0.07691,-0.027666,-0.010147,-0.032439,-0.0046839,-0.0070256,0.011166,-0.0060887,0.023031,0.10022,0.24056,0.21284,0.25454,0.2876,0.33607,0.42254,0.51128,0.64931,-0.1574,-0.5101,-0.69315,-0.47778,-0.27315,-0.24391,-0.2537,-0.35948,-0.41272,-0.3038,-0.28572,-0.17861,0.016945,0.071895,0.14315,0.12867,0.14511,0.21718,0.22258,0.21963,0.20275,0.20519,0.2275,0.14894,-0.0001968,-0.038704,-0.058768,-0.062721,-0.059422,-0.036966,0.018477,0.074475,0.068094,0.043016,0.0978,0.051249,0.062082,0.093174,0.088775,0.094977,0.019702,-0.062767,-0.04664,-0.070563,-0.11776,-0.11333,-0.10559,-0.10843,-0.099786,-0.013123,0.074315
-0.19472,-0.41538,-0.4617,-0.46255,-0.4531,-0.47082,-0.49761,-0.45418,-0.47819,-0.45939,-0.4591,-0.51676,-0.51009,-0.52565,-0.52457,-0.48724,-0.51714,-0.53633,-0.5643,-0.56198,-0.43642,0.14746,0.25705,0.41115,0.43554,0.28456,0.24591,0.30718,0.32906,0.33673,0.31884,0.33471,0.28391,0.14024,0.023928,-0.020972,-0.014518,-0.0010259,-0.0076403,0.013945,0.049509,0.058442,0.041263,0.032117,0.035543,0.10253,0.13497,0.15198,0.16726,0.18125,0.19273,0.12212,0.097649,0.16795,0.20699,0.20426,0.22915,0.23038,0.22855,0.2276,0.23137,0.25511,0.27477,0.26149,0.26737,0.29976,0.29878,0.30183,0.29687,0.29384,0.26862,0.24917
0.31503,0.25839,0.091689,-0.0033411,0.0075219,0.027664,0.045431,0.017392,-0.029925,-0.072681,-0.17003,-0.14993,-0.10526,-0.074033,0.014236,0.0083364,-0.091823,-0.17678,-0.17417,-0.2579,-0.22332,-0.26008,0.016655,-0.053015,-0.090117,0.16261,0.25869,0.037672,0.029303,0.05458,0.023956,0.078856,0.16612,0.28343,0.32425,0.28485,0.29013,0.22422,0.18887,0.11921,0.024201,-0.084797,-0.11375,-0.11336,-0.019296,0.1022,0.049383,0.022075,-0.023189,-0.01146,-0.066768,0.023331,0.068367,0.043369,0.027973,-0.0080055,-0.060936,-0.096245,-0.10704,-0.0888,-0.11577,-0.067456,-0.019015,-0.039128,-0.054172,-0.047359,-0.066544,-0.057321,-0.076977,-0.10689,-0.1515,-0.16181
