-1.3944,-2.0894,-2.0537,-1.0408,-1.0515,-1.2899,-1.6082,-0.42537,-0.60603,-1.3827,-1.5997,-0.63536,-0.60926,-1.627,-3.9199,-3.6906,-1.8475,-0.67248,-0.089341,0.54425,0.92507,0.61538,0.3807,0.32123,0.35745,0.29153,0.29208,0.3384,0.31537,0.29609,0.28486,0.33577,0.29337,0.26003,0.26641,0.27864,0.23125,0.22406,0.27865,0.32365,0.32808,0.30226,0.33299,0.34391,0.34717,0.38543,0.39226,0.39216,0.36374,0.34438,0.35943,0.36261,0.35537,0.37022,0.37827,0.35464,0.38157,0.43297,0.41613,0.53337,0.68279,0.7288,0.73395,0.7633,0.82025,0.81889,0.75645,0.73293,0.73933,0.71265,0.69484,0.70277,0.66972,0.54789,0.45226,0.31755,0.1406,0.065788,0.083605,0.075899,0.075045,0.095083,0.11529,0.11117,0.11104,0.13581,0.13498,0.11023,0.11715,0.14599,0.16096,0.14893
0.58788,-1.0716,-1.9437,-1.4573,-1.2081,-1.9306,-1.8673,-1.9135,-1.5211,-1.4294,-1.4043,-1.9147,-1.4774,-1.3707,-1.0199,-0.47745,1.4032,1.4511,0.54984,-0.63564,-0.71512,-0.78605,-0.75167,-0.5562,-0.24264,-0.13643,-0.061083,-0.08291,-0.073524,-0.021255,-0.0070205,0.10492,0.14393,0.1845,0.21876,0.19368,0.18047,0.24998,0.32539,0.37677,0.41186,0.39551,0.42269,0.36436,0.32187,0.29155,0.29445,0.34666,0.45036,0.52672,0.5965,0.64298,0.65453,0.63241,0.61878,0.60294,0.57003,0.52878,0.5648,0.67641,0.71296,0.46477,0.24632,0.20938,0.26593,0.32486,0.3801,0.36233,0.34476,0.34382,0.34185,0.32243,0.31673,0.31425,0.28665,0.25127,0.20799,0.24664,0.26207,0.27949,0.33069,0.33893,0.33004,0.34588,0.33581,0.30613,0.2938,0.27491,0.25024,0.27974,0.30787,0.31335
-0.47188,0.61229,1.5466,0.87483,1.4722,1.9185,1.8737,0.66579,0.99694,1.725,1.7013,0.82683,0.76852,1.607,1.7778,1.6808,1.0012,-0.38385,-0.19803,0.081898,0.096814,-0.043658,-0.060041,-0.22439,-0.2045,0.33422,0.20039,0.11604,0.075135,-0.038605,-0.14336,-0.13012,-0.14857,-0.1848,-0.20904,-0.23132,-0.30225,-0.36312,-0.40223,-0.42353,-0.43801,-0.46636,-0.46062,-0.46351,-0.45415,-0.42585,-0.39766,-0.38313,-0.42048,-0.43537,-0.39139,-0.3816,-0.389,-0.37351,-0.347,-0.35272,-0.34004,-0.3138,-0.27274,-0.25593,-0.24129,-0.1909,-0.17427,-0.19239,-0.20248,-0.25579,-0.32738,-0.37119,-0.3596,-0.35281,-0.35459,-0.33782,-0.34054,-0.36324,-0.3307,-0.23307,-0.2284,-0.28311,-0.27814,-0.28997,-0.32237,-0.35301,-0.3611,-0.38065,-0.40381,-0.39602,-0.38499,-0.3854,-0.37051,-0.34087,-0.31026,-0.31108
2.3545,4.3577,5.1696,4.1577,4.1047,5.3641,5.3873,5.0668,5.045,5.3456,5.4011,5.1098,5.055,5.0444,3.4412,1.9224,0.46706,-0.38885,-0.90118,-1.1906,-1.1635,-1.0668,-0.97361,-0.97675,-0.97883,-1.003,-1.0064,-0.9782,-0.96551,-0.99426,-1.0153,-0.96895,-0.94641,-0.95938,-0.97128,-0.9706,-1.0327,-1.0393,-1.042,-1.0308,-1.0194,-1.0035,-0.98946,-0.96302,-0.95427,-0.94384,-0.9438,-0.95331,-0.99629,-1.0057,-1.0118,-0.94573,-0.94781,-0.94513,-0.94398,-0.95062,-0.96597,-0.98364,-0.99133,-0.98288,-0.93315,-0.91348,-0.9163,-0.90926,-0.89391,-0.89006,-0.95392,-0.97691,-0.97147,-0.97025,-0.97158,-0.96445,-0.96824,-0.95094,-0.92474,-0.95153,-1.0091,-1.0454,-1.0378,-1.0264,-1.0213,-0.99915,-0.96797,-0.95825,-0.95519,-0.94651,-0.94393,-0.94599,-0.96155,-0.96701,-0.96874,-0.97399
-0.48795,0.73094,1.015,0.45689,0.40067,1.0528,1.0597,1.0951,0.96481,0.97138,0.95267,1.0798,0.81476,0.71627,0.25882,0.41608,0.09371,0.026879,0.057999,0.015286,-0.35804,-0.23597,-0.09364,-0.1506,-0.27952,-0.2773,-0.29846,-0.26409,-0.16061,-0.11629,-0.069424,-0.21567,-0.22018,-0.21371,-0.19104,-0.12699,-0.060915,-0.072653,-0.066165,-0.067182,-0.076678,-0.076908,-0.18362,-0.10016,-0.086127,-0.069779,-0.072182,-0.086155,-0.096848,-0.11525,-0.18663,-0.22217,-0.28798,-0.27548,-0.26159,-0.25898,-0.23494,-0.21041,-0.21669,-0.2467,-0.30153,-0.25608,-0.19029,-0.1777,-0.16556,-0.15294,-0.15141,-0.11464,-0.097834,-0.10023,-0.088906,-0.068458,-0.075959,-0.097598,-0.10835,-0.12887,-0.14437,-0.17523,-0.17552,-0.17046,-0.18627,-0.17159,-0.15503,-0.16568,-0.15819,-0.13092,-0.12816,-0.1622,-0.15128,-0.13173,-0.14961,-0.15536
-0.70424,0.59597,1.2897,0.29271,0.48193,1.4318,1.5165,0.86824,0.83555,1.4038,1.5731,0.95635,0.78946,1.0435,0.49628,0.99499,0.8441,0.04636,-0.32153,-0.77512,-0.92731,-0.62604,-0.47943,-0.48823,-0.44645,-0.36789,-0.40078,-0.39231,-0.27802,-0.25895,-0.28042,-0.22509,-0.21219,-0.21165,-0.19334,-0.1862,-0.22285,-0.20609,-0.15073,-0.084574,-0.065053,-0.081252,-0.10959,-0.07006,-0.077695,-0.080254,-0.07783,-0.07431,-0.087575,-0.10364,-0.086369,-0.035156,-0.066027,-0.066175,-0.034095,-0.059191,-0.092216,-0.099733,-0.13406,-0.09433,-0.014532,-0.038021,-0.071269,-0.09558,-0.092588,-0.10199,-0.16957,-0.19953,-0.18084,-0.17958,-0.17908,-0.17752,-0.18531,-0.19982,-0.15286,-0.18264,-0.21485,-0.25028,-0.22566,-0.20738,-0.19364,-0.16188,-0.14274,-0.15274,-0.16842,-0.17056,-0.1733,-0.24219,-0.24952,-0.21503,-0.21486,-0.22248
-1.492,-1.5017,-1.5116,-1.5526,-1.6281,-1.7214,-1.7739,-1.7651,-1.7549,-1.7614,-1.7473,-1.7307,-1.7075,-1.5558,-1.3538,-1.1312,-0.87195,-0.069285,0.98261,1.0432,1.1378,0.91576,0.7043,0.66715,0.63863,0.58328,0.63667,0.64885,0.51601,0.40952,0.30268,0.24455,0.22929,0.20667,0.19736,0.19637,0.2202,0.25628,0.28935,0.39757,0.41837,0.38925,0.37214,0.36517,0.34554,0.33191,0.32239,0.31667,0.30243,0.30328,0.28585,0.2921,0.30892,0.32161,0.24322,0.21513,0.19515,0.20609,0.2207,0.23893,0.24818,0.26147,0.26588,0.26535,0.27538,0.26846,0.28077,0.28585,0.27604,0.27773,0.27132,0.28408,0.28386,0.28201,0.28135,0.27845,0.2508,0.23562,0.2345,0.24279,0.31258,0.31311,0.31087,0.31272,0.32496,0.32731,0.32856,0.37012,0.3622,0.3149,0.29527,0.2887
-0.49399,-0.35397,-0.12447,-0.2563,-0.32515,-0.12846,-0.12677,-0.073076,-0.11939,-0.15161,-0.14664,-0.0775,-0.093323,-0.1869,-0.46683,-0.64719,-0.86662,-0.84428,-0.6912,-0.34771,-0.024135,-0.023178,-0.014013,0.20926,0.26556,0.23816,0.24169,0.28633,0.24522,0.15861,0.067,0.073232,0.065754,-0.022791,-0.18209,-0.18396,-0.20989,-0.27568,-0.35003,-0.40204,-0.36431,-0.28418,-0.13761,-0.1008,-0.053359,-0.084282,-0.105,-0.11874,-0.2541,-0.23129,-0.21098,-0.19829,-0.17296,-0.20429,-0.14138,-0.088324,-0.02943,-0.016941,-0.089585,-0.04316,0.42547,0.63602,0.61616,0.59794,0.54031,0.49824,0.44366,0.41303,0.38035,0.36358,0.32242,0.30255,0.32736,0.3108,0.28033,0.24015,0.20917,0.19618,0.19461,0.19238,0.17251,0.16995,0.15976,0.13902,0.14119,0.13568,0.13201,0.16136,0.18726,0.15075,0.12607,0.12108
0.052734,-0.37909,-0.63073,-0.34541,-0.34117,-0.67547,-0.63763,-0.57865,-0.55304,-0.57909,-0.58093,-0.5789,-0.53283,-0.50119,-0.16225,-0.027176,0.22655,0.31874,0.19222,0.046876,-0.050068,-0.025341,-0.1216,-0.1557,-0.10058,-0.051683,-0.051229,-0.053002,0.012604,0.056458,0.086006,0.087136,0.090016,0.11962,0.17976,0.18511,0.19672,0.21713,0.23736,0.23816,0.22957,0.2077,0.16818,0.15015,0.13347,0.14024,0.14831,0.15408,0.18103,0.17446,0.16465,0.16699,0.1576,0.15264,0.13322,0.12331,0.11732,0.11275,0.14028,0.13713,0.036506,-0.012535,-0.028284,-0.026965,-0.012966,0.0027802,0.033215,0.047523,0.056847,0.058883,0.068819,0.065358,0.061945,0.062389,0.066552,0.082484,0.088328,0.097006,0.098686,0.099931,0.10549,0.10872,0.1068,0.1095,0.10668,0.10482,0.10196,0.071972,0.060198,0.079603,0.085477,0.08876
0.055271,0.22036,0.26614,0.41636,0.45746,0.4813,0.40541,0.43061,0.32272,0.29978,0.30263,0.41849,0.30838,0.21394,0.14956,0.24318,0.11529,-0.056915,-0.14566,0.024781,-0.003243,0.039609,0.14567,0.11401,-0.055198,-0.1383,-0.16664,-0.17679,-0.14608,-0.11639,-0.075456,-0.068344,-0.07249,-0.039865,0.048273,0.060437,0.058145,0.056721,0.071744,0.053873,0.031116,0.0008216,-0.055366,-0.056732,-0.054568,-0.033995,-0.016293,-0.01812,-0.010741,-0.063536,-0.089858,-0.081876,-0.081504,-0.093149,-0.077853,-0.084468,-0.10485,-0.06754,-0.061782,-0.10351,-0.17663,-0.18243,-0.14216,-0.13207,-0.13111,-0.13367,-0.14115,-0.13303,-0.10543,-0.10382,-0.090992,-0.099824,-0.10357,-0.12321,-0.10734,-0.079357,-0.056875,-0.062731,-0.060849,-0.065439,-0.088083,-0.08676,-0.08035,-0.07977,-0.084879,-0.080816,-0.078637,-0.1137,-0.12978,-0.11891,-0.11337,-0.10823
