-0.9016,-0.89705,-0.73817,-0.45057,-0.27535,-0.72839,-1.1581,-0.43501,-0.32229,-0.62202,-0.66475,-0.46811,-0.48355,-0.42423,-0.32507,-0.34369,-0.34208,-0.26347,-0.27707,-0.19684,-0.0020282,0.21401,0.10022,-0.11936,0.036938,0.030492,-0.0044224,0.087572,0.094623,0.036207,0.026878,0.047006,0.067897,0.064645,0.076343,0.1097,0.090295,0.084075,0.11784,0.12803,0.10328,0.16521,0.21566,0.21054,0.19835,0.22544,0.25073,0.24627,0.28294,-0.076109,-0.15574,-0.36255,-0.30549,-0.29314,-0.076297,0.27899,0.28712,0.26326,0.21334,0.21083,0.21627,0.19154,0.18012,0.19245,0.17937,0.13863,0.13588,0.20529,0.19892,0.20905,0.25384,0.27135,0.26898,0.27351,0.26749,0.34591,0.31825,0.32132,0.2677,0.20159,0.30357,0.32023,0.3224,0.30052,0.30397,0.31393,0.32303,0.32271
0.48735,0.49309,0.59443,0.44646,0.42714,0.47784,0.25422,0.10644,-0.1394,0.065991,-0.0090436,0.17613,0.053806,0.014427,-0.094319,-0.097867,-0.044176,0.020524,0.03953,0.045188,0.039574,0.13885,0.22612,0.057158,-0.022551,-0.073807,-0.12158,-0.15078,-0.16316,-0.1863,-0.19899,-0.18229,-0.16499,-0.13324,-0.1294,-0.15194,-0.13568,-0.13894,-0.14979,-0.15486,-0.15062,-0.18509,-0.17426,-0.14263,-0.13995,-0.10672,-0.069335,-0.044086,0.019365,0.015033,0.026524,0.041667,0.008928,-0.015133,-0.0126,-0.01557,-0.071493,-0.050789,-0.04768,-0.042333,-0.014144,0.0040032,0.04518,0.055865,0.063743,0.073071,0.03408,0.014213,0.0078554,-0.051339,-0.10659,-0.10083,-0.065406,-0.026448,-0.014227,-0.0082827,0.029238,0.031184,-0.0033735,0.0055716,-0.0058638,-0.040425,-0.062049,-0.061954,-0.065239,-0.049625,-0.027842,-0.024765
-0.40653,-0.62979,-0.68716,-0.62749,-0.59943,-0.07431,0.23908,-0.16354,-0.16396,0.067094,0.1445,-0.052259,-0.084484,-0.06567,-0.038049,-0.0094367,-0.02364,0.0029891,0.063187,0.19957,0.16138,0.011716,-0.20766,-0.14747,-0.063251,0.0071942,-0.0037704,0.010759,0.0081052,0.01926,0.021451,0.0391,0.05776,0.054712,0.06974,0.11138,0.092533,0.055523,0.03805,0.022015,-0.013076,-0.027176,-0.023685,-0.034702,-0.032298,0.012518,0.048794,0.031138,0.014207,0.0030947,-0.0022948,-0.033157,-0.021701,-0.02279,-0.017279,-0.0096805,0.01346,0.057345,0.066699,0.074296,0.10316,0.10732,0.087885,0.077227,0.051821,-0.0013592,-0.028244,-0.0050179,0.0016594,0.01815,0.057716,0.086675,0.096928,0.10729,0.11528,0.12636,0.11916,0.10633,0.10684,0.10415,0.10111,0.10524,0.12673,0.13314,0.12905,0.13448,0.14928,0.14873
-0.059671,-0.14411,-0.022106,0.069499,0.22222,0.18893,0.50445,0.29647,0.28385,0.34302,0.71212,0.65712,0.45153,0.42587,0.40023,0.38055,0.36074,0.34418,0.33525,0.30777,0.24979,0.09457,0.048761,0.024052,0.041673,0.019632,-0.026813,-0.021844,-0.028798,-0.042022,-0.062282,-0.06746,-0.079218,-0.094349,-0.09768,-0.11553,-0.12661,-0.13437,-0.13606,-0.14793,-0.18148,-0.18186,-0.17714,-0.19452,-0.18815,-0.20005,-0.20607,-0.20207,-0.21779,-0.21213,-0.16939,-0.15481,-0.14843,-0.16972,-0.12305,-0.10098,-0.12345,-0.11003,-0.10883,-0.10462,-0.092917,-0.089426,-0.093722,-0.089483,-0.081213,-0.075829,-0.069421,-0.071722,-0.07429,-0.078256,-0.076424,-0.074903,-0.078716,-0.087221,-0.087483,-0.079515,-0.084509,-0.084279,-0.07549,-0.073169,-0.073335,-0.065016,-0.055694,-0.057621,-0.056743,-0.05497,-0.049527,-0.049955
-0.31624,-0.41085,-0.35514,-0.42005,-0.50682,-0.16759,0.13855,-0.27126,-0.25961,-0.015145,0.29157,0.13599,0.078428,0.052192,0.14674,0.10696,0.09658,0.10036,0.10767,0.15262,0.048652,-0.11905,-0.13293,0.020402,0.065797,0.057252,0.039403,0.062002,0.051009,-0.0003075,0.0051919,-0.0052054,-0.019784,-0.044642,-0.046474,-0.021773,-0.023502,-0.013277,0.010335,0.016676,0.052595,0.11229,0.13917,0.12858,0.13189,0.13237,0.13196,0.12732,0.10924,0.13625,0.11588,0.12115,0.14786,0.16188,0.135,0.11613,0.13578,0.10913,0.097205,0.078842,0.055718,0.033504,0.011406,0.008726,-0.0050742,-0.042701,-0.036299,-0.020781,-0.025746,-0.021464,-0.011525,-0.019809,-0.035383,-0.04235,-0.050404,-0.064968,-0.094589,-0.092023,-0.071112,-0.071271,-0.071083,-0.05027,-0.045125,-0.052071,-0.050702,-0.055934,-0.066279,-0.067689
0.34075,0.58207,0.70016,0.71836,0.78573,0.75874,0.494,0.52386,0.63663,0.47493,0.29659,0.22868,0.2285,0.25042,0.2317,0.19402,0.18308,0.20606,0.20054,0.30566,0.43322,0.50234,0.38952,0.26321,0.18444,0.12176,0.026469,0.029291,-0.015931,-0.094793,-0.10202,-0.089572,-0.064676,-0.06022,-0.061085,-0.069322,-0.092381,-0.11667,-0.12079,-0.16018,-0.20939,-0.20329,-0.18748,-0.18596,-0.20958,-0.21518,-0.22745,-0.18963,-0.2696,-0.3046,-0.18838,-0.16113,-0.1366,-0.25059,-0.11456,-0.082446,-0.23258,-0.19129,-0.22386,-0.23524,-0.2195,-0.21868,-0.22009,-0.20861,-0.20219,-0.20494,-0.20923,-0.16774,-0.16417,-0.18774,-0.19523,-0.18671,-0.1898,-0.19882,-0.17935,-0.16194,-0.17775,-0.18038,-0.17719,-0.17723,-0.17612,-0.16982,-0.16745,-0.17543,-0.18307,-0.18022,-0.1726,-0.17229
0.22102,0.19123,0.10673,0.15973,0.17948,-0.069913,-0.071765,0.10443,0.045658,-0.010825,0.026451,0.066051,0.044329,0.047938,0.051388,0.058694,0.058122,0.045545,0.016563,-0.13143,-0.18562,-0.1518,-0.1338,-0.14494,-0.11958,-0.10639,-0.10742,-0.10593,-0.073964,-0.012899,-0.0091894,-0.012021,-0.019735,-0.023019,-0.022104,-0.02123,-0.018017,-0.016942,-0.013188,-0.00025051,-0.002549,-0.0080346,-0.0081094,-0.013829,-0.0093162,-0.0080531,-0.0039903,-0.0021955,0.0023808,-0.010796,-0.00010687,-0.0048281,-0.015728,-0.021546,-0.0053555,0.0095494,0.0051633,0.00087044,0.0067144,0.0095436,0.009684,0.014674,0.016849,0.017623,0.022192,0.018545,0.023202,0.010684,0.0039857,0.0024379,0.007471,0.0088531,0.0095501,0.0036083,-0.0083537,-0.0023795,0.00058482,0.0027554,0.0018797,0.00095579,0.0072001,0.01063,0.011498,0.0077738,0.010438,0.0099079,0.0083583,0.0082316
0.15777,0.077148,-0.045447,-0.072863,-0.078546,-0.11612,-0.047246,-0.065373,-0.13427,-0.096873,0.0049261,-0.028752,-0.057266,-0.066033,-0.064955,-0.073776,-0.093163,-0.11455,-0.1171,-0.16849,-0.14534,-0.089376,-0.0081368,0.043288,0.075161,0.10443,0.11093,0.12385,0.042299,0.0073698,0.013254,0.012323,0.010219,0.014487,0.037272,0.029811,0.029959,0.041562,0.034846,0.065459,-0.060397,-0.13987,-0.13441,-0.13785,-0.075747,-0.081729,-0.084767,-0.088301,-0.086854,-0.094584,-0.048666,-0.039574,-0.037641,-0.034001,-0.023159,-0.012641,-0.012698,-0.010667,-0.0069898,0.038595,0.059441,0.073521,0.054713,0.054089,0.057418,0.062659,0.068373,0.074213,0.075307,0.081122,0.086123,0.088607,0.071194,0.027556,0.068511,0.088824,0.081839,0.059703,0.05875,0.042657,0.035818,0.040308,0.040382,0.040639,0.057818,0.079676,0.095055,0.09494
-0.0099624,0.079015,0.20382,0.12913,0.067963,0.22017,0.30779,0.082054,0.055935,0.16883,0.188,0.19418,0.17809,0.17767,0.16827,0.18612,0.20388,0.21113,0.22099,0.24237,0.15483,0.042392,-0.0035505,-0.027051,-0.03876,-0.048264,-0.051195,-0.056413,-0.047729,-0.050532,-0.046581,-0.047117,-0.05244,-0.053589,-0.056389,-0.056941,-0.053923,-0.05373,-0.053057,-0.056559,-0.043124,-0.058029,-0.070994,-0.07837,-0.076108,-0.074695,-0.067143,-0.070874,-0.048449,-0.035793,-0.041057,-0.02656,-0.041146,-0.039778,-0.042704,-0.050989,-0.063478,-0.067414,-0.057306,-0.068453,-0.062931,-0.061981,-0.052705,-0.050455,-0.047075,-0.047536,-0.049857,-0.050842,-0.057029,-0.067174,-0.072449,-0.066481,-0.056475,-0.047178,-0.055157,-0.060464,-0.054528,-0.044827,-0.050034,-0.03804,-0.03578,-0.034167,-0.044524,-0.046994,-0.052104,-0.05749,-0.066084,-0.066004
-0.19165,-0.041117,0.095779,0.12382,0.054074,0.077721,0.047674,0.03799,0.065736,0.059622,0.038208,-0.057019,-0.020736,0.018817,0.039011,0.011728,0.020857,0.06513,0.048849,0.066435,0.056235,0.039258,-0.028073,-0.04044,-0.041767,-0.050422,-0.039444,-0.026813,-0.008713,-0.0086638,-0.0018104,1.0552e-05,0.0051591,0.0027006,-0.0020173,0.0055311,-0.00041902,-0.0063529,-0.0027457,-0.024824,0.03976,0.15322,0.17433,0.17071,0.10217,0.11674,0.094535,0.1197,0.052247,0.011421,0.0030734,-0.042939,0.0023407,-0.030467,-0.014023,-0.0035915,0.018446,0.02085,-0.019151,-0.017722,-0.054457,-0.068952,-0.072152,-0.071722,-0.066588,-0.073618,-0.065044,-0.033236,-0.040546,-0.04186,-0.030989,-0.025028,-0.033807,-0.052759,-0.049139,-0.029035,-0.044731,-0.043862,-0.039865,-0.048696,-0.022091,-0.01863,-0.03062,-0.036122,-0.044395,-0.055267,-0.072661,-0.073097
