-0.29545,-0.22592,-0.32354,-0.55895,-0.68225,-0.72976,-0.65461,-0.52311,-0.42522,-0.52472,-0.64948,-0.70305,-0.5428,-0.40186,-0.41176,-0.506,-0.53068,-0.6112,-0.65283,-0.62179,-0.42268,-0.23624,-0.096803,0.1311,0.21678,0.25746,0.31136,0.35752,0.35703,0.29814,0.35101,0.37043,0.29389,0.31871,0.33317,0.32309,0.31428,0.35856,0.36796,0.34423,0.347,0.37624,0.34988,0.3188,0.3371,0.37009,0.31983,0.33902,0.39352,0.35613,0.34967,0.37719,0.3753,0.34075,0.34194,0.36903,0.3645
0.030166,-0.050069,-0.41579,-0.62742,-0.81658,-0.91064,-0.86056,-0.78303,-0.70188,-0.79655,-0.89454,-0.83905,-0.77314,-0.71583,-0.70467,-0.72062,-0.73382,-0.79027,-0.81136,-0.77734,-0.65745,-0.49694,-0.23286,0.0061804,0.126,0.2851,0.40873,0.44081,0.42523,0.4498,0.45372,0.44006,0.39986,0.41911,0.45125,0.43262,0.44396,0.47958,0.45614,0.44901,0.50106,0.48527,0.47604,0.50154,0.53494,0.51344,0.50513,0.51978,0.52219,0.48668,0.47813,0.51532,0.49499,0.47221,0.51609,0.50894,0.48133
0.022849,0.14572,0.31927,0.26347,0.29227,0.29218,0.27455,0.32479,0.3752,0.34176,0.31696,0.26429,0.34054,0.27736,0.27321,0.2752,0.20855,0.17433,0.17213,0.20668,0.22896,0.19011,0.096118,0.050246,-0.032002,-0.20512,-0.19906,-0.20588,-0.19551,-0.19492,-0.20174,-0.22597,-0.19178,-0.16937,-0.1502,-0.15392,-0.14842,-0.14204,-0.14355,-0.17326,-0.16912,-0.18055,-0.2101,-0.22545,-0.20114,-0.1972,-0.21471,-0.18539,-0.16049,-0.17503,-0.15677,-0.13464,-0.14248,-0.14893,-0.15151,-0.16119,-0.17932
0.061661,0.1007,0.078055,0.016673,-0.042291,-0.10545,-0.10358,-0.030371,0.014547,-0.037548,-0.11443,-0.12276,-0.0069067,7.3357e-05,0.061347,-0.038758,-0.0765,-0.10738,-0.13305,-0.11039,-0.043598,-0.034694,0.0093494,0.023793,0.033147,0.034954,0.028449,0.077307,0.052805,0.038296,0.054592,0.063039,0.048615,0.041624,0.040703,0.032597,0.024445,0.015952,0.025032,0.014646,0.015093,0.015726,0.011807,0.0071115,0.0082933,0.0095146,-0.00025703,0.00026909,0.0074178,0.0015189,0.0015907,0.0052007,0.0054648,0.0011711,0.0033101,0.010003,0.012088
0.21871,0.01203,-0.1341,-0.23716,-0.30396,-0.31428,-0.32227,-0.34194,-0.39359,-0.36707,-0.30963,-0.33248,-0.35981,-0.3689,-0.34343,-0.3444,-0.33584,-0.31278,-0.32429,-0.32647,-0.25608,-0.12943,-0.056549,-0.017046,0.082224,0.14577,0.16847,0.18903,0.20199,0.19836,0.18191,0.1959,0.2101,0.19456,0.1936,0.20476,0.19499,0.16837,0.18958,0.19693,0.16635,0.18211,0.20218,0.18344,0.1684,0.18604,0.18821,0.17074,0.16783,0.18754,0.18617,0.16197,0.18295,0.20163,0.16739,0.1827,0.19858
-0.06739,-0.36669,-0.59965,-0.677,-0.60776,-0.48336,-0.50313,-0.62674,-0.70084,-0.62414,-0.54553,-0.50389,-0.52527,-0.58848,-0.60825,-0.50236,-0.39395,-0.35608,-0.37555,-0.36657,-0.20029,0.045631,0.13509,0.16797,0.17737,0.26757,0.29528,0.25598,0.24491,0.23552,0.27518,0.28465,0.24273,0.26483,0.27715,0.26822,0.27463,0.30701,0.30407,0.30178,0.31839,0.32792,0.31347,0.30789,0.32339,0.33305,0.31001,0.33597,0.36377,0.33802,0.33149,0.3532,0.34075,0.31867,0.32739,0.33284,0.32113
-0.045228,0.0861,0.22763,0.28067,0.31463,0.33637,0.31764,0.2902,0.27912,0.29563,0.30589,0.30382,0.2579,0.25379,0.25502,0.2467,0.27037,0.29259,0.27124,0.22707,0.068736,-0.10251,-0.17102,-0.16792,-0.1536,-0.15506,-0.16301,-0.14214,-0.15435,-0.16127,-0.15886,-0.15883,-0.16256,-0.14376,-0.13861,-0.13435,-0.14472,-0.13535,-0.13548,-0.12988,-0.13359,-0.13212,-0.14554,-0.1308,-0.13181,-0.14341,-0.13634,-0.13319,-0.12869,-0.13219,-0.13858,-0.13109,-0.13704,-0.14415,-0.13702,-0.14395,-0.1431
-0.25972,-0.16602,0.1486,0.23168,0.32359,0.34861,0.29697,0.26964,0.27266,0.29429,0.28518,0.27219,0.29889,0.31742,0.26965,0.27701,0.21524,0.18314,0.24265,0.22334,0.20746,0.12114,0.06702,0.0050918,-0.057141,-0.026241,-0.031111,-0.055535,-0.088503,-0.13874,-0.044047,-0.024991,-0.021801,-0.045623,-0.12981,-0.14047,-0.14024,-0.14785,-0.14649,-0.13781,-0.14112,-0.14552,-0.17169,-0.16133,-0.19504,-0.20549,-0.20488,-0.20233,-0.20202,-0.20075,-0.19993,-0.20698,-0.23016,-0.25345,-0.21404,-0.2266,-0.20801
0.18299,0.0059461,-0.17336,-0.25235,-0.2921,-0.31161,-0.30729,-0.29774,-0.30096,-0.30907,-0.32078,-0.30904,-0.28795,-0.27682,-0.28311,-0.28981,-0.28606,-0.2834,-0.30022,-0.28675,-0.1871,-0.038381,0.061481,0.08686,0.09218,0.10496,0.1151,0.13109,0.12728,0.13727,0.11644,0.11246,0.12013,0.12455,0.14241,0.14367,0.14872,0.15016,0.15092,0.16153,0.1661,0.16407,0.16789,0.16947,0.16961,0.16893,0.1715,0.17903,0.17671,0.17502,0.17446,0.17723,0.18153,0.18681,0.18318,0.18568,0.18053
0.10242,-0.25734,-0.46694,-0.52828,-0.49547,-0.44442,-0.43125,-0.45234,-0.4949,-0.46026,-0.44879,-0.43732,-0.43334,-0.43129,-0.45389,-0.42454,-0.40104,-0.37214,-0.36576,-0.34764,-0.18059,0.12799,0.25829,0.27166,0.23019,0.23921,0.22015,0.19629,0.1967,0.194,0.18335,0.18553,0.18487,0.19158,0.20299,0.20324,0.21369,0.22261,0.22308,0.24185,0.23231,0.24527,0.24274,0.22786,0.21709,0.23446,0.22976,0.25199,0.258,0.25901,0.26108,0.25959,0.26695,0.27223,0.25632,0.26272,0.26048
