0.1287,0.23202,0.23807,0.40345,0.29207,0.14132,-0.067012,-0.10382,-0.046228,-0.16734,-0.29935,-0.36916,-0.58859,-0.80338,-0.91664,-0.91851,-1.0513,-1.3276,-1.5944,-1.7297,-1.7694
0.47046,0.32397,0.15677,-0.23476,-0.3595,-0.45092,-0.56294,-0.74766,-0.81146,-0.67581,-0.56718,-0.58348,-0.74565,-0.88642,-1.0744,-1.3221,-1.346,-1.2378,-1.2233,-1.2503,-1.2843
0.72434,0.40853,-0.059529,-0.45514,-0.75174,-0.98649,-1.1706,-1.2803,-1.128,-0.88649,-0.99329,-0.56322,-0.22011,0.097311,0.26861,0.35537,0.4967,0.62677,0.68494,0.71185,0.72689
-0.81751,-1.105,-1.3642,-1.7498,-1.8797,-1.8812,-1.6548,-1.4379,-1.1682,-0.95,-0.82628,-0.81416,-0.59168,-0.17487,0.15097,0.31102,0.43708,0.61026,0.74422,0.81793,0.82495
-1.4025,-1.2496,-1.0166,-0.38875,-0.11761,0.11258,0.25819,0.40067,0.61436,0.88222,1.0931,1.1042,0.89297,0.69464,0.6393,0.74813,0.83936,0.84217,0.89422,0.96401,0.95204
-2.9319,-2.6328,-1.9963,-1.7115,-1.466,-0.96488,-0.46497,-0.19388,-0.024036,0.27477,0.23289,0.24384,0.39201,0.13391,-0.052037,-0.15722,-0.1727,0.027721,0.34631,0.64139,0.84328
-1.4809,-1.4897,-1.4294,-0.81445,-0.46665,-0.30256,-0.33422,-0.22288,-0.099139,-0.33682,-0.49953,-0.93829,-0.88018,-0.48044,-0.23613,0.086589,0.065664,-0.12508,-0.0069282,0.17807,0.26057
-0.66218,-0.75543,-0.34694,-0.28788,-0.46639,-0.42211,-0.32924,-0.34323,-0.56916,-0.4227,-0.35529,-0.73093,-0.91192,-0.81362,-0.62784,-0.59304,-0.48073,-0.11304,0.2595,0.52204,0.5509
1.8757,2.0361,1.8755,1.9746,1.9941,1.5247,0.84276,0.47756,0.20311,-0.5172,-0.9583,-0.71329,-0.51041,-0.31006,0.13392,0.75267,1.0142,0.97793,0.97811,0.98415,0.96474
1.161,1.1817,1.1496,0.80723,0.20578,-0.45994,-1.0276,-1.3536,-1.3257,-1.0255,-0.81499,-0.37284,-0.096759,-0.18497,-0.36924,-0.44792,-0.15447,0.20617,0.41797,0.56206,0.66281
0.55732,0.34393,-0.20142,-0.8612,-1.222,-1.4955,-1.8504,-2.0118,-1.8312,-1.8196,-1.688,-1.3218,-1.062,-0.54257,-0.51947,-0.63538,-0.62751,-0.64517,-0.66739,-0.63961,-0.69366
1.0533,0.53695,-0.40551,-0.98287,-1.4224,-1.575,-1.2755,-0.97376,-0.052071,0.417,-0.036604,0.25271,0.56123,0.93977,1.083,1.0255,0.88473,0.60725,0.23795,-0.11777,-0.38867
