-0.10672,0.061785,0.2239,0.34463,0.58095,0.73673,0.71101,0.62101,0.5137,0.3293,0.19781,0.24729,0.35481,-0.09063,-0.28535,-0.038118,-0.10548,-0.16168,0.12468,-0.022816,0.09418,0.14533
0.81822,0.5915,0.36596,0.17205,-0.049811,-0.099496,-0.00090031,-0.03582,-0.14837,-0.24837,-0.4475,-0.63311,-0.6936,-0.23217,-0.039765,-0.17787,-0.12078,-0.093384,-0.37049,-0.20738,-0.19679,-0.27376
0.64336,0.53233,0.45612,0.28181,0.3465,0.49617,0.4732,0.13776,-0.20996,-0.37679,-0.4202,-0.42416,-0.32047,-0.32991,-0.32054,-0.033329,-0.02425,-0.032329,0.13545,0.15075,0.22455,0.21538
-0.78118,-1.0843,-1.393,-1.5687,-1.7529,-1.9474,-2.0661,-2.2478,-2.1283,-1.9404,-1.899,-1.8701,-1.8267,-1.3,-1.0383,-1.2442,-1.1037,-1.0014,-1.2613,-1.0129,-1.0234,-1.1981
-3.3681,-2.8061,-2.5464,-2.3167,-1.78,-1.1247,-0.63274,-0.32352,-0.072847,0.11857,0.35995,0.49078,0.49368,0.33735,0.41562,0.57495,0.5748,0.688,1.0637,1.0899,1.2313,1.3356
0.10374,-0.069334,0.31267,0.65728,0.53297,0.4093,0.57025,0.82107,0.87445,0.82686,0.75806,0.8029,0.97744,0.87102,0.75637,1.0442,1.1931,1.2227,1.132,1.0238,0.92544,0.92417
-3.2934,-2.9424,-2.8121,-2.6096,-2.2788,-2.0571,-1.8227,-1.3496,-1.0593,-0.97465,-0.82532,-0.79898,-0.8816,-0.91021,-0.93479,-1.0818,-1.0265,-0.91848,-0.90383,-0.92462,-0.79642,-0.61021
0.28191,0.20993,0.10097,-0.00088854,-0.074092,-0.11815,-0.15147,-0.26695,-0.33129,-0.27965,-0.20495,-0.21287,-0.45329,-0.72971,-0.68843,-0.5297,-0.51078,-0.5527,-0.59258,-0.75344,-1.0385,-1.3396
1.7271,1.9411,2.0937,2.0818,2.022,1.5951,0.86806,0.33694,0.043809,-0.13891,-0.31545,-0.39088,-0.47643,-0.71765,-0.81024,-0.88839,-0.8555,-0.7085,-0.46272,-0.30043,-0.18261,-0.086788
1.235,0.89626,0.8178,0.57754,-0.093126,-0.79407,-1.3224,-1.6812,-2.0611,-2.3013,-2.407,-2.3678,-2.0623,-1.6903,-1.6762,-1.5309,-1.4014,-1.3016,-1.1694,-0.95085,-0.69928,-0.37158
0.64445,0.35796,0.040743,-0.2789,-0.45806,-0.52185,-0.79593,-1.3701,-1.861,-2.1618,-2.1785,-1.8819,-1.2025,-0.77623,-0.61551,-0.48035,-0.59484,-0.76063,-0.7726,-0.97996,-1.0807,-0.9904
-0.1504,-0.61747,-1.0915,-1.4982,-1.782,-1.8569,-1.8633,-2.1481,-2.0216,-1.7286,-1.4656,-1.2227,-0.72003,0.16456,0.45754,0.33367,0.30499,0.27316,0.083858,0.31479,0.47596,0.39475
