-0.60221,-0.60542,-0.68304,-0.69107,-0.68067,-0.59107,-0.48466,-0.33395,-0.31585,-0.37668,-0.38379,-0.41296,-0.63556,-0.77074,-0.89507,-1.0757,-1.1394,-1.2481,-1.3742,-1.5132,-1.5781,-1.6482
0.63046,0.42933,0.15912,-0.062754,-0.19738,-0.30844,-0.35311,-0.41719,-0.47637,-0.48064,-0.41833,-0.44091,-0.42605,-0.53185,-0.52533,-0.46221,-0.59894,-0.63178,-0.55198,-0.47028,-0.5154,-0.53305
1.7201,1.3064,0.88595,0.579,0.296,0.094096,0.033137,0.0769,0.08433,0.11358,0.2204,0.2623,0.25558,0.38766,0.73907,1.0024,1.0224,1.1184,1.2835,1.4467,1.5287,1.6006
-1.3887,-1.3279,-1.2769,-1.2342,-1.1951,-1.2133,-1.1129,-1.0469,-0.90322,-0.7526,-0.73545,-0.77086,-0.721,-0.94785,-1.0793,-0.66005,-0.40167,-0.33874,-0.34876,-0.30977,-0.20515,-0.094636
-2.2355,-1.9272,-1.634,-1.4107,-1.1652,-0.87269,-0.61834,-0.19113,0.16602,0.34569,0.46567,0.53244,0.30974,0.1295,-0.10464,-0.15463,0.042359,0.11473,0.07825,0.042106,0.098308,0.13343
-1.5157,-1.2333,-0.71711,-0.40745,-0.32976,-0.076583,0.48217,0.63383,0.55182,0.49032,0.50339,0.58797,0.8957,1.1775,1.3607,1.2504,1.2019,1.1922,1.336,1.4498,1.4154,1.4082
-2.334,-1.9691,-1.4653,-1.0885,-0.81265,-0.78613,-0.98628,-0.82609,-0.48725,-0.49403,-0.83656,-1.2135,-1.4467,-1.32,-0.84721,-0.45003,-0.34317,-0.20942,-0.15261,-0.10102,0.029393,0.028348
0.68756,0.92936,1.1587,1.2643,1.133,0.88329,0.75777,0.62954,0.2612,-0.22781,-0.559,-0.71149,-0.92411,-1.2602,-1.5457,-1.3188,-0.9216,-0.76845,-0.79275,-0.8299,-0.79853,-0.70638
1.0206,0.95276,0.83403,0.75042,0.64027,0.41651,-0.01861,-0.25563,-0.36582,-0.50666,-0.73372,-0.72024,-0.61496,-0.49441,-0.43469,-0.30361,-0.050074,0.11376,0.16938,0.27172,0.45182,0.60442
1.2544,0.87241,0.30122,-0.1795,-0.4349,-0.64962,-0.937,-1.103,-1.0801,-0.79579,-0.48664,-0.41452,-0.071863,0.48805,0.9529,0.95596,0.80175,0.85835,1.0842,1.2022,1.1848,1.1456
1.55,0.66524,-0.43022,-1.1994,-1.6856,-1.9462,-2.1162,-2.4407,-2.8656,-2.8004,-2.1494,-1.7649,-1.7084,-1.3109,-0.40377,0.078734,-0.29608,-0.53436,-0.42193,-0.46809,-0.65096,-0.83902
-0.098899,-0.38948,-0.60151,-0.7164,-0.73501,-0.6207,-0.20912,0.22586,0.62844,0.98866,1.3113,1.3426,1.225,0.79327,0.51359,0.83453,0.81003,0.44955,0.16917,-0.022894,-0.18645,-0.34383
