-0.14036,0.083931,-0.37865,-0.32619,-0.52779,-0.49354,-0.28779,0.00067932,-0.045161,-0.30335,-0.47373,-0.59178,-0.57733,-0.60914,-0.8835,-1.1461,-1.3492,-1.3832
0.26569,-0.19804,0.10054,-0.28462,-0.44643,-0.58904,-0.87942,-1.2202,-1.3727,-1.3906,-1.3558,-1.2214,-1.1665,-1.0967,-1.0004,-0.96798,-0.86979,-0.86759
0.8708,0.90075,0.33937,0.20389,-0.0067417,-0.070551,-0.085664,-0.255,-0.35461,-0.27901,-0.14067,0.058083,0.24863,0.4689,0.57852,0.63622,0.74687,0.8348
-0.70847,-0.89629,-0.31626,-0.5765,-0.5154,-0.55872,-0.70294,-0.76565,-0.62732,-0.60467,-0.42769,-0.16901,-0.23224,-0.36918,-0.33618,-0.25091,-0.11893,-0.1085
-2.7709,-2.4632,-2.6936,-2.1134,-2.0961,-1.7915,-1.265,-0.79826,-0.75013,-0.54984,-0.29191,-0.25547,-0.37072,-0.41632,-0.53695,-0.62312,-0.69416,-0.59674
-1.269,-0.76152,-0.42544,-0.58726,-0.046802,0.18472,0.15209,0.1485,0.52039,0.58725,0.34401,0.49916,0.71697,0.6089,0.66629,0.77831,0.91613,1.0929
-0.50001,-0.55034,-0.54343,0.12317,0.10222,0.095741,0.27137,0.40654,0.20891,0.14227,0.47223,0.46575,0.32044,0.44729,0.44282,0.39633,0.24056,0.28815
-0.77312,-0.16351,0.076234,-0.24858,0.0074323,0.11414,-0.030037,-0.29632,-0.3113,-0.46517,-0.78383,-0.85204,-1.012,-1.4425,-1.8334,-2.0626,-1.9719,-1.7896
2.3494,2.1918,2.0206,2.2063,1.9558,1.6894,1.5009,1.2274,0.80523,0.4939,0.49943,0.49017,0.25312,0.11899,0.17385,0.24109,0.23732,0.36382
1.0234,0.76668,0.1239,-0.34332,-0.599,-0.90817,-1.0652,-1.281,-1.4203,-1.2638,-1.1265,-1.0048,-0.67905,-0.24751,-0.082043,0.19234,0.46478,0.75364
0.58589,0.11577,-0.39292,-0.73349,-1.0868,-1.3516,-1.4451,-1.3993,-1.2147,-1.1656,-1.0382,-0.70072,-0.39754,-0.18567,-0.059141,0.087832,0.25565,0.3277
1.154,0.93916,0.83529,0.85833,0.70586,0.68366,0.91532,1.3111,1.562,1.8661,2.3075,2.2048,1.8119,1.6949,1.4333,1.3316,1.3594,1.2871
