-0.47125,-0.28006,-0.39446,-0.58976,-0.63591,-0.53437,-0.61676,-0.69601,-0.79678,-0.80395,-0.72397,-0.67296,-0.67715,-0.82196,-1.0399,-1.092,-1.218,-1.2469,-1.3358,-1.3701,-1.4106,-1.5801,-1.8277
1.1032,0.83753,0.70957,0.71167,0.74399,0.54958,0.4493,0.33909,0.23136,0.058451,-0.14806,-0.33728,-0.47193,-0.43885,-0.27219,-0.22451,-0.072916,-0.082163,-0.021653,0.011846,-0.035745,-0.092659,-0.090444
-0.022233,-0.028441,-0.17095,-0.41609,-0.69004,-0.81329,-0.88972,-0.79576,-0.67478,-0.58701,-0.53838,-0.51797,-0.4559,-0.24845,-0.076655,0.15376,0.30177,0.49609,0.62068,0.80734,0.9703,1.0636,1.2016
-1.3194,-1.5773,-1.4134,-1.1182,-0.97632,-1.0434,-0.86549,-0.69091,-0.46981,-0.34433,-0.32249,-0.28416,-0.17893,0.039386,0.31242,0.21374,0.39011,0.51648,0.51331,0.35082,0.22212,0.29707,0.34516
-0.75582,-0.41588,-0.35731,-0.4815,-0.51785,-0.26573,-0.22699,-0.1172,-0.097673,-0.086311,-0.046475,-0.064902,-0.048859,-0.088223,-0.22235,-0.19276,-0.26032,-0.22477,-0.34125,-0.35253,-0.37866,-0.45618,-0.53773
-1.6246,-1.5046,-1.255,-0.91074,-0.69836,-0.66935,-0.5537,-0.46483,-0.3843,-0.35754,-0.29694,-0.17097,-0.052615,0.08665,0.18969,0.1897,0.15839,0.027297,0.19632,0.36018,0.52895,0.76312,1.3303
-1.4085,-1.1961,-1.0777,-1.0404,-0.76709,-0.51272,-0.38589,-0.26268,-0.044362,0.22088,0.39017,0.46936,0.46079,0.24625,0.01287,0.15173,0.10247,0.098658,-0.14607,-0.30931,-0.32671,-0.25604,-0.16625
0.27835,0.02932,0.090411,0.15736,0.031386,-0.029478,0.049847,0.16423,0.038471,-0.27027,-0.56597,-0.85061,-1.0598,-1.1304,-1.27,-1.695,-1.74,-1.767,-1.6239,-1.5991,-1.6189,-1.4532,-1.0961
1.2541,1.4878,1.5237,1.4018,1.2901,1.1594,0.95505,0.75219,0.67242,0.68628,0.66625,0.64347,0.58713,0.5277,0.44733,0.50076,0.36712,0.25105,-0.068542,-0.2558,-0.22445,-0.0033641,0.18588
1.3795,1.1726,0.91659,0.72731,0.46246,0.21493,0.011385,-0.10049,-0.22934,-0.39826,-0.63903,-0.76777,-0.67128,-0.58831,-0.56238,-0.46507,-0.66263,-0.78344,-0.43327,0.078065,0.55247,0.88646,1.4208
-0.62684,-0.7264,-0.98682,-1.2233,-1.3203,-1.301,-1.1821,-1.232,-1.4104,-1.5623,-1.5927,-1.4825,-1.4247,-1.1926,-0.72692,-0.38598,-0.093155,-0.08269,-0.21039,-0.2675,-0.30501,-0.3262,-0.29612
-0.4113,-0.51648,-0.40761,-0.18378,-0.19498,-0.23797,0.010351,0.54036,1.2345,1.6761,1.7818,1.7862,1.8578,2.0936,2.214,2.2241,2.1827,2.2794,2.1503,1.9859,1.7393,1.3916,0.86831
