-0.91091,-1.0175,-0.95287,-1.0649,-1.1592,-0.85235,-0.77511,-0.84033,-0.8124,-0.87927,-0.80613,-1.0238,-1.1052,-1.2551,-1.4166,-1.4759,-1.5589,-1.6332,-1.6732
1.7601,1.6945,1.4017,1.1942,1.1957,0.87851,0.59826,0.32196,-0.0078472,-0.03299,-0.081939,-0.13942,-0.1647,-0.14252,-0.2574,-0.45431,-0.54064,-0.61078,-0.65707
1.9641,1.7164,1.5447,1.1569,0.69576,0.55368,0.40541,0.15886,-0.046338,0.041691,0.24298,0.31771,0.52772,0.56389,0.60665,0.74297,0.94351,1.0368,1.061
-0.7571,-0.67816,-0.80391,-0.6189,-0.56021,-0.92417,-0.92798,-0.96114,-1.0247,-0.84718,-0.71437,-0.44308,-0.37408,-0.3508,-0.25752,-0.063312,0.08351,0.18725,0.22828
-3.0326,-2.9362,-2.5939,-2.5007,-2.375,-1.6776,-1.1287,-0.73497,-0.35385,-0.14113,0.14522,0.2437,0.257,0.30623,0.31687,0.32564,0.30595,0.30294,0.39453
-1.9396,-1.6338,-1.4659,-1.2966,-1.033,-0.99292,-0.66753,-0.48055,-0.31054,-0.11472,-0.15787,-0.19762,-0.26168,-0.16753,-0.14556,-0.30894,-0.3073,-0.081935,0.08205
-2.393,-2.1749,-1.7037,-1.4543,-1.4087,-1.0905,-0.71125,-0.29948,-0.086124,-0.34288,-0.3296,-0.38403,-0.69623,-0.77413,-0.72291,-0.57031,-0.39429,-0.199,-0.067947
-0.057913,0.32424,0.49873,0.83555,1.0841,0.92816,0.90142,0.65973,0.21209,-0.030262,-0.43386,-0.67765,-1.0087,-1.3116,-1.4048,-1.3401,-1.1792,-0.98691,-0.86242
0.64177,0.62723,0.8147,0.8782,0.6507,0.61808,0.3597,0.15667,0.026646,-0.2729,-0.32275,-0.20532,-0.052326,-0.085245,-0.022002,0.32791,0.6471,0.84746,0.94151
2.4771,2.3559,1.9383,1.2828,1.1013,0.87369,0.19152,-0.47429,-0.81121,-0.91912,-0.93098,-0.95198,-0.60135,-0.29229,-0.1412,-0.15268,-0.0023063,0.060548,0.067257
1.7299,1.1813,0.57924,0.097431,-0.36745,-0.87745,-1.551,-1.9778,-1.9873,-1.6406,-1.2414,-1.1019,-0.81972,-0.51812,-0.29867,-0.16268,-0.12954,-0.13802,-0.19215
1.6866,1.5772,1.3541,1.0045,0.56316,0.31999,0.58917,0.62889,0.74916,1.447,2.0542,1.7441,1.3418,1.2633,1.3154,1.2298,0.98802,0.68987,0.43685
