0.27143,0.14711,0.1431,0.090853,-0.1831,-0.54541,-0.63275,-0.49272,-0.43,-0.55469,-0.6831,-0.84805,-1.1091,-1.3282,-1.4907,-1.6061,-1.5968,-1.532
0.47384,0.47082,0.38354,0.3963,0.45534,0.49373,0.43944,0.21485,0.059619,-0.064562,-0.15415,-0.23967,-0.3369,-0.3128,-0.41747,-0.36829,-0.41362,-0.48373
1.7405,1.5974,1.4013,1.2302,0.91592,0.52635,0.28415,0.32064,0.37655,0.3227,0.32957,0.31479,0.32131,0.35819,0.39012,0.62817,0.76627,0.82254
-1.3301,-1.3026,-1.4247,-1.4967,-1.3137,-0.99356,-0.85883,-0.77972,-0.62851,-0.48981,-0.40862,-0.27691,-0.010753,0.21232,0.33215,0.3707,0.39351,0.39152
-1.9333,-1.8469,-1.6872,-1.4794,-1.2815,-1.196,-1.0302,-0.59738,-0.25501,-0.25038,-0.22728,-0.22107,-0.29546,-0.29816,-0.2842,-0.36793,-0.35269,-0.38139
-1.6822,-1.6268,-1.4175,-1.221,-0.85801,-0.43527,-0.30967,-0.62016,-0.82759,-0.95069,-0.97944,-0.79498,-0.66293,-0.46132,-0.091944,0.18013,0.09565,0.028355
-2.0894,-1.9821,-1.7559,-1.5299,-1.1782,-0.90429,-0.56995,-0.16044,0.10191,0.367,0.41127,0.24059,-0.063057,-0.12872,0.036296,-0.19989,-0.11414,0.010477
-0.0020279,0.11834,0.095659,0.10944,0.31876,0.53594,0.45333,0.034658,-0.42128,-0.86351,-1.3565,-1.5513,-1.6234,-1.7679,-1.7378,-1.6918,-1.8452,-2.0452
2.0882,2.0209,1.9454,1.7663,1.4825,1.0874,0.89861,0.96518,0.99769,1.0909,1.0179,0.762,0.75248,0.89844,0.92168,0.55555,0.58961,0.76663
0.97543,0.95046,0.94418,0.94484,0.76892,0.32991,-0.010829,-0.45686,-0.96104,-1.5341,-1.6231,-1.4974,-1.2114,-0.87301,-0.99855,-0.48336,-0.32053,-0.24649
1.14,0.61127,0.31746,-0.074244,-0.77716,-1.6557,-2.0654,-2.0947,-1.6205,-0.87737,0.095942,0.71716,1.1178,1.4058,1.1789,0.80825,0.64361,0.56926
0.76498,0.72203,0.55771,0.46598,0.53401,0.67055,0.75998,1.2691,1.9118,1.9941,2.1887,2.3453,2.1768,1.7938,0.96045,0.77914,0.67887,0.49977
