0.47019,0.17342,-0.14995,-0.44326,-0.61251,-0.66591,-0.66636,-0.55236,-0.40394,-0.40387,-0.39055,-0.31554,-0.34765,-0.42578,-0.50205,-0.48585,-0.50865,-0.6512,-0.76509,-0.78292,-0.73623,-0.7364,-0.8056
0.14331,0.13026,0.16626,0.13793,0.044178,-0.072577,-0.14417,-0.1143,-0.09939,-0.13584,-0.27289,-0.42048,-0.40909,-0.32254,-0.23722,-0.21098,-0.17156,-0.11517,-0.041654,-0.098389,-0.30041,-0.49025,-0.47305
2.2757,1.845,1.2896,0.77909,0.44235,0.22189,0.026998,-0.052997,-0.099108,-0.23271,-0.36921,-0.47089,-0.58013,-0.69447,-0.59301,-0.44751,-0.39001,-0.41481,-0.38147,-0.34503,-0.35376,-0.37409,-0.24971
-2.049,-1.8542,-1.6922,-1.511,-1.2822,-1.1675,-1.1273,-1.1459,-1.1641,-1.1139,-1.1415,-1.0934,-1.0121,-1.057,-1.0939,-1.1469,-1.2195,-1.173,-1.0553,-0.89018,-0.8685,-0.84459,-0.62281
-1.781,-1.798,-1.7048,-1.4862,-1.2642,-0.97638,-0.78751,-0.51161,-0.00077737,0.4047,0.60727,0.75471,0.86647,1.1148,1.1684,1.297,1.4589,1.5502,1.5967,1.657,1.8037,1.8054,1.6392
-1.3769,-1.0667,-0.86493,-0.65252,-0.59325,-0.65958,-0.53304,-0.34536,-0.37283,-0.30734,-0.10985,-0.0032916,0.090044,0.060462,0.32517,0.57655,0.82538,1.2114,1.3382,1.1694,0.95446,0.85694,0.64291
-2.8532,-2.5932,-2.0315,-1.3522,-0.8314,-0.39598,-0.22995,-0.15732,0.012664,0.043513,0.0045141,-0.16829,-0.40954,-0.46764,-0.50311,-0.53819,-0.59099,-0.63482,-0.68707,-0.6354,-0.36462,-0.063045,-0.15602
0.074237,0.37379,0.66473,0.91595,1.0569,1.0584,1.0294,0.77287,0.32144,-0.0042292,-0.39165,-0.65394,-0.64619,-0.64529,-0.75217,-0.8247,-0.889,-0.81539,-0.8421,-0.96396,-1.104,-1.2555,-1.3001
2.1313,2.0809,1.6875,1.4975,1.3935,1.184,0.91881,0.6373,0.31384,-0.11526,-0.28139,-0.16996,-0.25345,-0.39096,-0.36728,-0.35511,-0.40556,-0.50187,-0.51286,-0.38943,-0.26781,-0.15919,-0.071122
0.16,0.14335,0.067885,-0.16061,-0.80802,-1.4852,-1.9002,-2.1817,-2.501,-2.7582,-2.6721,-2.4555,-2.1755,-1.9355,-1.4711,-0.95017,-0.49748,-0.10653,0.18249,0.24775,0.24066,0.19253,0.13317
2.7004,1.9713,1.2417,0.32641,-0.43885,-0.98729,-1.3186,-1.6918,-1.9468,-1.9255,-1.9619,-2.2481,-2.3397,-1.9347,-1.3075,-0.9345,-0.777,-0.89717,-0.96251,-0.99978,-0.9806,-0.88364,-0.87193
-0.22791,-0.52753,-0.82179,-0.88938,-0.96569,-1.167,-1.4318,-1.3818,-1.1349,-0.93178,-0.59058,-0.17083,-0.033683,-0.22177,-0.14375,-0.031665,-0.15788,-0.40836,-0.47435,-0.5079,-0.63975,-0.71684,-0.57873
