-0.42519,-0.64936,-0.72316,-0.65661,-0.67155,-0.86206,-1.0912,-0.82951,-0.6894,-0.74853,-0.72847,-0.69541,-0.65341,-0.57269,-0.33361,-0.25843,-0.24825,-0.050672,0.12575,0.22775,0.34166,0.3416,0.34662,0.35552,0.35861,0.32856,0.32942,0.37819,0.3877,0.3798,0.36761,0.38579,0.40213,0.38058,0.37899,0.40256,0.37312,0.33895,0.31611,0.31152,0.29259,0.25692,0.2513,0.28721,0.31845,0.34861,0.35569,0.35628,0.30504,0.28024,0.27666
0.26718,0.087294,0.11067,0.129,0.03873,-0.065147,-0.27689,-0.23003,-0.20194,-0.22864,-0.22578,-0.24062,-0.27394,-0.3222,-0.39074,-0.41017,-0.34294,-0.1408,0.12054,0.18902,0.1902,0.2249,0.22176,0.18022,0.14804,0.12993,0.095149,0.099143,0.10941,0.128,0.14323,0.11052,0.085108,0.082788,0.068979,0.032781,0.0072374,-0.0013692,0.0056312,0.00978,0.016382,0.051224,0.058067,0.033068,0.038605,0.059822,0.030946,-0.0026426,0.0054242,0.021795,0.02327
-0.042279,-0.080836,-0.18777,-0.38242,-0.38776,-0.27559,0.24204,0.41866,0.6772,0.74229,0.70007,0.6515,0.62696,0.584,0.54095,0.5149,0.48687,0.30532,0.0014012,-0.078416,-0.17023,-0.24062,-0.29061,-0.26915,-0.24299,-0.20531,-0.18436,-0.18779,-0.1744,-0.18326,-0.22015,-0.22323,-0.2181,-0.22837,-0.23801,-0.2166,-0.19382,-0.15421,-0.13527,-0.094498,-0.074061,-0.090732,-0.11075,-0.13001,-0.13136,-0.11704,-0.11428,-0.10337,-0.055949,-0.028855,-0.02973
-0.0064139,-0.27715,-0.53653,-0.56871,-0.54149,-0.44813,-0.28294,-0.18305,-0.19874,-0.20723,-0.21043,-0.19395,-0.18412,-0.17507,-0.055964,0.070232,0.12778,0.14719,0.13538,0.10906,0.11527,0.095398,0.10989,0.12955,0.13599,0.13689,0.12638,0.10737,0.11229,0.11223,0.10706,0.11416,0.11672,0.11384,0.11369,0.11988,0.12455,0.12598,0.12329,0.12951,0.13476,0.12463,0.10448,0.098595,0.090518,0.11637,0.11555,0.087502,0.087849,0.075495,0.074602
-0.15597,-0.32807,-0.37144,-0.28958,-0.29461,-0.26818,-0.12413,-0.10519,-0.11487,-0.12897,-0.15404,-0.14057,-0.12846,-0.1513,-0.1844,-0.087315,-0.026739,0.010951,0.033181,0.078472,0.12673,0.10767,0.11203,0.12826,0.13916,0.11758,0.1199,0.10537,0.097938,0.084153,0.068875,0.077498,0.086337,0.085471,0.088537,0.10507,0.10476,0.095144,0.08817,0.079596,0.077904,0.057194,0.060415,0.081572,0.085415,0.076596,0.093197,0.11199,0.095317,0.087097,0.086282
-0.10634,-0.14547,-0.21497,0.0051291,0.12464,0.1799,-0.16336,-0.21941,-0.24601,-0.20695,-0.20044,-0.19355,-0.18188,-0.16775,-0.056185,0.13333,0.1358,0.15638,0.12634,0.080412,0.044936,-0.0083556,0.071321,0.083321,0.076344,0.091873,0.071216,0.079378,0.088783,0.087267,0.074923,0.075831,0.090466,0.08332,0.073389,0.078222,0.066475,0.067525,0.066964,0.090355,0.099545,0.044401,-0.057943,-0.099733,-0.085765,0.080206,0.051531,-0.083935,-0.084814,-0.078558,-0.078087
0.14675,0.10846,-0.034468,-0.14846,-0.1253,-0.088614,-0.12605,-0.14485,-0.16037,-0.1521,-0.15499,-0.16013,-0.14741,-0.12781,-0.055861,-0.063845,-0.050981,-0.031293,0.0069869,0.00072923,0.0078096,0.010937,0.01077,-0.0036441,0.010432,-0.0029725,0.019915,0.016142,0.018879,0.028962,0.026936,0.030202,0.054717,0.043495,0.045098,0.060609,0.067399,0.067763,0.066187,0.06902,0.076749,0.077579,0.072055,0.099574,0.082142,0.042604,0.096776,0.1797,0.10159,0.019882,0.012313
0.24847,0.22131,-0.04479,-0.19905,-0.1717,-0.11818,-0.16252,-0.17898,-0.15444,-0.12908,-0.11681,-0.10986,-0.10368,-0.038837,0.13181,0.12953,-0.030395,-0.027221,0.0045594,0.014791,0.020055,0.020504,0.018834,0.027407,0.017119,0.036739,0.02211,0.018453,0.01825,0.018387,0.01924,0.048685,0.046456,0.024992,0.026597,0.028041,0.03009,0.042195,0.045887,0.052837,0.028301,0.035063,0.033536,0.031717,0.028473,0.034287,0.044026,0.028319,0.026798,-0.018969,-0.019341
0.049431,-0.071496,-0.1311,-0.099147,-0.11314,-0.087847,-0.14756,-0.19969,-0.22754,-0.23451,-0.23316,-0.22432,-0.23385,-0.26086,-0.25309,-0.090495,0.030403,0.04792,0.052854,0.075595,0.066681,0.076654,0.082564,0.082312,0.08802,0.083714,0.088093,0.075437,0.079165,0.084574,0.088904,0.074128,0.076526,0.083053,0.081318,0.074302,0.070793,0.067093,0.064352,0.067854,0.071199,0.065771,0.069245,0.079574,0.081201,0.070025,0.057633,0.061922,0.064613,0.086869,0.088025
-0.089353,-0.26322,-0.43409,-0.40003,-0.3691,-0.31496,-0.41845,-0.44562,-0.48093,-0.47155,-0.46749,-0.4501,-0.4469,-0.43266,-0.30511,-0.012089,0.16633,0.1966,0.14928,0.1525,0.12862,0.12909,0.15089,0.15231,0.16281,0.16929,0.17847,0.17921,0.18433,0.18419,0.18337,0.16858,0.18192,0.19182,0.19232,0.19234,0.19152,0.18835,0.17741,0.18922,0.18714,0.14471,0.12279,0.13525,0.14938,0.17592,0.1438,0.11583,0.1301,0.17711,0.17885
