-0.67661,-0.24629,0.57953,1.4264,1.9875,2.0355,1.9253,1.8289,0.06582,-0.62028,-0.70709,-0.56937,-0.37375,-0.24087,-0.17206,-0.15518,-0.23461,-0.93532,-1.2812,-0.34339,-0.094657,-0.041731,-0.099627,-0.37994,-0.61634,-0.66232,-0.26309,0.0064664,0.013066,0.063518,0.12245,0.21253,0.4114,0.11882,-0.091492,-0.035929,-0.016205,-0.06181,-0.12786,-0.18139,-0.14839,-0.20317,-0.22986,-0.23652,-0.22989,-0.059973,0.36116,-0.106,-0.14387,-0.15671,-0.18901,-0.22165,-0.18268,-0.17343,0.26998,0.43815,0.27556,0.089191,0.19962,0.32198,0.073136,-0.16672,-0.22607,-0.19785,-0.14724,-0.14621,-0.138,-0.1354,-0.15897
-0.92175,0.10415,0.54644,1.0907,1.3591,1.2286,0.99901,0.50076,0.066647,-0.36545,-1.0439,-1.1048,-1.2715,-0.80038,-0.93412,-1.2625,-1.2145,0.79492,1.124,1.1166,0.85625,-0.14568,-0.56463,-0.4878,-0.41936,-0.46646,-0.31134,-0.45585,-0.46083,-0.42437,-0.51628,-0.51869,-0.31259,-0.12705,-0.028586,-0.0020486,-0.027624,-0.03865,-0.057297,-0.092845,-0.063244,-0.056959,-0.050057,-0.029789,-0.010612,0.025872,0.048421,0.015974,-0.045743,0.023889,0.071764,0.10404,0.11547,0.11809,0.17069,0.18587,0.19166,0.22145,0.24129,0.28311,0.31736,0.3142,0.27896,0.2508,0.31451,0.29547,0.36019,0.42281,0.47402
-0.19066,0.60361,1.8211,3.0641,4.1603,4.8553,4.7793,3.8712,1.1483,-0.66119,-0.86697,-0.75906,-0.52307,-0.47062,-0.40104,-0.32985,-0.27103,-0.59748,0.30686,0.59774,-0.61791,-0.3632,-0.18343,-0.40562,-0.32508,-0.49841,-0.58997,-0.63126,-0.64584,-0.66264,-0.63155,-0.55224,-0.35496,-0.30827,-0.3911,-0.41944,-0.4261,-0.45021,-0.46238,-0.44132,-0.46591,-0.44419,-0.42516,-0.41041,-0.3838,-0.38058,-0.39473,-0.3705,-0.2803,-0.26125,-0.26403,-0.29409,-0.28178,-0.27149,-0.26706,-0.28497,-0.29137,-0.28347,-0.27132,-0.30381,-0.36648,-0.39606,-0.41138,-0.4695,-0.52074,-0.49564,-0.48777,-0.48698,-0.51123
0.98775,1.4632,1.3003,0.87927,0.60698,0.43131,0.46058,0.60906,1.13,1.2273,1.216,1.2202,1.2758,1.3247,1.3368,1.3396,1.4303,1.39,1.1167,0.18287,-0.31617,-0.62359,-0.59152,-0.53886,-0.52705,-0.49848,-0.48798,-0.45112,-0.4663,-0.47774,-0.47193,-0.45109,-0.43355,-0.45859,-0.5044,-0.51217,-0.51151,-0.52096,-0.53659,-0.50954,-0.4531,-0.45958,-0.46335,-0.45853,-0.4346,-0.42058,-0.4139,-0.36507,-0.28942,-0.35419,-0.33501,-0.37049,-0.34439,-0.31348,-0.30928,-0.31488,-0.32513,-0.33847,-0.33692,-0.34463,-0.35668,-0.37316,-0.41166,-0.3827,-0.3763,-0.41439,-0.42134,-0.42555,-0.43281
-0.80042,-0.80317,-0.39102,-0.3874,-0.76695,-0.89387,-0.83602,-0.57931,-0.13321,-0.25817,-0.32323,-0.38319,-0.38167,-0.51286,-0.53607,-0.46087,-0.33441,-0.19844,0.20832,0.813,0.74045,0.41343,0.23623,0.15967,0.14341,0.15823,0.067692,0.20768,0.21447,0.18062,0.2137,0.20468,0.1461,0.15142,0.16027,0.15928,0.1741,0.16661,0.15934,0.17687,0.17686,0.15345,0.15089,0.14489,0.14338,0.12617,0.091504,0.1375,0.22792,0.19021,0.16506,0.12789,0.10775,0.10199,0.058324,0.056189,0.096026,0.12251,0.099072,0.081606,0.092865,0.12699,0.14587,0.1207,0.14551,0.16373,0.13711,0.12536,0.10742
0.86048,1.0882,0.49484,-0.1892,-0.59258,-0.50304,-0.36417,-0.4037,-0.11868,0.31937,0.35096,0.35754,0.35702,0.41885,0.35246,0.33458,0.2737,-0.28762,0.021225,0.53646,0.14666,-0.24709,0.0026286,0.21745,0.29725,0.12236,-0.05373,-0.092232,-0.014117,-0.040275,-0.010525,-0.0047745,0.018335,-0.044859,-0.12609,-0.15089,-0.14783,-0.16773,-0.19235,-0.22568,-0.22494,-0.18245,-0.16837,-0.16328,-0.13784,-0.10188,-0.070368,-0.072009,-0.052634,-0.090894,-0.10995,-0.14521,-0.1192,-0.080414,-0.026164,-0.025197,-0.031398,-0.034982,-0.042874,-0.046295,-0.076534,-0.073534,-0.029463,-0.069074,-0.11206,-0.072257,-0.084476,-0.074376,-0.075074
0.031895,-0.17899,-0.17138,-0.16727,-0.18334,-0.27323,-0.30631,-0.3208,-0.36477,-0.35266,-0.33415,-0.30653,-0.27438,-0.28736,-0.28664,-0.2943,-0.28462,-0.10529,0.054538,0.11672,0.107,0.10734,0.10876,0.10729,0.1101,0.11093,0.09193,0.082157,0.087187,0.08906,0.096994,0.10751,0.1084,0.085428,0.068657,0.068424,0.070967,0.075794,0.074304,0.075315,0.081427,0.08603,0.084264,0.086157,0.091578,0.10218,0.11856,0.091635,0.091689,0.089018,0.087827,0.082731,0.078102,0.079763,0.096134,0.10206,0.097808,0.082795,0.078341,0.080924,0.07479,0.071339,0.076387,0.077126,0.074827,0.069197,0.073286,0.075758,0.073575
0.87743,-0.38464,-0.488,-0.32866,0.46839,0.75498,0.97113,1.3646,1.1336,1.6533,1.9168,2.1092,2.4539,2.516,2.7716,2.8418,2.4647,-0.11521,-0.40928,-0.88764,-0.97583,-0.7989,-0.82736,-0.92887,-0.98577,-0.56991,-0.15665,-0.055279,-0.061014,-0.090238,-0.068741,-0.049025,-0.12957,-0.26062,-0.31865,-0.2852,-0.28727,-0.29748,-0.33452,-0.33921,-0.3449,-0.33694,-0.34972,-0.35047,-0.33009,-0.33026,-0.29839,-0.29689,-0.29423,-0.30027,-0.30965,-0.29682,-0.30367,-0.29539,-0.32003,-0.38097,-0.51431,-0.71474,-0.72211,-0.71225,-0.72624,-0.81284,-0.83799,-0.53715,-0.59846,-0.59915,-0.59781,-0.6535,-0.69865
0.14959,2.8725,2.5622,2.3154,1.2189,0.51172,0.37725,0.49692,0.34216,-0.095126,-0.44566,-0.45332,-0.48305,-0.41236,-0.50104,-0.78823,-1.493,-0.78719,-0.016102,0.16093,0.16892,0.08714,0.032168,0.060515,0.081565,0.0055686,-0.17234,-0.24857,-0.234,-0.20831,-0.19492,-0.17882,-0.17343,-0.14624,-0.13925,-0.14694,-0.14058,-0.12991,-0.13551,-0.15578,-0.16485,-0.14863,-0.14102,-0.13609,-0.12834,-0.12124,-0.13857,-0.15828,-0.16417,-0.15754,-0.16257,-0.18442,-0.19753,-0.18821,-0.18676,-0.17875,-0.12987,-0.10358,-0.15027,-0.15585,-0.12459,-0.077971,-0.042221,-0.089784,-0.064624,-0.061551,-0.042164,0.0048523,0.030901
1.0949,2.5115,2.9264,3.0086,3.6753,4.8115,5.2245,5.2704,5.0847,4.6606,4.9431,4.7288,4.4091,4.3191,4.3329,4.599,4.3659,1.0545,-1.1249,-1.1148,-1.1646,-1.2679,-1.064,-0.94949,-0.95777,-1.1353,-1.3002,-1.2949,-1.2744,-1.2798,-1.2446,-1.266,-1.2299,-1.2203,-1.2174,-1.2511,-1.2517,-1.3164,-1.4139,-1.5206,-1.5583,-1.5204,-1.51,-1.5218,-1.5669,-1.5857,-1.5667,-1.5309,-1.5278,-1.5392,-1.5989,-1.616,-1.6235,-1.6137,-1.5628,-1.5389,-1.5173,-1.4457,-1.4309,-1.4313,-1.469,-1.4291,-1.3479,-1.4414,-1.4908,-1.4807,-1.5536,-1.5656,-1.5759
