1.573,2.0641,3.002,2.1711,1.3663,0.4291,-0.57864,-0.86989,-1.0192,-1.0576,-1.0337,-1.0478,-1.0967,-1.1279,-1.3649,-1.8497,-2.0332,-0.93034,-0.8073,-0.095762,0.25956,0.24206,0.088714,0.011899,0.21903,0.1717,0.10694,0.10969,0.16626,0.11738,0.074454,0.04685,0.067846,0.10441,0.091892,0.066215,0.070673,0.089554,0.090591,0.07003,0.088369,0.098883,0.1254,0.11061,0.073896,0.08512,0.10239,0.10507,0.093036,0.069054,0.085733,0.11376,0.092361,0.064361,0.068604,0.087286,0.085685,0.062628,0.043104,0.070552,0.072476,0.046444,0.031896,0.047245,0.057177,0.060263
2.436,1.8332,1.9833,2.3859,2.1683,1.6962,1.1227,0.86599,0.93955,1.0498,0.90587,0.8569,0.91094,1.2627,1.715,2.1429,2.2139,2.2206,1.3999,0.42087,-0.33368,-0.81735,-0.74183,-0.5678,-0.22774,-0.21925,-0.58475,-0.62505,-0.67931,-0.58837,-0.41606,-0.60609,-0.74294,-0.75594,-0.73672,-0.71648,-0.72329,-0.74185,-0.74468,-0.74162,-0.70699,-0.69856,-0.71835,-0.70716,-0.70874,-0.70653,-0.70492,-0.70954,-0.6868,-0.66431,-0.68207,-0.70566,-0.70339,-0.71106,-0.70541,-0.708,-0.70815,-0.68279,-0.66696,-0.68433,-0.70269,-0.7122,-0.70663,-0.70371,-0.71513,-0.70954
1.8549,2.9472,4.205,4.3519,3.4467,1.1609,0.13432,-0.15349,0.015869,0.062001,0.14011,0.21518,0.13983,0.091018,0.057813,-0.17624,0.14378,-0.31748,-0.79633,-0.4723,-0.62744,-0.50079,-0.58988,-0.50634,-0.27602,-0.27943,-0.27172,-0.32849,-0.36256,-0.39905,-0.40723,-0.37951,-0.35965,-0.36674,-0.37016,-0.38567,-0.39609,-0.38851,-0.37645,-0.3638,-0.3627,-0.36337,-0.36569,-0.37701,-0.378,-0.38154,-0.36234,-0.3473,-0.34357,-0.35866,-0.36118,-0.35409,-0.36199,-0.36163,-0.34273,-0.33112,-0.32196,-0.33329,-0.33959,-0.3413,-0.35053,-0.35143,-0.35198,-0.33301,-0.31955,-0.3196
1.5855,1.311,0.89615,0.69193,0.94976,1.456,2.0003,2.129,2.106,2.0973,2.0942,2.129,2.1654,2.1775,2.1775,1.9348,1.0255,0.23971,-0.16769,-0.39218,-0.51032,-0.48448,-0.56143,-0.5862,-0.7199,-0.78353,-0.77229,-0.72833,-0.75653,-0.72866,-0.68855,-0.68309,-0.67233,-0.65931,-0.65579,-0.65837,-0.65031,-0.64055,-0.63349,-0.63116,-0.6413,-0.63589,-0.62082,-0.62345,-0.62516,-0.62444,-0.61876,-0.61511,-0.61166,-0.6087,-0.5954,-0.584,-0.58537,-0.58826,-0.58465,-0.57726,-0.57388,-0.57563,-0.57521,-0.56381,-0.56144,-0.56474,-0.56618,-0.56178,-0.55905,-0.56001
0.15132,0.48749,0.4687,0.53004,0.70152,0.73185,0.51862,0.41341,0.25726,0.17897,0.23618,0.24287,0.20733,0.09339,-0.022315,0.1046,0.16994,0.081675,0.11154,-0.10708,-0.31527,-0.21995,-0.30465,-0.25696,-0.091584,-0.079239,0.006602,-0.038099,-0.045225,-0.08571,-0.17877,-0.13456,-0.11739,-0.13329,-0.14315,-0.1481,-0.14151,-0.12761,-0.12537,-0.12885,-0.16166,-0.16752,-0.14841,-0.12524,-0.1196,-0.11189,-0.11128,-0.1041,-0.11783,-0.12841,-0.11648,-0.091858,-0.089692,-0.085265,-0.090221,-0.087373,-0.088513,-0.10458,-0.10905,-0.094852,-0.082448,-0.079408,-0.079938,-0.08592,-0.082915,-0.084181
0.47476,-0.48011,-0.81695,-0.86657,-0.48968,0.40932,1.043,1.2516,1.1819,1.1018,1.0052,0.96285,0.94632,0.95757,0.87169,0.23648,0.28271,0.29375,0.0199,-0.11581,-0.28837,-0.077479,-0.18148,-0.21983,-0.027902,-0.12631,-0.22424,-0.21992,-0.22395,-0.2261,-0.19988,-0.21526,-0.21112,-0.18988,-0.19514,-0.20244,-0.21044,-0.21192,-0.21259,-0.20606,-0.20181,-0.20167,-0.18875,-0.19107,-0.21139,-0.2071,-0.19371,-0.18399,-0.18146,-0.18502,-0.17224,-0.15467,-0.16014,-0.17038,-0.16538,-0.15137,-0.14468,-0.15068,-0.15414,-0.14808,-0.14565,-0.15378,-0.15916,-0.15137,-0.13957,-0.13213
1.0473,2.5707,2.9505,1.5832,2.2475,3.2855,2.8214,2.6141,2.2546,2.5392,2.464,2.1039,1.6048,1.1674,-0.40435,-0.56333,-0.54438,-0.52341,-0.54066,-0.5021,-0.46908,-0.49228,-0.50746,-0.51419,-0.67599,-0.6798,-0.65938,-0.64985,-0.6401,-0.64084,-0.63652,-0.63928,-0.6342,-0.63306,-0.63293,-0.63463,-0.62561,-0.61392,-0.61069,-0.61093,-0.60917,-0.60477,-0.60431,-0.60697,-0.60577,-0.60503,-0.60545,-0.61477,-0.61581,-0.61464,-0.61349,-0.61322,-0.61562,-0.61688,-0.61604,-0.61567,-0.61507,-0.61502,-0.61942,-0.61698,-0.61709,-0.61959,-0.62384,-0.62015,-0.62381,-0.62677
-0.491,0.4098,0.57046,0.4049,0.50917,0.86057,0.9363,0.79664,0.63552,0.65601,0.75564,0.92027,1.1247,1.1949,1.1571,-0.02673,-1.0731,-1.1949,-1.0781,-0.40529,0.28774,0.33265,0.25666,-0.44383,-0.86673,-0.88028,-0.84881,-0.5362,-0.35681,-0.23303,-0.13171,-0.11938,-0.026277,0.075079,0.062839,0.039909,0.026434,0.010047,0.012072,0.015286,0.013332,0.012349,0.013614,-0.08984,-0.11791,-0.14379,-0.14959,-0.15218,-0.15348,-0.15392,-0.1269,-0.1477,-0.15352,-0.15334,-0.1534,-0.15359,-0.15766,-0.15311,-0.15631,-0.15638,-0.15515,-0.15522,-0.15821,-0.15722,-0.1399,-0.13949
-1.065,-1.4469,-1.7001,-1.6645,-1.6541,-1.7114,-1.7039,-1.6292,-1.4827,-1.4284,-1.3892,-1.3844,-1.3718,-1.3103,-1.0795,0.19353,0.82971,0.86558,0.85867,0.64513,0.43199,0.34179,0.35293,0.48358,0.63045,0.61328,0.54374,0.4811,0.45405,0.43472,0.43261,0.41657,0.39672,0.38092,0.37649,0.38347,0.38187,0.38236,0.37543,0.37937,0.37168,0.36819,0.36269,0.38486,0.38467,0.39325,0.39425,0.3918,0.38981,0.39259,0.38599,0.38575,0.38743,0.38701,0.3876,0.38669,0.38545,0.38543,0.3861,0.37959,0.38154,0.3797,0.37758,0.37642,0.37265,0.3766
3.154,2.8367,3.4082,3.9863,3.4478,2.7515,2.8415,2.8093,2.6201,2.2642,2.0202,1.9751,1.9895,1.9656,2.058,-0.53582,-1.2872,-1.1089,-0.88249,-0.75293,-0.74875,-0.66786,-0.71679,-0.65185,-0.56755,-0.63786,-0.68594,-0.73927,-0.7274,-0.78821,-0.81386,-0.79009,-0.76695,-0.76879,-0.78866,-0.78904,-0.79385,-0.78671,-0.79528,-0.78539,-0.79107,-0.79689,-0.79718,-0.78042,-0.79118,-0.77818,-0.77481,-0.77976,-0.79199,-0.79897,-0.8009,-0.78839,-0.79106,-0.79309,-0.79388,-0.79066,-0.79004,-0.80168,-0.81315,-0.81597,-0.80479,-0.80996,-0.8229,-0.82278,-0.8194,-0.81146
-2.2916,-2.5439,-2.9551,-2.9262,-2.8311,-2.836,-2.7412,-2.5584,-2.3473,-2.2494,-2.1034,-2.027,-1.9836,-1.9204,-1.674,-0.059554,0.72913,0.72449,0.62693,0.42394,0.34305,0.40067,0.50707,0.69451,0.64236,0.7638,0.93706,0.87577,0.77401,0.78501,0.73028,0.73876,0.68804,0.63845,0.67219,0.68024,0.69038,0.68365,0.69972,0.67953,0.69365,0.70536,0.704,0.72185,0.75586,0.74222,0.73916,0.75166,0.76811,0.77077,0.76272,0.75754,0.76594,0.77056,0.76865,0.76616,0.7671,0.77638,0.79292,0.80112,0.78856,0.80117,0.82416,0.82151,0.80916,0.79277
1.2857,0.89166,0.76637,0.52336,0.91405,1.1573,1.658,1.8441,1.8564,1.92,1.9181,1.9322,1.9339,1.9703,2.027,1.6676,1.0977,0.80065,0.65848,0.39314,-0.3605,-0.73073,-0.79829,-0.74165,-0.66456,-0.66735,-0.65034,-0.64547,-0.63915,-0.65064,-0.6688,-0.70165,-0.68961,-0.65359,-0.6522,-0.67657,-0.64793,-0.60764,-0.59868,-0.6269,-0.62773,-0.60655,-0.57429,-0.55843,-0.58156,-0.56515,-0.54558,-0.53213,-0.54086,-0.55319,-0.53316,-0.52561,-0.52804,-0.54947,-0.54262,-0.52006,-0.5187,-0.54016,-0.54531,-0.52276,-0.51546,-0.5356,-0.5396,-0.52067,-0.51019,-0.51087
0.26995,0.51749,0.66279,0.64432,0.60614,0.38848,0.70044,0.74816,0.78318,0.80841,0.84218,0.81102,0.75032,0.68369,0.58231,0.75204,0.84847,0.78797,0.62081,0.32797,0.071597,-0.20636,-0.2059,-0.18088,-0.24963,-0.27162,-0.25567,-0.24943,-0.24624,-0.26679,-0.28573,-0.23979,-0.19669,-0.20049,-0.20014,-0.19205,-0.18811,-0.19749,-0.23908,-0.25076,-0.31074,-0.3198,-0.31617,-0.33532,-0.33659,-0.33389,-0.33324,-0.35184,-0.34598,-0.32066,-0.3197,-0.32124,-0.35585,-0.3592,-0.34634,-0.35509,-0.3646,-0.34553,-0.33278,-0.32399,-0.34572,-0.3622,-0.35766,-0.34983,-0.36947,-0.37147
1.3442,2.0168,2.5766,2.527,1.3462,0.65789,-0.093608,-0.32601,-0.40118,-0.4115,-0.42938,-0.4732,-0.21286,-0.12455,-0.33532,-0.56324,-0.71347,-0.41146,-0.65073,-0.46077,0.0096339,-0.19919,-0.11002,-0.12287,-0.21331,-0.1904,-0.21814,-0.20595,-0.19081,-0.1216,-0.018351,-0.031587,-0.042098,-0.045018,-0.029397,-0.026772,-0.042551,-0.066958,-0.058625,-0.040095,-0.06008,-0.079032,-0.075684,-0.09143,-0.086465,-0.098473,-0.11392,-0.11067,-0.088793,-0.089841,-0.11309,-0.11065,-0.12402,-0.12359,-0.13598,-0.13852,-0.11616,-0.10042,-0.11589,-0.1214,-0.13289,-0.13137,-0.13671,-0.14098,-0.13307,-0.12818
-1.869,-1.5721,-1.2382,-1.2614,-1.394,-1.4733,-1.573,-1.5837,-1.6512,-1.6565,-1.6864,-1.6876,-1.7082,-1.7115,-1.7295,-1.6247,-1.063,-0.41153,-0.24981,-0.20813,0.068069,0.53857,0.54586,0.54336,0.52651,0.52796,0.56738,0.57581,0.56114,0.58738,0.58799,0.59431,0.60015,0.60743,0.61017,0.60901,0.61018,0.60583,0.60226,0.60112,0.62281,0.62744,0.6209,0.62948,0.62964,0.6273,0.6264,0.62914,0.63023,0.6283,0.6303,0.61718,0.63086,0.6285,0.62643,0.627,0.62615,0.62513,0.62478,0.61384,0.61929,0.6276,0.62733,0.62743,0.62943,0.62931
