-2.3971,-2.4335,-2.1361,-2.3807,-2.3961,-2.2366,-2.0336,-1.8447,-1.3638,-1.0165,-1.093,-1.0491,-1.1247,-1.1513,-1.3673
-0.31597,-0.24916,-0.36502,-0.12794,-0.036516,0.01636,-0.027563,-0.11959,-0.63953,-1.0114,-0.92493,-1.0572,-1.1768,-1.2067,-1.1219
0.04619,-0.11589,-0.083733,-0.41959,-0.49771,-0.4424,-0.31355,-0.22372,-0.14263,-0.2626,-0.1874,-0.035709,-0.0072943,0.038337,0.24087
-0.6994,-0.49059,-0.63162,-0.46523,-0.38055,-0.19421,-0.15668,-0.26849,-0.7086,-0.98829,-0.8504,-0.76559,-0.50597,-0.34431,-0.093719
-1.9429,-1.8144,-1.4768,-1.607,-1.473,-1.141,-0.70595,-0.33772,0.31193,0.80953,0.87731,1.1236,1.3689,1.4222,1.1885
0.67626,0.63565,0.54826,0.78154,0.82184,0.70059,0.4182,0.24668,0.0059889,-0.24029,-0.31758,-0.29879,-0.29241,-0.56296,-0.74619
-0.31924,-0.16137,-0.17951,-0.44286,-0.77074,-0.94737,-0.92376,-0.90149,-0.86851,-1.0701,-1.4095,-1.5366,-1.3099,-1.3286,-1.497
2.6686,2.4662,2.2732,2.107,2.121,2.0264,1.6081,1.2716,0.90749,0.64678,0.44061,0.44314,0.67151,0.75697,0.69671
0.50727,0.1128,-0.0097944,-0.40092,-0.68061,-1.0368,-1.2094,-1.3839,-1.3245,-1.2178,-1.0697,-0.87477,-0.89043,-0.9366,-0.85863
0.56091,-0.10532,-0.22797,-0.21255,-0.33246,-0.50653,-0.51031,-0.41764,-0.4279,-0.2038,0.24755,0.25514,-0.0091185,-0.1249,0.015842
0.64388,0.0069351,-0.17766,-0.67776,-1.0989,-0.81604,-0.19874,0.10683,0.19153,0.61206,0.9407,1.0864,0.74875,0.39054,0.10421
0.23317,0.25811,0.2703,0.23624,0.46931,1.1046,1.5792,1.7721,1.4463,0.88167,0.95812,0.61373,0.037238,-0.80611,-1.3786
