-1.1925,-1.0312,-0.81189,-0.54259,-0.30821,-0.41067,-0.7702,-0.83573,-0.83306,-1.0758,-1.3008,-1.5337,-1.7086,-1.7292,-1.9605,-2.2123,-2.16
-1.4307,-1.4905,-1.5266,-1.5895,-1.5911,-1.4606,-1.4026,-1.6052,-1.4972,-1.1938,-1.1008,-1.0196,-0.89935,-0.76954,-0.70604,-0.75131,-0.95523
0.36005,0.29904,0.1223,-0.12375,-0.34187,-0.50143,-0.59375,-0.53386,-0.36592,-0.17214,-0.091571,-0.046722,0.070541,0.39413,0.51481,0.60477,0.84791
-1.6313,-1.5585,-1.5599,-1.6594,-1.6881,-1.4735,-0.93918,-0.70886,-0.59129,-0.20453,0.14864,0.44904,0.73577,0.78721,1.1302,1.5445,1.4667
-1.1213,-0.69759,-0.22986,0.24253,0.6646,0.7297,0.53128,0.62979,0.75023,0.68055,0.73743,0.64585,0.42526,0.34301,0.30268,0.25374,0.43791
1.4624,1.3211,1.0545,0.90572,0.54174,0.34166,0.13903,-0.16924,-0.42583,-0.36304,-0.25416,-0.35272,-0.45702,-0.51985,-0.19542,0.12353,0.33674
0.16862,0.11439,-0.011344,-0.14399,-0.28114,-0.35171,-0.41716,-0.7799,-1.2059,-1.2388,-1.0346,-0.89802,-0.83323,-0.71197,-0.27213,0.079307,0.22775
2.0926,2.0136,1.6597,1.3063,1.0318,0.84225,0.71452,0.50595,0.14234,0.17115,0.48004,0.55493,0.509,0.5636,0.93461,1.3667,1.5178
1.875,1.6318,1.2659,0.72494,0.10032,-0.42244,-0.85921,-0.80016,-0.72044,-0.77591,-0.88933,-1.0291,-1.0197,-0.79222,-0.40595,-0.15548,0.073777
0.7892,0.63715,0.37504,-0.2315,-0.78585,-0.92472,-0.75043,-0.22101,0.45701,0.70904,0.52551,0.51473,0.81478,1.2203,1.7003,1.6363,1.5508
0.51612,0.4623,0.11406,-0.26052,-0.18985,0.082281,0.070101,0.16603,0.75475,0.94145,0.67636,0.066417,-0.38708,-0.37489,-0.61797,-0.96526,-1.3226
0.44128,0.79492,0.78092,0.66538,0.62295,0.62239,0.72241,0.95382,1.2436,1.044,0.30668,-0.41603,-0.82033,-1.1628,-1.4115,-1.85,-2.4036
