-1.4734,-1.0802,-0.89135,-0.35642,-0.013982,0.28361,0.35807,0.4039,0.24246,-0.013528,-0.2778
-0.67309,-0.92245,-0.7707,-0.5331,-0.3235,-0.38256,-0.33762,-0.44862,-0.47306,-0.16865,0.15588
-0.10968,-0.2234,-0.22232,-0.39299,-0.55921,-0.63829,-0.45703,-0.5002,-0.10537,0.36777,1.0149
-0.92074,-1.0426,-0.97389,-0.89695,-0.70221,-0.62447,-0.32177,0.4293,0.25921,0.30873,0.32051
-0.68913,-0.086669,0.23215,0.5419,0.81084,1.1004,1.1202,0.94372,0.85531,0.93405,1.0587
-0.32519,-0.53862,-0.62946,-0.8184,-0.98367,-1.1157,-1.0984,-1.3303,-1.3393,-1.3954,-1.0592
1.2708,0.94,0.50902,0.44677,0.33171,0.068007,-0.36612,-0.48916,-0.88569,-0.88598,-0.43833
1.3018,1.0649,0.7486,0.0026224,-0.42426,-0.77284,-0.80236,-0.69392,-0.57871,-0.41653,-0.15564
0.087821,0.013821,-0.20603,-0.35529,-0.62489,-0.88973,-1.0113,-1.2079,-0.95686,-0.74489,-0.50869
-0.65396,-0.79216,-0.86572,-1.0751,-1.377,-0.68004,0.12659,0.75552,0.59779,0.73601,1.2527
0.44036,0.34429,0.4983,0.94283,0.74449,0.52639,0.58775,-0.12017,0.050519,-0.062499,-0.32023
0.50819,0.98743,1.5793,1.6956,1.4571,1.3467,1.0662,0.7403,-0.22944,-0.92585,-1.385
