-2.5207,-2.4622,-2.4127,-2.2006,-2.1535,-2.2303,-2.1231,-1.6642,-1.3756,-1.1295,-1.1091,-1.3895,-1.4656,-1.604,-1.7356
-0.0005302,-0.2264,-0.39335,-0.36616,-0.44808,-0.26348,-0.32569,-0.61703,-0.6126,-0.81806,-1.0784,-1.2443,-1.2177,-1.0071,-0.892
0.65758,0.44358,0.25447,0.086878,-0.097889,-0.19508,-0.14603,-0.14397,-0.24471,-0.21837,-0.14128,0.071419,0.21577,0.42242,0.46204
-0.43598,-0.2799,-0.17656,-0.083291,-0.035386,0.13879,0.1534,-0.088534,-0.086115,-0.031321,-0.012724,0.31854,0.69085,0.76239,0.77683
-2.1237,-1.9035,-1.6119,-1.2216,-0.94846,-0.76545,-0.27378,0.29876,0.49946,0.75559,1.022,1.2679,1.2315,1.1392,1.0111
-0.59445,-0.45573,-0.23752,-0.23024,0.010419,0.21972,0.17256,-0.044177,-0.32724,-0.70268,-0.74467,-0.65377,-0.99212,-1.2736,-1.3471
0.6679,0.74469,0.89719,0.74353,0.44672,0.17377,0.29577,0.33967,-0.1915,-0.6813,-0.56089,-0.1213,-0.28562,-0.60982,-0.65528
0.96892,1.0917,1.1819,1.059,0.65851,0.43716,0.30055,-0.11022,-0.38403,-0.39949,-0.22237,0.13379,0.34247,0.48759,0.49619
1.0997,1.1453,0.99281,0.53289,0.26642,-0.18043,-0.44997,-0.56716,-0.70368,-0.74158,-0.55111,-0.010502,0.024181,-0.223,-0.36754
0.049297,-0.2679,-0.71503,-1.3475,-1.4176,-1.5573,-1.8158,-1.8044,-1.2169,-0.53234,-0.31543,-0.13381,0.098126,0.046656,0.16796
0.1329,-0.33811,-0.83845,-1.1568,-1.5361,-1.3926,-1.2044,-1.016,-0.58656,0.13933,0.45212,0.091705,-0.62921,-0.77833,-0.90561
1.257,1.3403,1.2974,1.3606,1.6673,2.0892,2.0828,1.6261,1.372,1.2334,0.78873,0.063079,-0.60468,-1.1207,-1.5917
