-1.2024,-0.69891,-0.23499,0.04163,0.02547,0.03276,0.084687,-0.0043493,-0.12638,-0.36319,-0.55512,-0.70415,-1.0734
-0.45749,-0.66965,-0.7553,-0.93299,-1.0084,-1.0373,-1.1324,-1.1908,-1.1781,-1.1111,-1.179,-1.1076,-0.93432
0.4355,0.35897,0.19827,0.029153,-0.033147,-0.0047189,-0.029643,0.0013087,0.090182,0.33767,0.49636,0.68476,0.85494
-1.3336,-1.3671,-1.3891,-1.2658,-1.1931,-1.1804,-1.0016,-0.76666,-0.49028,-0.086227,0.18505,0.44567,0.50611
-0.84246,-0.3704,0.036163,0.41619,0.62824,0.94717,1.1341,1.2082,1.1328,1.0801,1.115,0.84303,0.64963
0.30789,0.19753,0.050993,0.048745,0.14501,0.11725,-0.024661,-0.3155,-0.61344,-0.57867,-0.32414,-0.37278,-0.40066
0.011921,-0.00064195,-0.036778,-0.26417,-0.4151,-0.66054,-0.94939,-1.1049,-1.0415,-0.74469,-0.33227,-0.19842,-0.24168
1.5525,1.4173,0.9066,0.68708,0.5547,0.26391,0.022926,-0.088528,-0.046083,0.27324,0.49621,0.42392,0.37492
0.14485,-0.026242,-0.36374,-0.50246,-0.62482,-0.69228,-0.71306,-0.68276,-0.59239,-0.37458,-0.21229,-0.25438,-0.39908
0.089058,-0.63128,-0.98531,-1.2756,-1.3797,-1.0337,-0.79189,-0.49765,-0.055622,0.25397,0.34264,0.46314,0.5977
0.55974,0.34994,0.11436,-0.50778,-0.45084,0.014759,0.25667,0.3074,0.532,0.53454,0.18951,-0.3693,-0.61222
0.74284,0.6702,0.66052,0.88238,0.79135,0.706,0.48884,0.37098,-0.015995,-0.6705,-1.2357,-1.6474,-1.958
