-1.8409,-1.4631,-1.1895,-1.0409,-0.94885,-0.92038,-1.0014,-1.1176,-1.2667,-1.1513,-1.2063,-1.3864,-1.4559,-1.495,-1.6709
0.019609,0.003031,-0.09884,-0.22231,-0.58133,-0.91588,-0.93137,-0.8479,-0.60666,-0.7314,-0.8862,-0.91703,-0.97307,-1.0137,-0.89986
-0.34234,-0.14331,-0.02334,0.07124,0.16045,0.18276,0.26751,0.3527,0.33696,0.33752,0.3459,0.35329,0.44044,0.50647,0.50932
0.11825,0.060978,-0.21915,-0.37848,-0.36303,-0.2187,0.10391,0.34462,0.59236,0.55929,0.73547,1.0208,1.039,0.90517,0.88962
-0.39866,-0.03319,0.33216,0.65189,1.1063,1.4773,1.5347,1.5187,1.3957,1.6143,1.7598,1.6682,1.5614,1.5113,1.3895
0.21289,-0.086692,-0.078193,0.070744,0.44632,0.37549,-0.18465,-0.49741,-0.70769,-0.84116,-0.80232,-0.69875,-0.69746,-0.74745,-0.8654
0.1182,0.044469,-0.15927,-0.23467,-0.13105,-0.16889,-0.44494,-0.70458,-0.89602,-0.80674,-0.50073,-0.25276,-0.28604,-0.4111,-0.47875
0.73354,0.37096,0.15535,0.17349,0.52717,0.67003,0.60068,0.56334,0.5129,0.76934,1.2214,1.5147,1.5836,1.5932,1.5099
-0.41828,-0.76918,-1.1923,-1.3916,-1.109,-0.76398,-0.54094,-0.46125,-0.4848,-0.3389,-0.030707,0.12019,0.12212,0.013418,-0.11032
-2.1823,-2.2206,-1.6898,-1.2484,-0.99462,-0.9748,-0.72026,-0.45898,-0.15343,0.039931,0.26616,0.46504,0.40342,0.36659,0.42935
-2.0935,-1.3738,-0.70456,-0.23647,-0.11527,-0.32117,-0.41803,-0.4479,-0.68443,-0.75514,-0.81828,-0.94121,-0.93524,-0.8272,-0.77597
0.873,1.1586,1.2317,1.1536,0.72755,0.13037,-0.20927,-0.39517,-0.43179,-0.75781,-0.92525,-0.9343,-1.1055,-1.3663,-1.3708
