-1.3666,-1.1259,-1.1484,-1.0119,-0.82099,-0.59467,-0.42322,-0.33916,-0.39189,-0.45307,-0.55347,-0.79796,-1.0199,-1.1469,-1.3355,-1.5782
-0.50485,-0.63195,-0.77445,-1.0332,-1.1903,-1.3585,-1.4528,-1.3608,-1.3446,-1.503,-1.457,-1.2278,-1.1988,-1.1919,-1.215,-1.1262
0.50646,0.43306,0.2097,0.045597,-0.087273,-0.19379,-0.30526,-0.34777,-0.39862,-0.38965,-0.22545,-0.037532,0.056678,0.16055,0.21537,0.24869
-1.4873,-1.3176,-1.0845,-1.148,-1.1591,-1.1172,-1.1543,-1.128,-1.0669,-0.79634,-0.37073,-0.18749,-0.10836,0.050298,0.22757,0.43951
-1.3874,-1.017,-0.67566,-0.30395,0.075886,0.51697,0.84267,0.97017,1.0568,1.0827,1.0719,1.1826,1.196,1.0312,0.9702,0.82316
0.19091,0.20326,0.25673,0.40292,0.37495,0.22983,0.16278,0.071914,-0.11499,-0.47118,-0.83155,-0.95196,-0.9325,-0.95786,-1.0336,-1.1381
0.55394,0.67403,0.64633,0.50075,0.19112,-0.073114,-0.51111,-1.0282,-1.2216,-1.2476,-1.3388,-1.338,-1.0797,-0.81729,-0.67552,-0.65698
1.7096,1.5871,1.6694,1.4705,1.2475,0.98733,0.59962,0.11525,-0.049114,-0.1017,0.0027091,0.26083,0.31285,0.29083,0.29234,0.31964
0.2511,0.24065,0.11633,-0.087109,-0.18626,-0.27603,-0.50049,-0.61796,-0.69315,-0.5363,-0.33259,-0.37914,-0.52677,-0.59405,-0.59872,-0.66003
0.91828,0.4868,-0.23291,-0.57063,-0.78478,-0.93907,-0.79288,-0.4511,-0.29565,-0.036416,0.3025,0.49343,0.51439,0.53385,0.59414,0.72476
1.5736,1.0229,0.44576,-0.14198,-0.59222,-0.61975,-0.14489,0.096393,0.22443,0.23347,0.084816,0.1762,0.19279,0.019447,-0.27434,-0.45877
0.22788,0.77191,0.81981,0.71062,0.75636,0.8496,0.7285,0.94229,0.85322,0.78022,0.55691,-0.067264,-0.65525,-0.98684,-1.1266,-1.2078
