0.5583,0.53436,0.50661,0.6189,0.57533,0.66132,0.6766,0.64112,0.63376,0.52249,-0.29906,-0.36843,-0.24572,-0.17981,-0.13807,-0.096049,-0.13048,-0.13393,-0.11842,-0.12975,-0.13977,-0.1231,-0.11985,-0.165,-0.18333,-0.16389,-0.17129,-0.18557,-0.14653,-0.14043,-0.17966,-0.1384,-0.15527,-0.17247,-0.17208,-0.15723,-0.15173,-0.16914,-0.16057,-0.17072,-0.18152,-0.18232,-0.16487,-0.18019,-0.21413
-0.029586,-0.12774,-0.079409,0.0028356,-0.028021,-0.012581,-0.0070557,-0.0011115,-0.1078,-0.33694,-0.73838,-0.56221,0.046345,0.20133,0.18389,0.18341,0.16599,0.1771,0.17494,0.16434,0.19378,0.20494,0.20741,-0.12157,-0.48078,-0.25152,-0.44648,-0.51023,-0.18461,0.1505,-0.10367,0.16637,0.14201,0.13756,0.12728,0.1272,0.13003,0.15024,0.16011,0.15646,0.18889,0.21265,0.2116,0.21272,-0.050238
-0.38962,-0.57229,-0.65056,-0.71028,-0.72549,-0.73755,-0.7516,-0.74874,-0.58815,-0.24611,0.032614,0.29255,0.30104,0.15509,0.10231,0.15345,0.18451,0.18601,0.20431,0.21466,0.21225,0.20873,0.21195,0.2455,0.27033,0.20456,0.21869,0.20725,0.1584,0.1147,0.13981,0.077817,0.11452,0.11754,0.1263,0.13482,0.14975,0.15551,0.1657,0.17474,0.18034,0.18127,0.17945,0.16083,0.18308
-0.74371,-0.65355,-0.6921,-0.6563,-0.66814,-0.63904,-0.64842,-0.61577,-0.53588,-0.49906,-0.21518,0.015633,0.10708,0.17246,0.18701,0.19384,0.17846,0.17842,0.25781,0.27736,0.27488,0.27931,0.28078,0.28236,0.29547,0.21787,0.18716,0.19644,0.16875,0.16873,0.16094,0.17593,0.16992,0.16813,0.1755,0.1813,0.17127,0.17149,0.17813,0.18099,0.17815,0.17882,0.18216,0.18811,0.18651
-0.063857,-0.079263,-0.04851,-0.06756,-0.06449,-0.059756,-0.08522,-0.095708,-0.079198,-0.073818,-0.058273,0.1137,0.13583,0.024719,-0.0071056,0.0030335,0.013,-0.0034536,-0.0074561,-0.013852,-0.030705,-0.028905,-0.019904,0.071089,0.15327,0.083433,0.13399,0.14457,0.061408,-0.033459,0.043568,-0.021856,-0.019109,-0.016564,-0.0029316,0.0023878,0.01358,0.0014604,-0.0070549,-0.0047973,-0.019354,-0.016997,-0.0096939,-0.018019,0.057829
0.38418,0.44472,0.50247,0.47568,0.4771,0.45515,0.46219,0.61465,0.46486,0.42212,0.32085,0.40067,0.39867,0.072095,-0.069685,-0.083682,-0.10152,-0.10298,-0.067363,-0.06988,-0.068151,-0.048911,-0.032532,-0.061846,-0.097721,-0.27227,-0.23539,-0.2089,-0.311,-0.27948,-0.3129,-0.26624,-0.27767,-0.28106,-0.27861,-0.2679,-0.25165,-0.24982,-0.2422,-0.24426,-0.23957,-0.22135,-0.19757,-0.20718,-0.24613
-0.36595,-0.34307,-0.34333,-0.34463,-0.34006,-0.34141,-0.34944,-0.3464,-0.33448,-0.33778,-0.16643,-0.30119,-0.38135,-0.049393,0.12933,0.11614,0.12333,0.12878,0.139,0.14506,0.14504,0.14389,0.14142,0.14793,0.15441,0.14892,0.15409,0.15553,0.14954,0.14186,0.14461,0.14409,0.14073,0.14016,0.14035,0.14089,0.14268,0.14124,0.14096,0.14048,0.13982,0.12833,0.12369,0.13227,0.14033
-0.75433,-0.69813,-0.70461,-0.69284,-0.61253,-0.57286,-0.51984,-0.50276,-0.54894,-0.42921,0.020369,0.14473,0.046667,0.13527,0.16199,0.11934,0.065114,0.08769,0.098023,0.12545,0.12373,0.12201,0.10167,0.14093,0.30579,0.36203,0.37516,0.4126,0.35725,0.32205,0.30227,0.27764,0.27348,0.25804,0.23214,0.21184,0.12698,0.11523,0.12385,0.11122,0.082559,0.062268,0.06378,0.081883,0.084997
-0.14107,-0.12031,-0.13972,-0.14308,-0.14822,-0.16203,-0.19679,-0.20059,-0.20801,-0.25043,-0.14402,0.11526,0.23237,0.15569,0.064152,0.067595,0.069047,0.06696,0.054505,0.041124,0.043326,0.054559,0.060184,0.032154,-0.023375,-0.012135,-0.027808,-0.039488,-0.0046224,0.024166,0.012843,0.033366,0.033276,0.035311,0.039074,0.040687,0.071074,0.075758,0.069488,0.063662,0.072193,0.08594,0.093828,0.086745,0.067361
0.011294,0.024004,0.034887,0.0082712,0.015368,-0.0083117,-0.048395,-0.029644,-0.066705,-0.041976,-0.057775,0.10857,0.12445,0.075183,0.020175,0.012341,0.016469,0.01454,0.0029642,-0.01355,-0.021208,0.00031243,0.0087856,0.052887,0.074513,-0.0070356,0.038768,0.046122,-0.023637,-0.075673,-0.027804,-0.065382,-0.064311,-0.061878,-0.05619,-0.050977,0.0076885,0.0061902,-0.0072939,-0.019886,-0.0178,-0.0061046,0.017313,0.0061844,0.044258
