0.21421,0.13264,0.25487,0.36427,0.43048,0.33387,0.282,0.25706,0.26575,0.27659,0.25791,0.28088,0.20604,-0.18513,-0.29453,-0.18759,-0.091412,-0.0069211,-0.030721,-0.053708,-0.035455,-0.038413,-0.005967,-0.049463,-0.075132,-0.043753,-0.049697,-0.10168,-0.14176,-0.14559,-0.18929,-0.19221,-0.131,-0.087858,-0.14431,-0.17001,-0.16573,-0.10695,-0.11489,-0.074546,-0.10915,-0.10944,-0.072889,-0.068023,-0.10394,-0.10486,-0.074548
0.097169,-0.10636,-0.043422,0.17546,0.1434,0.08217,0.034911,0.084893,0.105,0.070493,0.040004,-0.029126,-0.29032,-0.41326,-0.37736,-0.18882,0.039594,0.077254,0.04218,0.065518,0.096205,0.060637,0.029653,-0.015066,0.025492,0.046783,-0.00063063,0.0024298,0.03634,0.032232,-0.023237,-0.030802,-0.0053842,0.03991,-0.021221,-0.059235,-0.012451,0.031743,-0.0071994,-0.013696,-0.015545,0.018876,0.029228,-0.0075497,0.021625,0.062461,0.06901
0.29399,-0.023818,-0.59247,-0.70597,-0.57276,-0.59618,-0.5692,-0.55823,-0.54954,-0.58139,-0.58595,-0.4332,-0.039795,0.0073982,0.13241,0.18248,0.18061,0.20889,0.17548,0.15053,0.16509,0.19092,0.18373,0.17688,0.17699,0.18673,0.14473,0.11968,0.13891,0.17895,0.20053,0.21113,0.21341,0.21464,0.18348,0.1242,0.11066,0.1205,0.14175,0.14905,0.15832,0.18789,0.19759,0.16252,0.14634,0.1454,0.14667
-0.50501,-0.67434,-0.71873,-0.78933,-0.69681,-0.70442,-0.69959,-0.69683,-0.69116,-0.69108,-0.69693,-0.54664,-0.31205,0.00402,0.14335,0.21374,0.23681,0.21628,0.20568,0.23179,0.25743,0.24759,0.28378,0.29572,0.29877,0.3134,0.32012,0.24715,0.23244,0.23174,0.21905,0.28041,0.32668,0.29964,0.21763,0.20346,0.19959,0.22189,0.2036,0.22935,0.23393,0.28079,0.32364,0.26801,0.30699,0.31337,0.3151
-0.11739,-0.16955,-0.23765,-0.34318,-0.34566,-0.31252,-0.30213,-0.33828,-0.34589,-0.3113,-0.29883,-0.31531,-0.29683,-0.26184,-0.1284,-0.026985,0.025042,0.059573,0.084073,0.06912,0.053825,0.060194,0.095693,0.1264,0.10651,0.1028,0.14985,0.15085,0.12282,0.11023,0.12729,0.14243,0.13576,0.10854,0.14367,0.19253,0.18536,0.17105,0.18247,0.19589,0.19543,0.17109,0.17119,0.19992,0.18824,0.16323,0.16068
-0.33841,-0.051843,0.3717,0.50806,0.43231,0.42151,0.39368,0.40284,0.41157,0.41382,0.44258,0.34166,0.20836,0.17523,-0.016993,-0.10361,-0.068556,-0.002008,-0.010029,-0.078812,-0.095637,-0.041438,-0.080489,-0.12254,-0.12439,-0.10573,-0.12084,-0.20072,-0.23751,-0.21222,-0.19707,-0.11272,-0.077429,-0.068775,-0.04096,-0.10606,-0.24392,-0.22924,-0.1772,-0.19768,-0.20106,-0.1631,-0.12435,-0.1628,-0.15117,-0.1368,-0.1212
-0.28563,-0.30743,-0.23962,-0.23446,-0.22414,-0.23798,-0.2489,-0.22718,-0.21623,-0.22521,-0.24305,-0.18336,-0.094655,0.11278,0.17754,0.15611,0.08181,0.017443,0.018878,-0.0078777,0.029737,0.070317,0.073186,0.077013,0.078683,0.054814,0.005969,-0.12632,-0.11358,-0.083764,-0.10986,-0.14191,0.03668,0.20785,0.19258,0.20829,0.20262,0.19241,0.17143,0.19451,0.1774,0.17088,0.17056,0.16917,0.16794,0.16715,0.16739
-0.31056,-0.41834,-0.44005,-0.46283,-0.45973,-0.44696,-0.43402,-0.43029,-0.42207,-0.41334,-0.37929,-0.29035,-0.053824,0.14899,0.12779,0.16224,0.15445,0.13713,0.14138,0.14662,0.14529,0.14806,0.14927,0.1516,0.14984,0.14806,0.14821,0.14362,0.14216,0.14328,0.14621,0.1471,0.15032,0.14991,0.14944,0.14862,0.14407,0.14183,0.14343,0.14376,0.14424,0.14505,0.14577,0.1438,0.14441,0.14314,0.1426
-0.2938,-0.28556,-0.26911,-0.29026,-0.28734,-0.28508,-0.2833,-0.27557,-0.26522,-0.26816,-0.27954,-0.28554,-0.29218,-0.092608,0.034286,0.059363,0.1112,0.12663,0.12105,0.1158,0.11469,0.11054,0.10497,0.10099,0.10548,0.10795,0.10794,0.12047,0.12316,0.12154,0.1206,0.115,0.10731,0.10899,0.11668,0.12168,0.12814,0.12852,0.12706,0.12226,0.1226,0.12351,0.12176,0.1236,0.12458,0.1275,0.12742
-0.36393,-0.15853,0.047536,0.057122,0.01794,0.030338,0.032023,0.017943,-0.018369,-0.010795,0.02936,-0.067385,-0.16068,0.0079295,0.13007,0.089017,0.031089,0.03259,0.04101,0.025746,0.001959,0.018621,0.0053977,-0.0013105,-0.0098793,-0.003485,0.013878,0.039649,0.022231,0.025099,0.052555,0.063954,0.018909,-0.016542,0.031267,0.027352,-0.015176,-0.022778,0.009145,-0.0082422,-0.0063777,-0.008992,-0.0073952,-0.00084011,-0.010819,-0.015678,-0.012533
-0.21279,-0.18927,-0.24399,-0.20569,-0.18289,-0.18083,-0.178,-0.18065,-0.17284,-0.17848,-0.2059,-0.18933,-0.24185,0.029522,0.20693,0.12483,0.084046,0.063792,0.061002,0.091856,0.10096,0.080297,0.093248,0.10699,0.11086,0.10739,0.10866,0.12524,0.13688,0.12718,0.11787,0.12352,0.093693,0.055691,0.015865,0.0069945,0.037863,0.040444,0.023766,0.03232,0.039123,0.039796,0.034624,0.030142,0.038336,0.039098,0.033694
1.3271,-0.25805,-1.5678,-1.5993,-0.88048,-1.0961,-1.1145,-1.1222,-1.1246,-1.1618,-1.234,-0.44952,-0.12044,-0.78929,-0.90292,-0.34393,0.18439,0.27983,0.13005,0.3531,0.55585,0.23359,0.51965,0.55322,0.52196,0.54749,0.51745,0.54832,0.52914,0.32881,-0.0023633,0.21931,0.49154,0.4936,-0.015966,-0.013577,0.31346,0.54662,0.27198,0.5466,0.52352,0.52638,0.56017,0.55757,0.53688,0.5307,0.54861
