0.005283,-0.058635,-0.050172,-0.028016,-0.038984,-0.12479,-0.17964,-0.16529,-0.1018,0.080542,-0.22431,-0.42485,-0.10582,0.048613,0.12082,0.21388,0.20265,0.14157,0.1325,0.11115,0.084711,0.11034,0.11233,0.092255,0.098067,0.088277,0.074187,0.063753,0.037455,0.049756,-0.0095684,0.005032,-0.01213,-0.026021,-0.0073795,-0.038333,-0.056374,-0.027713,-0.037057,-0.072703,-0.019194,-0.010855,-0.068271,0.0052832,0.0047284,0.0047284
0.37374,0.19717,0.36071,0.44366,0.375,0.31195,0.32658,0.29462,0.24335,0.063048,-0.59707,-0.57815,-0.45178,-0.29554,-0.13348,-0.0078398,-0.012744,-0.0034305,-0.018514,-0.05297,-0.023329,0.013607,-0.018364,-0.037912,-0.068155,-0.091761,-0.080127,-0.12973,-0.14109,-0.099609,-0.13427,-0.10443,-0.064471,-0.079756,-0.011175,0.010778,-0.031761,0.0052219,0.015722,-0.023624,0.035148,0.062216,-0.0090162,0.054972,0.056307,0.056307
0.1374,-0.28061,-0.84513,-0.97917,-0.93092,-0.93675,-0.90963,-0.89501,-0.90229,-0.74974,-0.30401,-0.11689,0.10076,0.16374,0.20825,0.20619,0.26184,0.25822,0.25344,0.23942,0.23681,0.24025,0.22116,0.20359,0.19316,0.18635,0.19636,0.19639,0.20123,0.21725,0.24154,0.23611,0.24537,0.25582,0.24473,0.25295,0.25595,0.24145,0.25601,0.26083,0.2433,0.24633,0.24617,0.225,0.2384,0.2384
-0.73595,-0.82186,-0.75884,-0.69915,-0.68496,-0.68992,-0.67699,-0.66345,-0.66339,-0.50551,-0.082982,0.1099,0.16383,0.22196,0.24632,0.19773,0.16783,0.21397,0.23574,0.23746,0.24204,0.23961,0.24157,0.27079,0.19447,0.19697,0.21514,0.23085,0.20679,0.20187,0.24081,0.25009,0.24202,0.22281,0.20815,0.13632,0.13441,0.16736,0.16208,0.13822,0.17723,0.17673,0.14205,0.18693,0.18149,0.18149
-0.34003,-0.3201,-0.32763,-0.36279,-0.31159,-0.2633,-0.28407,-0.25574,-0.22824,-0.26558,-0.26258,-0.11053,-0.039492,0.076548,0.12,0.13614,0.20367,0.18841,0.15059,0.14873,0.11256,0.11526,0.11645,0.068558,0.052374,0.070585,0.035082,0.031001,0.056397,0.044058,0.067731,0.067261,0.050547,0.082824,0.094537,0.083336,0.11209,0.11357,0.1024,0.1353,0.12423,0.11349,0.13981,0.12419,0.11696,0.11696
-0.20716,-0.14764,0.036241,0.054363,0.050829,0.034038,0.030104,0.04552,0.093375,0.068772,0.064865,0.11153,0.084002,0.010354,-0.046675,0.0020593,0.10019,0.08683,0.055482,0.023341,0.0028061,0.016696,0.0056503,-0.028466,-0.1,-0.10771,-0.10528,-0.10152,-0.06839,-0.054066,0.044207,0.014937,0.016795,0.046097,-0.011766,-0.0078828,0.0058176,-0.01608,0.0024123,0.014089,-0.02665,-0.018688,0.0061945,-0.039102,-0.02027,-0.02027
-0.51541,-0.4644,-0.37903,-0.29813,-0.29781,-0.31377,-0.31934,-0.2729,0.082889,0.72154,0.92041,0.78953,0.95937,1.0266,0.94906,0.8746,0.64772,0.3869,0.21851,0.15005,0.12029,0.052871,-0.020068,-0.039275,-0.055119,-0.051005,-0.099583,-0.2112,-0.25104,-0.25521,-0.2607,-0.24422,-0.23565,-0.21646,-0.22875,-0.23146,-0.25605,-0.27743,-0.27299,-0.26414,-0.26441,-0.26386,-0.26165,-0.26068,-0.2593,-0.2593
-0.66284,-0.73,-0.77516,-0.79526,-0.79057,-0.78608,-0.79175,-0.78931,-0.7712,-0.61721,-0.00512,-0.12667,-0.1273,-0.098038,-0.1006,-0.11269,-0.12987,0.056267,0.16869,0.18549,0.23799,0.16896,0.28305,0.50732,0.5641,0.54245,0.66646,0.84147,0.79013,0.69968,0.62513,0.57318,0.51019,0.36837,0.20234,0.1358,0.13045,0.14229,0.10019,-0.0095767,-0.02461,-0.055465,-0.05154,-0.054015,-0.047565,-0.047565
-0.15374,-0.12369,-0.11845,-0.097339,-0.087993,-0.082025,-0.07998,-0.082349,-0.11466,-0.22116,-0.19619,0.055748,-0.0065049,-0.013092,0.026481,0.020732,0.057704,0.053701,0.041345,0.028487,0.028712,0.045491,0.038112,-0.007898,-0.021355,-0.020556,-0.041513,-0.078911,-0.059936,-0.072998,-0.040613,-0.027393,-0.0054066,0.018478,0.068987,0.092372,0.096547,0.10198,0.10205,0.11608,0.12071,0.12836,0.12679,0.12863,0.12813,0.12813
-0.20365,-0.21179,-0.20429,-0.26537,-0.27534,-0.26032,-0.25707,-0.26459,-0.32552,-0.40974,-0.3141,0.08271,0.081506,-0.026866,-0.12485,-0.048419,0.0171,0.030143,0.044841,0.063423,0.006483,0.027415,0.025581,-0.019029,-0.018007,-0.012226,-0.028889,-0.042992,0.015062,0.098065,0.11022,0.085314,0.069454,0.13176,0.12565,0.16574,0.18455,0.16533,0.20296,0.25101,0.22122,0.22482,0.24677,0.20993,0.21299,0.21299
