-0.0532,-0.18624,-0.37754,-0.21927,-0.22236,-0.12034,-0.070939,-0.28032,-0.098337,-0.20062,-0.47315,-0.43299,-0.37055,-0.33849,-0.30824,-0.30699,-0.36379,-0.54987,-0.61205,-0.3756,-0.15319,-0.18312,-0.17333,-0.10695,-0.028109,-0.10742,-0.14048,-0.054631,-0.0015626,0.090294,0.082655,0.083183,0.10657,0.082495,0.068595,0.066483,0.098922,0.026383,0.046394,0.084315,0.13767,0.23223,0.2804,0.26559,0.25678,0.27884,0.29261,0.27665,0.29641,0.48313,0.42703,0.39753,0.37185,0.37645,0.31036,0.27991,0.30037,0.23881,0.28115,0.28963
-0.14061,0.071566,0.24625,0.3517,0.39135,0.22731,0.0061608,-0.30616,-0.22021,-0.25668,-0.29063,-0.28894,-0.30716,-0.3411,-0.32829,-0.33475,-0.28689,-0.2278,-0.15495,0.11618,0.24632,0.20704,0.054882,-0.12183,-0.12027,-0.090649,-0.087201,-0.013475,-0.0056208,-0.022304,-0.022399,-0.059114,-0.086416,-0.023013,0.040974,0.031364,0.027852,-0.028704,0.012599,0.055121,0.060606,0.030331,0.032955,0.11792,0.19825,0.22817,0.21351,0.22815,0.19804,0.081103,-0.0044859,0.027783,0.099552,0.11064,0.037042,0.055009,0.099848,0.066746,0.093956,0.10335
0.20851,0.47958,0.016148,-0.41165,-0.56961,-0.41773,-0.76659,-0.22748,-0.058476,0.049154,0.020175,-0.023288,-0.054932,0.27478,0.62803,0.64674,0.69609,-0.05755,0.074602,0.033367,-0.080192,-0.10733,0.016498,0.63704,0.53865,-0.14472,-0.097126,-0.15963,-0.21251,-0.1884,-0.17784,-0.27336,-0.029651,-0.20507,-0.29194,0.12203,0.53666,0.56392,0.56829,0.55236,0.54551,0.56502,0.59485,-0.24745,-0.24583,-0.22765,-0.20872,-0.21625,-0.22455,-0.23837,-0.22404,-0.20266,-0.19801,-0.19761,-0.21082,-0.20076,-0.23435,-0.25355,-0.24238,-0.23993
-0.2068,-0.55436,-0.66689,-0.66257,-0.70997,-0.6716,-0.36111,-0.3823,-0.34605,-0.29186,-0.32997,-0.34771,-0.33904,-0.31046,-0.27584,-0.25112,-0.1199,-0.019033,0.044643,0.15791,0.14683,0.17092,0.17434,0.23643,0.26476,0.19579,0.19063,0.23165,0.24198,0.1444,0.121,0.16572,0.17521,0.23966,0.24542,0.24794,0.24622,0.18558,0.18636,0.17818,0.17149,0.1755,0.17059,0.13817,0.12107,0.1156,0.12379,0.12211,0.1188,0.15005,0.090261,0.13388,0.16493,0.15258,0.058452,0.13133,0.15232,0.13356,0.11683,0.1137
-0.030466,-0.10094,-0.14656,-0.1949,-0.20394,-0.23217,-0.26944,-0.33223,-0.38426,-0.34036,-0.39481,-0.3953,-0.35452,-0.34566,-0.40241,-0.4205,-0.33687,-0.18424,-0.12637,-0.031941,0.037026,0.070804,0.061064,0.026605,0.04795,0.063881,0.054459,0.033703,0.013469,0.027606,0.027294,0.014665,0.079623,0.14078,0.13923,0.11123,0.091234,0.12019,0.1277,0.12707,0.13336,0.15819,0.15587,0.1783,0.18006,0.17833,0.16961,0.1476,0.1517,0.20666,0.23767,0.22737,0.20962,0.21076,0.23128,0.2176,0.18458,0.1958,0.21773,0.22022
-0.21969,-0.32032,-0.16993,-0.033838,0.032061,0.2593,0.54739,0.038547,-0.18159,-0.14167,-0.17089,-0.17868,-0.17707,-0.18725,-0.0583,-0.077425,-0.13993,-0.34413,-0.20936,0.055169,0.09177,0.081069,0.082635,0.12157,0.11837,0.002354,-0.021442,-0.064454,-0.1467,-0.20587,-0.22949,-0.052674,-0.020568,-0.035774,0.0067919,0.017559,0.052826,0.12502,0.14104,0.15313,0.15032,0.16563,0.18489,0.11088,0.083694,0.084918,0.099908,0.10893,0.13846,0.19101,0.0061745,0.01351,0.10226,0.11324,-0.041822,-0.026634,-0.020184,-0.012753,0.0027314,0.005261
-0.17938,-0.2856,-0.32335,-0.29547,-0.27141,-0.30236,-0.1331,-0.022921,0.0071433,0.029252,0.0052958,-0.026299,-0.030104,-0.040517,-0.015743,0.032588,0.038357,0.023079,-0.044009,-0.29053,-0.33574,-0.30698,-0.3192,-0.30562,-0.25053,-0.3412,-0.39761,-0.3616,-0.25752,-0.2242,-0.21934,-0.25025,-0.23341,-0.21028,-0.19338,-0.17939,-0.18654,-0.17915,-0.20462,-0.21975,-0.23843,-0.22798,-0.23705,-0.24537,-0.24342,-0.20072,-0.16193,-0.13007,0.072011,0.97661,1.0166,0.87954,0.70449,0.69486,0.79775,0.80632,0.78763,0.76446,0.74289,0.74318
0.52958,0.10401,-0.08022,-0.15847,-0.24068,0.015222,0.30507,0.31328,0.27912,0.29576,0.28554,0.24449,0.18878,0.16831,0.15862,0.15134,0.12153,0.10138,0.10994,0.061653,0.066434,0.1306,0.26934,0.4745,0.33714,0.25223,0.17159,0.12785,0.076312,0.091809,0.16005,0.27392,0.20824,0.20375,0.17474,0.1441,0.037074,-0.11061,-0.1217,-0.15436,-0.17596,-0.1728,-0.16443,-0.12047,-0.30132,-0.38404,-0.3307,-0.32549,-0.32921,-0.29006,-0.2923,-0.29618,-0.33998,-0.35193,-0.3365,-0.30836,-0.30488,-0.30318,-0.32577,-0.31369
-0.25087,-0.25022,-0.15884,-0.14925,-0.14387,-0.16598,0.022878,0.023806,0.024284,0.01467,0.024116,0.032208,0.049069,0.056561,0.045973,0.047306,0.11565,0.18927,0.15667,0.17012,0.15417,0.13686,0.010478,-0.073401,-0.023872,0.031584,0.057489,0.062616,0.045417,0.025782,-0.0088006,-0.14746,-0.1556,-0.11456,-0.08581,-0.097985,-0.1215,-0.12669,-0.082196,-0.051485,-0.050192,-0.060752,-0.069004,-0.045495,0.042446,0.086112,0.081972,0.074076,0.044779,-0.014688,-0.0016768,0.011057,0.036979,0.063259,0.093452,0.09162,0.081077,0.087746,0.081864,0.076792
-0.46472,-0.59667,-0.5665,-0.52742,-0.48645,-0.41133,-0.018054,-0.058309,-0.10661,-0.11168,-0.11075,-0.087224,-0.05147,-0.034145,-0.0068725,0.0021963,0.014967,-0.0051553,-0.0178,-0.025433,-0.045382,-0.051623,0.11251,0.10468,0.030066,0.013088,0.01998,0.0021839,-0.034382,-0.029113,0.0096794,0.24892,0.27757,0.13968,0.088208,0.114,0.22476,0.37429,0.30352,0.29631,0.3061,0.31303,0.31853,0.26101,0.20272,0.18215,0.15741,0.15926,0.18728,-0.02933,-0.043532,-0.035302,0.0046099,0.010308,-0.021959,-0.10504,-0.11809,-0.092837,-0.089181,-0.096683
