-0.17823,-0.18788,-0.27923,-0.58876,-0.71756,-0.61291,-0.67351,-0.59696,-0.5742,-0.62534,-0.93231,-0.99593,-1.3374,-1.7642,-1.7603,-1.8176
1.3638,0.82515,0.71737,0.57529,0.42278,0.24308,0.3182,0.64635,0.98293,1.0016,1.4377,1.6929,1.6029,1.753,1.8569,1.9196
-0.63101,-0.49358,-0.68056,-0.78093,-0.85197,-0.90553,-0.68172,0.12431,0.51761,0.72443,1.005,1.4105,1.5921,1.8354,2.2484,2.1022
0.52215,-0.48347,-0.67803,-0.73037,-0.7366,-0.76535,-0.74347,-0.93964,-0.71133,-0.11192,-0.040628,-0.49607,-0.18672,0.22755,0.26035,0.22377
-1.7679,-1.0092,-0.79295,-0.83548,-0.62005,-0.1728,-0.10976,-0.01167,0.047931,0.30673,0.080742,-0.22922,-0.11598,-0.055873,0.21871,0.43843
-2.3578,-1.7018,-1.0365,-0.31207,-0.13899,-0.45262,-0.52587,-0.39075,-0.70086,-1.368,-1.1924,-0.74253,-0.51544,-0.14107,-0.11756,-0.26018
-0.062221,0.48822,0.39145,0.15333,-0.042168,-0.097024,-0.28933,-0.34304,-0.35711,-0.33213,-0.36031,-0.72991,-0.88845,-1.0077,-0.45862,-0.32583
0.78938,1.4755,1.7418,1.7103,1.4745,1.1111,0.46545,0.014242,-0.68821,-0.83451,-1.1832,-2.1175,-1.8568,-1.4246,-1.1763,-1.0928
0.067729,0.34676,-0.17717,-0.31907,-0.5574,-0.84046,-1.1418,-1.4217,-1.7065,-1.7511,-1.9738,-1.8922,-1.5677,-1.1091,-1.0478,-0.9273
1.2203,1.0018,1.0683,1.4557,1.4216,0.74525,1.0197,2.0158,2.2348,1.1445,1.1808,2.0516,2.2678,2.4747,2.9163,2.9339
1.4495,0.91628,0.46925,0.2847,0.54326,0.81581,1.1458,1.7477,1.3797,0.30172,-0.26995,-0.60138,-0.76894,-1.1681,-1.3233,-2.071
0.91131,0.24051,0.1685,0.47632,0.81032,0.96232,1.573,2.0173,0.88514,-0.13041,-0.74378,-1.6275,-1.737,-1.4145,-1.5094,-1.5379
