0.23929,0.48649,0.84985,0.77099,0.50327,0.3434,-0.52679,-0.91339,-1.1882,-1.3284,-1.2443,-1.0794,-0.73946,-1.2027
1.3206,0.88736,-0.10591,-0.8076,-0.63217,-0.21462,-0.20416,0.003215,0.08587,-0.020682,0.30671,0.39079,0.017122,0.068744
-0.6318,-1.554,-1.6363,-1.1167,-1.213,-1.4399,-1.257,-1.391,-1.4706,-1.3679,-1.138,-0.85417,-0.60042,-0.58107
-1.3001,-0.79391,-0.41144,-0.95589,-0.75983,-0.52501,-0.47307,-0.27259,-0.12636,0.019891,0.099299,0.26753,0.50806,0.83554
-0.5307,-0.64534,-0.87998,-0.22152,-0.11914,-0.078847,0.091601,0.23089,0.36702,0.56182,0.70374,0.70477,0.56913,0.50024
-3.1218,-3.0311,-2.3337,-1.9472,-2.0418,-2.0069,-1.5295,-1.379,-1.146,-1.0318,-1.1795,-1.4042,-1.4923,-1.8922
0.47263,0.59143,0.74402,0.75036,0.74629,0.7108,0.66061,0.60998,0.71769,0.72018,0.36501,0.077017,-0.046122,0.10127
-0.2928,-0.51682,-0.4282,0.20194,0.19783,-0.18015,-0.21777,-0.15963,-0.18839,-0.28099,-0.52819,-0.68631,-0.61954,-0.70001
0.84526,1.4131,1.6954,1.2063,1.0518,0.4546,-0.23559,-0.86492,-1.2868,-1.4295,-1.597,-1.525,-1.1366,-0.77065
0.62971,-0.93028,-0.88142,0.31743,-0.034843,-0.097052,0.10223,-0.25531,-0.49276,-0.69116,-0.57847,-0.32462,-0.14734,-0.37584
1.0968,0.84237,-0.41139,-1.2795,-1.2557,-1.0152,-0.70245,-0.74973,-0.73943,-0.47228,-0.11299,0.18377,0.066899,0.09386
-0.64481,-1.4704,-0.84948,0.1668,0.29578,0.47525,0.94638,0.83276,0.57515,0.47725,0.57893,0.5405,0.26574,-0.34076
