0.017703,-0.13786,-0.074948,-0.45273,-0.49689,-0.63035,-0.88049,-1.059,-1.2571,-1.4778,-1.649
-0.18871,-0.11468,-0.179,-0.17614,-0.32,-0.2987,-0.10112,-0.14711,-0.29966,-0.35146,-0.33722
0.087194,-0.081105,-0.12076,-0.41699,-0.37337,-0.31104,-0.40312,-0.098643,-0.0025727,0.053419,0.2632
-1.2689,-1.0706,-1.0444,-0.29374,-0.19933,-0.048917,0.081392,0.63467,1.1114,1.6834,1.8793
-0.71483,-0.60901,-0.38044,-0.59134,-0.35359,-0.22267,-0.23205,-0.32504,-0.37981,-0.41774,-0.22821
-0.65137,-0.43976,-0.3175,-0.20696,-0.5005,-0.68677,-0.64108,-0.46237,-0.29316,-0.29981,-0.50409
0.64542,0.6748,0.62767,0.72593,1.1224,1.1361,0.73563,0.44763,0.55752,0.90833,1.1758
1.6627,1.6036,1.3272,1.0925,0.21511,-0.50252,-0.67826,-0.58598,-0.25631,-0.031585,-0.33421
-0.33153,-0.713,-1.0549,-1.1621,-0.67247,-0.64756,-1.2722,-1.3204,-1.1102,-0.63076,-0.18781
-0.25715,-0.43537,-0.59781,-0.95295,-0.90145,0.030683,1.1467,1.6989,1.5724,1.2114,1.2929
0.083568,-0.061564,0.15421,0.10301,0.24099,0.28385,0.71862,0.54532,0.13404,-0.37992,-0.88003
-0.91262,-0.59077,-0.26586,0.38357,1.1479,1.6891,1.21,1.153,0.37183,-0.49621,-0.80215
