0.64521,0.81813,0.49472,0.4018,0.33283,0.36136,0.29223,0.27875,-0.076019,-0.60015,-0.68115,-0.92853,-1.3231,-1.6239,-1.8296,-1.9646,-2.2112
1.6053,1.3057,0.82508,0.66227,0.73811,0.66557,0.83181,0.86284,1.1254,1.4323,1.3825,1.2357,1.3277,1.5206,1.3451,1.2717,1.1658
0.035079,-0.4247,-0.49062,-0.82961,-1.2901,-1.0833,-0.97988,-0.86517,-0.62003,-0.16873,-0.10846,0.20311,0.64395,1.0346,1.2818,1.4957,1.7559
-2.4006,-2.1429,-1.9354,-1.6924,-1.1211,-1.1299,-0.62027,-0.46324,-0.41731,0.047836,0.31869,0.43629,0.37644,0.29029,0.69326,0.98649,1.3355
0.38142,0.25771,0.12453,0.083197,-0.076429,0.49156,0.66812,1.0035,1.2622,1.4734,1.765,1.6496,1.4258,1.2471,1.2647,1.3116,1.2168
-2.5511,-2.3431,-1.5245,-1.107,-1.0823,-1.3427,-1.3845,-1.4524,-1.4701,-1.3869,-1.5187,-1.517,-0.86269,-0.37167,-0.50738,-0.60994,-0.60065
-1.5648,-0.85721,-0.76503,-0.23732,0.10892,0.18247,0.23259,0.49359,0.40794,0.24492,0.41151,0.39716,0.060548,-0.19743,0.085621,0.46378,0.77066
-0.022878,-0.41809,-0.28818,-0.32539,-0.11884,-0.069855,-0.30833,-0.74198,-0.88475,-0.6523,-0.60449,-0.69033,-0.64714,-0.63205,-0.21649,0.12829,0.57402
0.22827,0.11254,0.27552,-0.17139,-1.0353,-1.5726,-1.8465,-1.8116,-2.0767,-2.1988,-1.7477,-1.3598,-1.2139,-0.92825,-0.39487,-0.13864,-0.078266
1.3047,0.391,0.035752,-0.23793,-0.44963,-1.0943,-1.5691,-1.6893,-1.0392,-0.51154,-0.14649,0.42179,0.91031,1.3981,1.5868,1.7746,1.7039
-0.5797,-0.61102,-1.0125,-1.6708,-2.0163,-1.6897,-1.5386,-1.5501,-1.0213,-0.71364,-0.95999,-0.73809,-0.72097,-1.0719,-1.2305,-1.326,-1.0338
-1.7968,-1.7083,-1.4775,-1.3479,-1.1871,-0.70027,0.091754,0.28773,0.16979,0.51711,-0.0093888,-0.71204,-1.0157,-1.3008,-1.4098,-1.4774,-1.466
