-1.1842,-0.64387,-0.4242,-0.75931,-0.78359,-0.58404,-1.0793,-1.3683,-1.5934,-1.6234,-1.3257,-1.3789,-1.7452,-2.0866,-2.2706
0.2904,-0.15063,-0.44011,-0.72677,-0.79872,-0.99826,-0.90634,-0.8264,-0.66072,-0.53629,-0.29833,0.032281,0.073648,-0.023091,-0.1106
-0.24953,-0.52083,-1.1235,-0.67936,-0.62711,-0.88381,-0.80464,-0.62257,-0.6187,-0.83034,-0.65775,-0.42192,-0.25504,-0.14118,-0.010475
-1.1884,-1.165,-0.75789,-0.97127,-1.061,-0.85067,-0.64263,-0.44628,-0.16818,0.0058927,-0.07176,0.10759,0.43343,0.72201,0.89946
-0.61897,-0.37448,-0.39383,-0.64995,-0.5804,-0.42933,-0.27637,-0.17568,-0.17627,0.031805,0.14035,-0.10242,-0.15721,-0.15022,-0.096266
-2.4287,-2.1868,-1.8999,-0.85397,-0.8195,-0.6216,-0.80682,-0.71715,-0.45034,-0.58571,-0.79895,-0.97881,-1.0887,-0.90575,-0.84947
0.47255,0.74112,1.1587,0.48512,0.32576,0.6523,0.81175,0.82856,0.61364,0.3342,-0.035995,-0.32743,-0.21842,0.14433,0.359
1.8338,2.055,1.8086,2.0298,2.0521,1.9371,1.1918,0.76202,0.45733,0.23379,-0.1392,-0.48068,-0.49143,-0.35775,-0.40004
0.61689,0.75193,0.82649,0.7552,0.39453,0.19304,0.34448,0.03956,-0.4666,-1.0166,-1.3969,-1.4018,-1.0927,-0.88313,-0.66873
2.666,1.8776,1.3259,1.256,1.0247,0.51797,-0.087805,0.0087534,0.49898,0.79924,1.0083,1.3401,1.5615,1.3988,1.295
1.4623,1.2293,0.84324,0.54368,0.55921,0.51704,0.45048,0.26041,-0.15789,0.02602,0.73288,1.553,1.4746,0.98861,0.43483
0.62857,0.3952,0.48247,0.21287,0.22098,0.38913,0.89196,1.5306,1.9926,1.7762,1.6022,1.3979,1.0854,0.39863,-0.052464
