-1.4505,-1.4614,-1.5453,-1.5183,-1.4661,-1.3493,-1.3911,-1.5155,-1.7165,-1.9231
0.15883,0.060704,0.060286,0.03768,0.10039,0.13759,0.097345,0.087593,0.039434,-0.022389
-0.63495,-0.72156,-0.72047,-0.76772,-0.73807,-0.4907,-0.49646,-0.7982,-0.57753,-0.24432
-0.84755,-0.70216,-0.5241,-0.41978,-0.24764,-0.063924,0.37347,0.64028,0.85629,1.0802
-0.65574,-0.54955,-0.50652,-0.34428,-0.22272,-0.0083352,-0.02873,-0.025224,0.039465,0.08716
-1.7478,-1.5915,-1.4791,-1.4144,-1.4618,-1.5536,-1.221,-1.0337,-1.1401,-1.1504
0.63396,0.62195,0.60338,0.4923,0.23923,0.097966,0.49166,0.68503,0.66166,0.57781
1.4039,1.3642,1.1192,0.79345,0.24728,-0.42943,-0.6923,-0.66782,-0.74914,-0.60005
0.37398,0.17242,-0.0062907,-0.2942,-0.36075,-0.13344,-0.19213,-0.98635,-1.0285,-0.83046
0.2082,-0.29127,-0.80004,-1.1461,-1.1818,-0.80741,-0.070627,0.1995,0.32937,0.45611
0.25421,0.18347,0.30659,0.57687,1.1851,1.689,1.1138,0.47238,0.42367,-0.063479
-0.35881,-0.30771,-0.062628,0.36528,0.96217,1.8624,2.3652,1.1185,0.31782,-0.38122
