-0.088247,-0.25455,-0.23324,-0.25812,-0.10941,0.0090445,-0.20345,-0.5015,-0.57159,-0.71188,-0.83864,-1.0661
0.42877,0.45373,0.6451,0.8189,0.75514,0.63674,0.84773,0.8466,0.60342,0.46588,0.37896,0.53345
-0.66827,-0.83041,-0.99414,-1.1773,-1.3028,-1.2095,-1.3849,-1.2017,-0.78797,-0.39854,-0.31349,-0.17609
-0.51493,-0.27334,-0.31352,-0.15738,-0.15533,-0.04829,0.3544,0.63272,0.94449,0.95153,1.2819,1.5847
-0.79281,-0.87287,-0.37741,-0.3079,-0.11934,0.016719,-0.18061,-0.50341,-0.5636,-0.43548,-0.42533,-0.25503
-2.2564,-1.8938,-2.2236,-1.9607,-1.6298,-1.4983,-1.1497,-0.74359,-0.79333,-0.28885,-0.23754,-0.76029
0.23101,0.27751,0.59752,0.61347,0.80084,0.40641,-0.070172,-0.12972,0.14557,-0.2145,-0.042269,0.36866
0.52647,0.60043,0.23258,0.037081,-0.18513,-0.24852,-0.62384,-0.98035,-1.2565,-0.49695,-0.42754,-0.73987
1.1035,0.8062,0.54217,0.15601,-0.17554,-0.75326,-1.1949,-1.2898,-0.88371,-1.2923,-0.87442,-0.15498
-1.0043,-1.4261,-1.7883,-2.0369,-2.384,-1.8857,-1.347,-0.71453,-0.29841,0.44953,0.17769,-0.32643
0.21071,-0.21967,-0.38865,-0.29396,-0.14551,-0.32021,0.055905,0.49599,1.1516,0.94071,0.79558,0.84157
-0.76714,-0.75749,-0.78285,-0.74595,-0.64695,-0.0041066,0.47177,0.7378,0.70718,0.17848,-0.37657,-1.0401
