-0.90287,-1.1685,-1.1854,-1.2231,-1.2706,-1.4293,-1.643,-1.8462,-2.1753,-2.3731,-2.3841,-2.5454,-2.4293,-2.406,-2.9605,-3.2979,-3.3517,-3.6227
-0.48013,-0.50633,-0.40537,-0.53426,-0.70783,-0.69566,-0.53425,-0.62467,-0.70705,-0.6409,-0.54472,-0.27257,-0.19726,-0.12241,0.040473,-0.044524,-0.17595,-0.19495
-0.76216,-0.92549,-0.91619,-0.90149,-0.97968,-0.99059,-0.56136,-0.15925,0.074854,0.22937,0.35539,0.55383,0.6885,0.73279,0.67588,0.74553,0.92473,1.0428
-1.6056,-1.5144,-1.3464,-1.0014,-0.7336,-0.60726,-0.32514,0.12383,0.46853,0.61893,0.61994,0.78649,0.90213,1.1533,1.666,1.9983,2.2852,2.5595
0.029004,0.13527,0.23686,0.32388,0.49584,0.60694,0.36339,0.39771,0.39108,0.4605,0.49311,0.18837,0.1097,0.05488,-0.10803,-0.038383,-0.045441,-0.052422
-1.4976,-1.1504,-0.90045,-0.73426,-0.789,-0.89976,-0.83923,-0.77801,-0.61882,-0.50919,-0.50796,-0.47395,-0.65832,-0.8672,-0.8711,-0.78818,-0.66782,-0.56582
-0.071144,-0.062324,-0.040961,0.05497,0.12819,0.10874,0.02673,0.25313,0.56573,0.6823,0.64782,0.69963,0.77433,0.88258,1.0868,1.4839,1.7705,2.0594
1.5502,1.385,1.0391,0.68114,0.53128,0.29553,-0.083961,-0.36825,-0.57241,-0.55882,-0.62287,-0.83708,-0.90718,-0.75983,-0.39696,0.064233,0.49378,0.79554
0.69625,0.48009,0.27457,-0.017124,-0.56623,-1.0711,-0.89549,-0.50776,-0.16964,-0.037145,-0.1445,-0.1336,0.08721,0.30052,0.44766,0.71996,1.0357,1.3369
1.5217,1.219,0.84176,0.71898,0.66519,0.60808,0.74123,0.49103,0.56899,0.86991,1.1376,1.3304,1.1658,1.0558,1.1479,1.2548,1.042,0.89454
0.012489,-0.24713,-0.29234,-0.36007,-0.38626,0.071567,0.99058,0.91187,0.5462,0.19943,-0.26281,-0.63748,-1.1311,-1.5862,-1.7863,-1.9109,-1.987,-2.09
-0.15781,0.15407,0.82173,1.5231,1.6529,1.3292,1.3463,0.88569,0.19336,-0.7096,-1.4085,-1.6567,-1.8404,-2.1773,-2.184,-1.9321,-1.6801,-1.537
