-0.14048,0.034784,-0.010299,-0.07896,-0.44317,-0.45277,-0.29901,-0.12006,-0.42499,-0.35914,-0.49169,-0.83617,-1.0842
1.7087,1.2477,1.0704,0.94475,0.8152,1.0701,1.1907,0.61038,0.45907,0.31186,0.085219,0.36254,0.71414
0.29402,0.024736,-0.23299,-0.39982,-0.42233,-0.22633,-0.18173,-0.48676,-0.58562,-0.30505,-0.13843,-0.15057,-0.020793
-1.5924,-1.6505,-1.8181,-1.6749,-1.1579,-0.90282,-0.76911,-0.57906,-0.27685,-0.11271,0.14023,0.40497,0.67935
-0.18276,0.27537,0.44231,0.38519,0.21661,0.54724,1.0702,1.1884,0.97124,1.0336,1.027,1.123,1.2741
-2.736,-2.4637,-1.9039,-1.7105,-1.415,-1.4543,-1.7072,-1.3624,-0.77828,-0.6999,-0.89493,-1.3849,-1.9333
-0.67809,-0.456,-0.17752,-0.10159,-0.23337,-0.46485,-0.56657,-0.361,-0.13907,0.17819,0.36811,0.41244,0.46162
0.78258,1.0642,1.0962,0.76273,0.52505,0.47095,0.12429,-0.33046,-0.6373,-0.70481,-0.69867,-0.75513,-0.83429
-0.49822,-0.5701,-1.0431,-1.1492,-1.1616,-1.6433,-2.024,-1.8359,-1.7984,-1.6421,-1.2402,-1.2405,-1.0786
1.8643,1.0122,0.43233,-0.053422,-0.4129,-0.35222,-0.03645,-0.33968,-0.082363,0.24566,0.49627,0.58814,0.7636
-0.28465,-0.81927,-1.14,-1.0981,-1.1325,-1.3262,-1.0548,-0.92481,-0.71358,-0.64366,-0.57422,-0.54609,-0.80673
-0.32014,-0.62726,-0.95183,-0.85178,-0.070836,0.69778,0.97164,0.78187,0.58748,0.2644,-0.55273,-0.96549,-1.0768
