-0.63812,-0.8373,-0.63545,-0.41533,-0.53691,-0.89194,-0.95493,-0.82621,-1.2495,-1.6054,-1.9424,-2.2463
0.90766,0.93891,1.066,1.0606,1.1966,1.7996,1.8802,1.5099,1.3993,1.5943,1.9119,1.8212
-0.087808,-0.30643,-0.69988,-0.81409,-0.36081,0.43849,0.77576,0.93741,0.70343,0.74558,1.1891,1.2407
-0.54797,-0.35713,-0.44072,-0.43329,-0.63103,-1.2305,-1.1366,-0.5341,-0.14281,0.069076,0.54976,1.2193
-0.4633,-0.68557,-0.26454,-0.14567,-0.098071,0.013361,0.34189,0.87827,0.80336,0.69214,0.70757,0.9561
-2.2188,-1.7165,-1.5466,-1.4118,-0.87136,-0.049703,0.62038,-0.049526,-0.5579,-0.56019,-0.60675,-0.66996
-0.048198,-0.35505,-0.1552,-0.094245,-0.19587,0.019646,0.076313,0.3262,0.61327,0.47892,0.40067,0.94434
0.76195,0.44004,0.42128,0.59066,0.37485,-1.0394,-0.94798,-0.68441,-1.4867,-1.7555,-1.4152,-0.53241
1.1373,1.2838,0.43299,-0.55722,-1.1178,-1.563,-1.5357,-1.2664,-0.77159,-0.8021,-0.66037,-0.28767
0.17193,-0.23125,-0.38786,-0.27907,-0.15808,0.83822,0.70366,0.11937,0.49594,1.0679,1.3075,1.2953
-0.84335,-1.0675,-1.0286,-0.80883,-0.3374,1.023,0.50818,0.23002,0.08802,-0.32489,-0.6297,-0.45073
-0.022551,0.039357,-0.27838,-0.18471,0.24255,0.64545,0.13872,-0.73764,-1.5436,-1.6473,-1.5479,-1.2242
