-0.23576,0.75324,1.5163,2.1112,2.1811,1.9002,1.8708,2.1744,2.1976,2.1171,1.6693,1.3438,1.4414,1.5953,1.1593,1.4327,1.4604,1.4577,1.2323,0.53928,-0.36799,-0.4958,-0.37797,-0.35656,-0.27346,-0.083894,-0.11956,-0.43326,-0.45217,-0.57648,-0.57233,-0.45423,-0.4127,-0.4322,-0.39252,-0.41915,-0.43466,-0.43119,-0.55088,-0.56296,-0.51933,-0.49493,-0.46454,-0.41487,-0.40727,-0.35736,-0.28025,-0.31316,-0.35515,-0.31892,-0.35326,-0.39347,-0.36396,-0.3899,-0.41368,-0.42041,-0.44482,-0.52125,-0.56131,-0.59456,-0.62698,-0.58831,-0.56975,-0.59844,-0.58543,-0.56295,-0.48151,-0.33003,-0.20624,-0.17327,-0.19666,-0.25294,-0.21055,-0.20067,-0.43739,-0.16181,-0.17073,-0.18687,-0.18974,-0.28006,-0.33805,-0.34671,-0.41667,-0.43733,-0.39864,-0.41685,-0.44963,-0.40186,-0.35721,-0.36872,-0.38406,-0.35599,-0.37486,-0.42437,-0.42943,-0.42481
0.91361,0.62369,1.1077,1.6622,1.3908,1.6966,1.944,1.7251,1.7195,1.9345,1.9315,1.7087,1.7317,1.7166,1.7261,1.7569,1.6742,1.5836,1.4896,1.5046,1.4953,0.80577,0.10444,-0.062139,-0.33936,-0.329,-0.35203,-0.37796,-0.29243,-0.22602,-0.29679,-0.45583,-0.52095,-0.65642,-0.68997,-0.70385,-0.69474,-0.65164,-0.67761,-0.75993,-0.7315,-0.70075,-0.68673,-0.68642,-0.66319,-0.63208,-0.60345,-0.57709,-0.56775,-0.54129,-0.50337,-0.52031,-0.47962,-0.47771,-0.45787,-0.43278,-0.40574,-0.33079,-0.27508,-0.28203,-0.25602,-0.2971,-0.32317,-0.32031,-0.33818,-0.50899,-0.57695,-0.55785,-0.49943,-0.45956,-0.47492,-0.54997,-0.53771,-0.59571,-0.63485,-0.60137,-0.56856,-0.53535,-0.50477,-0.49482,-0.47619,-0.44162,-0.41095,-0.35973,-0.32604,-0.34259,-0.38819,-0.37298,-0.38699,-0.39002,-0.3895,-0.31355,-0.27103,-0.2679,-0.26412,-0.26753
-0.98495,-1.0064,-1.4677,-1.2789,-1.068,-1.2707,-1.2787,-1.2282,-1.3271,-1.58,-1.4611,-1.8245,-1.9639,-1.7372,-1.2897,-1.1609,-1.2302,-1.2568,-1.2439,-0.90072,0.013126,0.18697,-0.10375,-0.25999,0.033099,0.21464,0.20793,0.14704,0.16144,0.15709,0.18656,0.39306,0.50285,0.5086,0.54603,0.55939,0.54238,0.54068,0.51985,0.48577,0.49421,0.47595,0.45046,0.43677,0.42172,0.40142,0.39011,0.37886,0.36046,0.3737,0.36444,0.34228,0.36475,0.36983,0.351,0.34461,0.34649,0.32934,0.35353,0.39525,0.38484,0.39257,0.41744,0.41757,0.45968,0.55376,0.55367,0.51821,0.47755,0.45376,0.43825,0.44982,0.44742,0.43099,0.4529,0.4569,0.42378,0.35342,0.33748,0.32998,0.33972,0.35221,0.36501,0.34239,0.34522,0.3272,0.2849,0.26796,0.25815,0.23815,0.205,0.22761,0.23783,0.23068,0.24073,0.25893
2.683,2.9459,2.8362,2.698,2.6029,2.749,2.7975,2.6832,2.6635,2.6884,2.6887,2.7031,2.6505,2.6863,2.7327,2.8237,2.8767,2.8393,2.8122,2.636,2.1409,0.96505,-0.44399,-0.86981,-0.80491,-0.75473,-0.7974,-0.75411,-0.75216,-0.75942,-0.76405,-0.75342,-0.73178,-0.70633,-0.70295,-0.71142,-0.73084,-0.73683,-0.73624,-0.72648,-0.71426,-0.71273,-0.73045,-0.73173,-0.73005,-0.74564,-0.76039,-0.74204,-0.72755,-0.76026,-0.76732,-0.77218,-0.77916,-0.77161,-0.7698,-0.77449,-0.77854,-0.79083,-0.78998,-0.76843,-0.76423,-0.75041,-0.74728,-0.75229,-0.76799,-0.77289,-0.73057,-0.74085,-0.74585,-0.75176,-0.75127,-0.79286,-0.77485,-0.82144,-0.83463,-0.83481,-0.84266,-0.90244,-0.90622,-0.9385,-0.9642,-0.94856,-0.91433,-0.89803,-0.88829,-0.86601,-0.84407,-0.82187,-0.80899,-0.80553,-0.80695,-0.81183,-0.81008,-0.81305,-0.81382,-0.8092
-0.53727,-0.039408,-0.050016,-0.14128,0.01393,-0.12003,-0.4528,-0.45577,-0.40429,-0.42549,-0.42488,-0.30332,-0.29022,-0.23462,-0.25206,-0.30816,-0.26248,-0.26343,-0.31222,-0.7656,-0.7971,0.38129,1.001,0.5981,0.19539,0.11996,0.067553,0.10003,0.25389,0.24983,0.22584,0.1492,0.017709,-0.036067,-0.028016,-0.0089419,0.020858,0.010963,0.042166,0.074189,0.055097,0.036092,0.042063,0.04535,0.028115,0.024745,0.024097,0.022116,0.043961,0.029456,0.015893,0.065372,0.023192,0.038705,0.026037,0.00969,0.0049353,-0.011234,-0.011569,0.0071898,0.01041,0.017664,0.02988,0.01972,0.028702,0.068597,0.10316,0.10492,0.060845,0.053935,0.075838,0.10866,0.1026,0.11858,0.17122,0.16003,0.12636,0.10764,0.09695,0.086952,0.084395,0.066653,0.03637,0.012312,0.0046341,0.05421,0.15939,0.15262,0.16084,0.16098,0.16655,0.064391,0.011877,0.0182,0.030951,0.035245
0.7173,0.77325,0.39644,0.0864,-0.28542,-0.21491,-0.011352,0.23974,0.17513,-0.003161,-0.021154,0.1447,0.26718,0.1465,-0.087769,-0.16833,-0.12601,0.088232,0.33772,0.57347,1.883,1.9188,0.57832,-0.023086,-0.016159,0.086546,0.077879,0.055334,0.12734,0.1176,0.095581,0.13073,0.083293,0.019462,0.0045006,0.020185,0.018726,-0.010261,-0.073733,-0.11312,-0.13015,-0.12433,-0.10081,-0.10136,-0.15515,-0.18815,-0.18505,-0.18814,-0.18118,-0.15489,-0.1834,-0.22779,-0.20976,-0.22126,-0.24809,-0.25035,-0.23821,-0.23926,-0.18089,-0.11897,-0.11394,-0.1083,-0.08984,-0.10855,-0.092019,-0.056974,-0.14925,-0.15428,-0.14294,-0.14644,-0.1657,-0.12587,-0.15124,-0.18528,-0.24661,-0.20491,-0.13424,-0.26615,-0.25947,-0.25184,-0.23512,-0.198,-0.13653,-0.11611,-0.079981,-0.061985,-0.073565,-0.066668,-0.047484,-0.048195,-0.059634,-0.031171,-0.013448,-0.026919,-0.021927,-0.011159
0.084244,1.2689,2.198,1.8318,1.3935,1.4135,1.4229,1.3528,1.1741,0.88994,0.84642,0.85638,0.79959,0.7479,0.69638,0.70302,0.70573,0.65704,0.66659,0.90627,0.91962,0.80992,0.44066,0.027412,-0.18701,-0.22608,-0.28129,-0.33438,-0.33413,-0.36877,-0.36093,-0.33357,-0.33073,-0.3545,-0.34393,-0.32599,-0.29942,-0.28352,-0.30116,-0.31787,-0.32466,-0.32352,-0.34788,-0.36849,-0.37599,-0.37516,-0.37902,-0.39122,-0.48958,-0.51586,-0.51268,-0.50247,-0.49065,-0.48303,-0.4906,-0.50696,-0.50681,-0.49868,-0.5097,-0.4873,-0.47077,-0.4531,-0.45372,-0.45074,-0.45226,-0.44386,-0.43629,-0.39976,-0.40066,-0.38054,-0.37601,-0.36835,-0.34836,-0.34384,-0.32849,-0.30348,-0.28482,-0.28995,-0.28287,-0.28894,-0.29182,-0.28504,-0.30323,-0.2974,-0.25287,-0.22155,-0.18104,-0.067358,0.025047,0.041053,0.06622,0.077144,0.074986,0.07291,0.072131,0.078478
-0.61645,-1.2109,-1.2708,-1.3172,-1.3072,-1.2547,-1.0916,-0.98253,-0.85968,-0.88687,-0.96035,-0.91938,-0.83799,-0.82246,-0.84429,-0.84223,-0.82118,-0.79568,-1.0969,-1.1685,-1.2658,-1.4418,-1.4551,-0.93989,0.026367,0.13831,0.3796,0.63599,0.47589,0.43702,0.41941,0.37688,0.43625,0.86565,0.90846,0.81449,0.64035,0.56184,0.58428,0.59692,0.61064,0.64447,0.56225,0.58781,0.69099,0.67651,0.65633,0.61944,0.4241,0.32532,0.32995,0.3212,0.18335,0.16507,0.24672,0.26253,0.26675,0.25931,0.25699,0.25246,0.19212,0.27412,0.27878,0.2928,0.26075,0.35486,0.52487,0.43717,0.44112,0.40474,0.37965,0.35861,0.32254,0.32567,0.31516,0.3304,0.32048,0.31724,0.31575,0.30372,0.24265,0.22469,0.19784,0.16395,0.12321,0.08485,0.075786,0.069893,0.0758,0.076854,0.07092,0.024091,0.037414,0.052833,0.049713,0.04841
0.060711,0.029313,0.049613,0.15293,0.15132,0.15619,0.12046,0.078542,0.10754,0.12649,0.12354,0.14369,0.14194,0.13952,0.14147,0.14293,0.13568,0.12105,0.18744,0.16114,0.14023,0.16501,0.28912,0.2183,0.022397,0.0029574,-0.038105,-0.092811,-0.05643,-0.023475,-0.008243,-0.023732,-0.051064,-0.15283,-0.19946,-0.24958,-0.23718,-0.19016,-0.16941,-0.17169,-0.16022,-0.14051,-0.13846,-0.15421,-0.1628,-0.14557,-0.1493,-0.13368,-0.086314,-0.062102,-0.039669,-0.024901,-0.021458,-0.00971,-0.0033904,0.0090222,0.011084,0.021313,0.025287,0.025024,0.039038,0.010749,0.0064788,0.014726,0.015444,-0.021568,-0.051945,-0.040427,-0.045472,-0.047069,-0.042836,-0.040184,-0.047242,-0.061438,-0.066061,-0.06134,-0.057589,-0.045794,-0.045388,-0.039885,-0.016171,-0.0081657,0.00067577,0.011011,0.023383,0.029181,0.034268,0.031133,0.023575,0.022683,0.023996,0.032882,0.030771,0.0286,0.029187,0.026004
-0.23013,-0.41848,-0.93872,-1.0715,-0.9292,-1.0718,-1.1165,-0.95957,-0.90723,-0.86244,-0.90251,-0.8715,-0.84173,-0.84616,-0.91106,-0.96759,-0.97297,-0.84727,-0.5273,-0.32935,0.036518,0.44214,0.28776,0.32162,0.25633,0.24352,0.21619,0.118,0.13679,0.15698,0.19526,0.25282,0.24595,0.15593,0.13968,0.26079,0.35071,0.2665,0.1922,0.18959,0.13037,0.11079,0.23891,0.27778,0.16644,0.13132,0.13475,0.12575,0.28342,0.39638,0.32624,0.28598,0.37926,0.3516,0.26446,0.25089,0.24932,0.23076,0.22974,0.23206,0.23456,0.22483,0.24194,0.21226,0.23133,0.25905,0.21751,0.22445,0.21506,0.18698,0.18425,0.22643,0.20414,0.21286,0.15798,0.2011,0.20803,0.18252,0.1764,0.18638,0.21246,0.21974,0.23556,0.23501,0.2448,0.24475,0.22956,0.19347,0.17378,0.16891,0.1598,0.16395,0.15687,0.14694,0.14584,0.14209
