0.16708,0.16011,0.14268,0.074417,0.11071,0.096734,0.099453,0.061663,0.073619,0.10374,0.11835,0.11635,0.22381,-0.083375,-0.51659,-0.33501,-0.13909,-0.05626,0.063016,-0.000424,0.0062211,-0.0060952,-0.036643,-0.024512,0.0078512,-0.0021328,-0.05382,-0.01277,0.010786,0.00062394,0.00040703,0.0054612,-0.00044363,-0.017062,-0.046621,-0.015404,-0.017846,-0.051567,-0.035798,-0.011275,-0.005689,-0.019547,-0.0077538,0.0010882,-0.020799,-0.040416,-0.034957,-0.022751,-0.029527
-0.28178,-0.46112,-0.47127,-0.45755,-0.49492,-0.52789,-0.43218,-0.31171,-0.51127,0.012983,-0.45015,-0.68436,-0.68771,-0.75636,-0.73532,-0.58234,0.092056,0.45226,0.57566,0.54396,0.53853,0.553,-0.091656,-0.079614,-0.086943,-0.11591,-0.094376,0.34844,0.536,0.5253,0.51379,0.53743,0.53347,0.22197,-0.093799,-0.093769,-0.10129,-0.094212,-0.03341,0.22307,0.48779,0.54407,0.55146,0.54062,0.55511,0.10265,-0.090973,-0.08536,-0.082366
0.38571,0.11438,-0.068711,-0.24746,-0.25932,-0.26277,-0.27191,-0.27324,-0.22503,-0.28543,-0.22498,0.0067473,0.2747,0.3436,0.17011,0.16725,0.035174,0.0099464,-0.0034618,0.00281,-0.0034941,-0.0080961,0.06052,0.05396,0.04946,0.030099,0.025459,-0.017782,-0.031549,-0.031609,-0.027634,-0.01337,-0.0031437,0.028673,0.058212,0.05698,0.054138,0.034318,0.027416,0.003912,-0.019047,-0.025371,-0.011268,0.0066451,0.010927,0.063126,0.082999,0.082354,0.07504
-0.30986,-0.29162,-0.27618,-0.22191,-0.22104,-0.22527,-0.22098,-0.2169,-0.2239,-0.22345,-0.22572,-0.24262,-0.2795,-0.11783,0.09153,0.12819,0.10295,0.064336,0.10409,0.094201,0.081183,0.080625,0.067203,0.060247,0.071489,0.075784,0.078923,0.10076,0.10454,0.098633,0.10389,0.10445,0.10565,0.10236,0.095128,0.098777,0.10308,0.094944,0.096279,0.10037,0.099893,0.097005,0.09903,0.10383,0.098912,0.095398,0.096127,0.099213,0.097756
-0.19822,-0.12211,-0.061716,-0.023683,-0.011767,0.0069876,-0.017322,-0.050527,-0.0029859,-0.1554,-0.033879,-0.024381,-0.000178,0.026956,-0.02022,-0.00011725,-0.065105,-0.042781,-0.031818,-0.044821,-0.049172,-0.052287,0.12744,0.12045,0.12268,0.11457,0.10998,-0.0034893,-0.055254,-0.052946,-0.066042,-0.067378,-0.06343,0.017465,0.10789,0.10979,0.11479,0.11157,0.10226,0.032729,-0.047224,-0.060022,-0.063602,-0.061834,-0.073217,0.0548,0.11421,0.11468,0.11367
-0.089119,0.020627,0.19534,0.24059,0.26777,0.27462,0.29494,0.29439,0.31796,0.3978,0.37988,0.32302,0.32103,0.32346,-0.018433,-0.17965,-0.082125,-0.02918,-0.10315,-0.096897,-0.079374,-0.080387,-0.14027,-0.13324,-0.12419,-0.12862,-0.15235,-0.09656,-0.063881,-0.067807,-0.068102,-0.062917,-0.06479,-0.098179,-0.13919,-0.12591,-0.13226,-0.14865,-0.13638,-0.10657,-0.081792,-0.082955,-0.073549,-0.069904,-0.076774,-0.12118,-0.1341,-0.12995,-0.13306
-0.58237,-0.54026,-0.52589,-0.47027,-0.45215,-0.47175,-0.3061,-0.30683,-0.38032,-0.40258,-0.40163,-0.43389,-0.50389,-0.33719,0.085925,0.23875,0.25086,0.21874,0.22786,0.23255,0.22246,0.20917,0.22608,0.19704,0.19094,0.16883,0.133,0.17559,0.17347,0.17799,0.17348,0.13117,0.12548,0.15297,0.15806,0.15954,0.15873,0.16235,0.1455,0.16315,0.16333,0.15042,0.15699,0.15124,0.14467,0.15835,0.16765,0.17882,0.18398
-0.074505,-0.098932,-0.17116,-0.1545,-0.077317,-0.06412,-0.07629,-0.10009,-0.064862,-0.10096,-0.063663,-0.03881,-0.081655,-0.13616,-0.17664,-0.084469,-0.022915,-0.033323,-0.034905,-0.011299,-0.012777,-0.016529,0.0080988,0.0029979,0.029271,0.15124,0.11968,0.055686,0.045312,0.047532,0.13434,0.086599,0.077341,0.10015,0.095735,0.097391,0.095372,0.094889,0.075802,0.05151,0.038249,0.028309,0.017178,0.027325,0.026245,0.053446,0.057032,0.039637,0.039514
-0.14643,-0.1362,-0.12636,-0.11379,-0.13219,-0.13131,-0.12938,-0.12076,-0.13573,-0.099613,-0.13984,-0.14709,-0.1451,0.00084627,0.094602,0.047076,0.04669,0.064882,0.066654,0.079454,0.075139,0.084177,0.032104,0.038295,0.028307,0.0078071,0.0054287,0.041576,0.062282,0.06256,0.045849,0.065257,0.067068,0.038663,0.019563,0.023767,0.016954,0.017947,0.033072,0.05249,0.070256,0.076401,0.078909,0.071722,0.071698,0.038059,0.026118,0.025936,0.026179
-0.40168,-0.34575,-0.3151,-0.34433,-0.34089,-0.31848,-0.37545,-0.41195,-0.33838,-0.41564,-0.32887,-0.26113,-0.16784,0.11853,0.24718,0.21299,0.10891,0.074388,0.020206,0.042435,0.048225,0.057552,0.16504,0.18771,0.18128,0.17681,0.15245,0.069558,0.060092,0.067196,0.052477,0.078438,0.081581,0.11902,0.17038,0.18438,0.16915,0.16286,0.17638,0.13064,0.085289,0.07863,0.080548,0.074843,0.068984,0.14193,0.17877,0.17171,0.16892
