0.9923,0.49742,0.14364,0.25919,0.47374,0.61242,0.35368,0.3501,0.14694,0.16861,0.069747,-0.082862,-0.11521,-0.055657,-0.017796,0.075593,0.024187,0.41517,1.0835,0.90892,0.54214,0.52422,1.0521,0.77993,0.60867,0.59229,0.53269,0.51082,0.44237,0.2761,0.20414,-0.040637,-0.084623,-0.086185,-0.12256,-0.15948,-0.26564,-0.32593,-0.31695,-0.35921,-0.38245,-0.40133,-0.40644,-0.36588,-0.35943,-0.39422,-0.4778,-0.46501,-0.47327,-0.49769,-0.51309,-0.48601,-0.49871,-0.50774,-0.53493,-0.55228,-0.51676,-0.51488,-0.54883,-0.58004,-0.5795,-0.55164
0.25787,-0.83278,-1.2598,-0.75404,-0.12556,0.10237,0.10065,-0.28782,0.16343,0.65384,0.35324,-0.13012,0.034045,-0.23764,-0.25433,-0.10852,-0.13312,-0.039691,0.59436,1.7146,1.1823,1.1791,-0.32872,-0.48906,-0.78636,-0.60955,-0.4251,-0.32544,-0.25579,-0.40164,-0.57264,-0.55092,-0.47399,-0.39471,-0.24798,-0.25884,-0.21971,-0.24023,-0.25592,-0.31395,-0.28275,-0.16173,0.03692,0.13474,0.19106,0.22919,0.23488,0.19823,0.19037,0.21577,0.24986,0.30288,0.27413,0.27684,0.27642,0.30379,0.34678,0.35096,0.30672,0.39384,0.44899,0.46014
-0.18414,0.68131,1.0334,1.4396,2.2939,2.3108,2.679,2.4692,1.5911,-0.55771,-2.8543,-3.6744,-3.7922,-3.6081,-3.5221,-3.3153,-3.2476,-3.5788,-2.3773,-2.0639,-1.1958,-0.83045,0.16612,0.60635,0.75443,0.70602,0.7108,0.73356,0.75394,0.77768,0.80322,0.90984,0.9511,0.92495,0.86774,0.85262,0.76311,0.61181,0.59898,0.61421,0.62874,0.57435,0.47322,0.43678,0.42747,0.37349,0.29411,0.28652,0.30424,0.31394,0.30606,0.28649,0.28336,0.28959,0.26102,0.24775,0.2612,0.28498,0.26938,0.22498,0.19061,0.17897
-0.082315,-0.036278,-0.051547,-0.093677,-0.0463,-0.043879,0.07924,0.12453,0.11709,0.01397,-0.133,-0.17718,-0.1938,-0.25809,-0.24699,-0.25624,-0.23552,-0.097277,-0.22447,-0.27593,-0.13708,-0.071022,0.015975,0.078955,0.073437,0.037217,0.031621,0.058697,0.047753,0.012141,0.022934,0.094903,0.11328,0.11988,0.11388,0.064454,0.079869,0.09117,0.086268,0.048017,0.041825,0.038711,0.025748,0.028309,0.02938,0.032643,0.059672,0.083326,0.059956,0.049897,0.051942,0.046114,0.070334,0.074581,0.060522,0.051866,0.053903,0.055878,0.06581,0.046869,0.048818,0.059224
0.17461,0.17667,-0.25204,-0.24085,-0.29523,-0.23715,-0.21218,-0.025418,0.05962,-0.059123,-0.52294,-0.84709,-0.96958,-0.8955,-0.88853,-0.9276,-0.90887,-0.82665,0.26308,0.95123,1.2927,1.1003,0.88859,0.40414,0.36451,0.31592,0.31598,0.32529,0.27782,0.3555,0.36142,0.22433,0.15713,0.11886,0.026739,0.04554,0.05199,0.10641,0.085947,0.11431,0.11041,0.090416,-0.00031721,-0.042015,-0.05323,-0.062727,-0.051431,-0.017137,0.0033191,0.00041029,-0.012572,-0.051381,-0.021964,-0.042689,-0.025331,-0.052322,-0.12723,-0.10111,0.023242,0.0026199,-0.0017463,-0.01719
-0.18116,0.11255,-0.060423,-0.21033,-0.25711,-0.12796,0.03494,-0.03965,-0.22691,-0.18183,-0.23233,-0.17718,-0.091983,-0.18103,-0.18148,-0.14065,-0.16866,-0.16601,-0.040228,-0.36742,-0.26047,-0.33239,-0.14828,0.063453,0.012332,-0.010412,0.01536,0.018133,-8.1017e-05,-0.080109,-0.12219,0.048588,0.084101,0.056736,0.033901,0.11917,0.083308,0.026396,0.036208,0.091979,0.1025,0.11807,0.13053,0.17458,0.20991,0.24349,0.22486,0.22913,0.089663,0.035054,0.046562,0.075148,0.10881,0.15174,0.14817,0.13804,0.1499,0.15802,0.14526,0.153,0.15176,0.16492
1.8424,0.7237,-0.3122,-0.7941,-0.76762,-0.40862,-0.20121,-0.35937,-0.63853,-0.81185,-0.90179,-1.0565,-1.0837,-1.186,-1.3167,-1.4953,-1.5426,-1.2579,-0.34377,0.17489,0.28312,0.32352,0.28256,0.21058,0.20985,0.23023,0.25215,0.26835,0.27442,0.26197,0.25556,0.25226,0.25014,0.25888,0.27085,0.27868,0.28423,0.2841,0.28106,0.28256,0.28305,0.28627,0.28996,0.28673,0.28445,0.27737,0.27893,0.28847,0.29411,0.29364,0.2921,0.2903,0.29614,0.3005,0.29589,0.29518,0.29381,0.29232,0.29832,0.29147,0.30505,0.32776
-0.34769,0.31437,3.0479,2.7548,2.412,2.3346,2.3154,2.3579,2.3214,2.3364,2.4864,2.5805,2.5751,2.5881,2.6276,2.6477,2.668,3.3749,0.29806,-2.3833,-2.3323,-2.0588,-0.65185,-0.13846,-0.17564,-0.40026,-0.69858,-0.82814,-0.86115,-0.77639,-0.57889,-0.52263,-0.59796,-0.64324,-0.74464,-0.95246,-0.95299,-0.83967,-0.7622,-0.77358,-0.80625,-0.84208,-0.88412,-0.95209,-1.132,-1.1866,-1.1453,-1.1082,-1.1284,-1.1405,-1.1271,-1.0486,-0.95102,-0.92534,-0.95368,-0.99022,-0.98366,-1.0245,-1.0567,-1.1814,-1.2246,-1.2278
-0.58469,-3.1306,-1.008,0.46681,1.3194,1.6296,1.6253,1.6437,1.7998,1.8655,1.6674,1.5812,1.5945,1.5611,1.6475,1.8358,1.7992,-0.247,-2.5663,-0.10613,0.24191,0.13267,-0.54199,-0.8105,-0.8039,-0.671,-0.53629,-0.46211,-0.41945,-0.48932,-0.59356,-0.58701,-0.55905,-0.50605,-0.43069,-0.36823,-0.34397,-0.35524,-0.3781,-0.37811,-0.37387,-0.34795,-0.30554,-0.28438,-0.25574,-0.27528,-0.25842,-0.24856,-0.2292,-0.21666,-0.22037,-0.23483,-0.25175,-0.25584,-0.25739,-0.24051,-0.23897,-0.23531,-0.22531,-0.20232,-0.1873,-0.1886
-1.3534,1.2555,1.8006,1.7683,1.5142,1.3924,1.3081,1.3412,1.2359,1.2168,1.2339,1.4831,1.5234,1.5986,1.5926,1.565,1.4922,1.0289,0.61204,-0.85752,-0.81232,-0.86471,-0.22569,0.089768,0.14803,0.051444,-0.092178,-0.20802,-0.32287,-0.27449,-0.2365,-0.2842,-0.2521,-0.29502,-0.44327,-0.47489,-0.5601,-0.62585,-0.61297,-0.56799,-0.55757,-0.60161,-0.68349,-0.67545,-0.61081,-0.49162,-0.58313,-0.65511,-0.71928,-0.75597,-0.74925,-0.80117,-0.83275,-0.82556,-0.78805,-0.79088,-0.79917,-0.77688,-0.7971,-0.78737,-0.80003,-0.80555
