-0.29253,-0.0041353,0.10567,-0.16301,-0.11152,0.10457,-0.32593,-0.4293,0.0052374,-0.10648,-0.28561,-0.10077,0.11258,0.090384,0.090287,0.066519,0.065492,0.092882,0.10059,0.072262,0.059191,0.09279,0.086149,0.13155,0.28338,-0.020593,-0.23754,-0.15865,-0.045629,0.0048631,0.099717,0.10866,0.086791,0.063342,0.081929,0.085169,0.060804,0.052394,-0.11553,0.07901,0.046271,0.064164,0.076844,0.073676,0.060792,0.072489,0.091167,0.010735,0.053452,0.078543,-0.2823,0.069645,0.06064,0.082642,-0.28234,-0.15876,0.056797,-0.12867,-0.35788,-0.053256,0.051198,-0.056605,0.0094315,0.0017907,0.041576,0.040537,0.057006,0.064473,0.030641,0.039468,0.058577,0.057181,0.048032,0.037073
0.1197,-0.0084885,-0.053145,-0.21422,-0.27291,-0.25139,-0.32205,-0.35946,-0.30923,-0.34419,-0.39639,-0.42119,-0.44704,-0.43805,-0.43851,-0.49483,-0.44953,-0.42002,-0.486,-0.44214,-0.44774,-0.43052,-0.41465,-0.429,-0.47737,-0.54399,-0.43112,-0.30628,-0.16336,0.01678,0.20355,0.23177,0.22641,0.26017,0.27392,0.25206,0.26843,0.26425,0.2215,0.20928,0.20305,0.19131,0.1831,0.19122,0.21992,0.25471,0.23481,0.24578,0.26315,0.24436,0.19472,0.19634,0.19011,0.2111,0.19624,0.21331,0.26976,0.26892,0.24009,0.24263,0.24145,0.22828,0.22587,0.21258,0.23789,0.26801,0.24456,0.23516,0.22712,0.22845,0.21055,0.20406,0.21151,0.23488
-0.10452,0.21249,0.42664,0.38888,0.22583,0.030464,0.0082078,0.18893,0.22766,0.061969,0.20909,0.29286,0.24454,0.31854,0.38711,0.35784,0.39219,0.41815,0.4288,0.42852,0.56258,0.58713,0.57889,0.57446,0.53827,0.28947,0.010022,-0.055355,-0.050702,-0.090696,-0.12083,-0.14812,-0.14817,-0.16419,-0.17182,-0.18456,-0.19639,-0.22021,-0.22456,-0.21443,-0.21056,-0.18833,-0.1618,-0.1432,-0.14138,-0.14336,-0.14724,-0.17154,-0.19835,-0.20894,-0.21564,-0.20336,-0.1929,-0.18303,-0.17206,-0.16723,-0.18954,-0.20566,-0.2185,-0.21316,-0.20815,-0.20122,-0.18157,-0.17728,-0.17368,-0.17889,-0.18889,-0.19661,-0.20925,-0.20707,-0.18911,-0.17357,-0.16541,-0.16847
0.19037,-0.15672,-0.35367,-0.43277,-0.5556,-0.61653,-0.61648,-0.71542,-0.73242,-0.67617,-0.74474,-0.76133,-0.71652,-0.75871,-0.76062,-0.72396,-0.7633,-0.74026,-0.67941,-0.70019,-0.71093,-0.71066,-0.70931,-0.69604,-0.50369,-0.16703,0.14792,0.22324,0.2352,0.25932,0.37084,0.34348,0.33587,0.32926,0.33111,0.33134,0.32516,0.32171,0.32728,0.3294,0.32467,0.3289,0.33266,0.33361,0.32991,0.33264,0.33671,0.33218,0.32595,0.32983,0.33202,0.32521,0.32011,0.32125,0.3226,0.32143,0.31307,0.31367,0.31991,0.32134,0.31974,0.32665,0.33372,0.33762,0.33701,0.33976,0.34658,0.34993,0.34516,0.34646,0.35077,0.35138,0.35006,0.34846
0.22441,0.10857,0.042826,-0.041664,-0.16341,-0.26064,-0.26426,-0.25184,-0.28724,-0.28574,-0.25984,-0.27952,-0.31116,-0.29514,-0.3111,-0.32725,-0.32407,-0.32292,-0.32294,-0.32187,-0.30023,-0.2932,-0.29065,-0.25104,-0.24138,-0.22999,-0.14965,-0.049046,0.01147,0.14134,0.19932,0.1708,0.14465,0.1189,0.11293,0.12812,0.11802,0.12616,0.1626,0.15996,0.15592,0.16256,0.16184,0.14994,0.12734,0.10971,0.12565,0.12379,0.11535,0.12959,0.17386,0.14991,0.1461,0.13253,0.14995,0.13251,0.094416,0.10849,0.13897,0.12123,0.11535,0.12678,0.12523,0.1318,0.11312,0.10008,0.11962,0.12865,0.13208,0.13203,0.14142,0.1403,0.13205,0.11754
0.092353,0.20172,0.10384,-0.0018927,0.0099607,0.076132,0.028316,-0.028087,-0.041981,0.033888,-0.020694,-0.067463,0.00029525,-0.015796,-0.040424,0.038337,0.040617,0.031958,0.07742,0.080288,-0.026194,-0.037856,-0.022812,0.019512,-0.070651,-0.10931,-0.16654,-0.10095,-0.07567,0.021543,0.012369,0.022047,-0.0071553,-0.010342,0.00081938,0.0010718,0.0001787,-0.006927,-0.018364,-0.0039903,-0.019143,-0.0083415,0.0014353,0.0066509,0.0028252,0.012179,0.019186,0.0060802,-0.0024963,-0.0037876,-0.032542,-0.018088,-0.021982,-0.010514,-0.030373,-0.020269,-0.011388,-0.026438,-0.034723,-0.016944,-0.010748,-0.011567,0.0045929,0.0086784,0.01304,0.019093,0.023233,0.024919,0.012433,0.015823,0.021619,0.023543,0.022916,0.021528
-0.050354,-0.24008,-0.36401,-0.31918,-0.27109,-0.23951,-0.2509,-0.27744,-0.25923,-0.22758,-0.29051,-0.27808,-0.25287,-0.27657,-0.26673,-0.25617,-0.26832,-0.27343,-0.26595,-0.28195,-0.28599,-0.27914,-0.29761,-0.31112,-0.16016,0.097225,0.2162,0.2068,0.17639,0.096365,0.052501,0.089256,0.12686,0.1362,0.14178,0.14359,0.1419,0.14167,0.135,0.14241,0.14837,0.14523,0.15327,0.1611,0.17165,0.18046,0.18564,0.17479,0.18207,0.18465,0.16985,0.18354,0.18333,0.18583,0.18187,0.17839,0.10563,0.049906,0.047267,0.073671,0.071644,0.086194,0.089776,0.095567,0.091332,0.091395,0.098633,0.10509,0.11635,0.11997,0.11738,0.12361,0.1233,0.1231
0.081038,0.22667,0.17708,0.10447,-0.057545,-0.15695,-0.19367,-0.19591,-0.17362,-0.1721,-0.16734,-0.13906,-0.1265,-0.12149,-0.096084,-0.078962,-0.081276,-0.055973,-0.029963,-0.017912,-0.010462,0.0059545,0.045079,0.069777,0.17506,0.17254,0.029587,-0.022592,-0.0094426,0.0090785,-0.0047387,0.0083744,0.017735,0.017832,0.017601,0.018624,0.018058,0.017701,0.014778,0.019859,0.021558,0.021468,0.022406,0.023564,0.023696,0.022007,0.021203,0.019322,0.019317,0.019722,0.013698,0.022439,0.023194,0.022171,0.015403,0.017657,0.019617,0.014704,0.010471,0.017748,0.01992,0.01778,0.018943,0.019817,0.020068,0.018369,0.01874,0.019048,0.019554,0.019335,0.019836,0.020779,0.020981,0.020157
0.0091611,-0.20354,-0.23196,-0.2177,-0.21963,-0.23335,-0.21821,-0.2217,-0.23255,-0.22223,-0.22223,-0.22809,-0.23279,-0.23103,-0.23642,-0.22688,-0.22637,-0.22599,-0.22344,-0.2175,-0.20917,-0.21481,-0.21213,-0.22137,-0.27546,-0.17399,0.012609,0.073909,0.072067,0.11021,0.16006,0.13879,0.1258,0.12815,0.12752,0.12418,0.12507,0.12511,0.12555,0.11703,0.11449,0.1138,0.11093,0.10855,0.11037,0.11395,0.11346,0.11719,0.11875,0.11757,0.12274,0.1119,0.11175,0.11397,0.12067,0.11861,0.12356,0.13128,0.1339,0.12375,0.12112,0.12277,0.11989,0.11715,0.11883,0.122,0.12011,0.11836,0.1172,0.11731,0.11547,0.11284,0.11315,0.11591
-0.10761,-0.29068,-0.34095,-0.36049,-0.27814,-0.223,-0.25791,-0.24339,-0.23662,-0.22945,-0.2195,-0.22126,-0.20446,-0.18836,-0.21891,-0.2009,-0.20249,-0.22703,-0.22833,-0.23114,-0.25773,-0.27054,-0.26875,-0.25795,-0.27936,-0.094588,0.084738,0.17991,0.1753,0.1838,0.12625,0.13114,0.12431,0.11853,0.11861,0.12222,0.11999,0.11952,0.11095,0.12902,0.12575,0.13086,0.13256,0.13016,0.1226,0.11676,0.11955,0.11241,0.11052,0.11316,0.089429,0.1191,0.12013,0.11972,0.089456,0.10007,0.13239,0.12919,0.1126,0.13349,0.14457,0.13288,0.14005,0.14012,0.14231,0.13772,0.1398,0.13961,0.13433,0.13414,0.13913,0.1392,0.1379,0.13361
