0.70301,0.60383,0.63278,0.63428,1.2782,1.3342,1.0005,0.78297,0.92218,0.76338,0.80049
0.75973,0.69356,0.57828,0.79033,0.74789,0.67477,0.84066,0.95095,0.79528,0.87785,0.33085
-0.52154,-0.4748,0.082875,0.77869,0.87258,0.67184,0.748,1.0884,1.2051,1.5357,1.2184
-0.013372,0.27307,-0.10724,-0.85787,-1.8255,-1.3858,-1.0714,-0.90414,-0.67663,-0.71471,-0.14951
-0.58826,-0.19093,0.90676,1.725,2.2552,2.3519,2.2588,2.2887,2.6967,2.4628,2.3495
1.8686,1.4955,0.97827,1.5648,1.9522,1.201,1.1386,1.0898,0.68546,0.67225,-0.09085
0.44178,0.23453,0.23477,0.063981,-0.11855,-0.067643,-0.24237,-0.53137,-0.39078,-0.65674,-0.58618
1.9187,1.9185,1.4188,1.1822,0.32827,0.51071,0.50251,0.58121,0.84807,0.87877,0.61853
0.7776,0.62286,0.55749,-0.10631,-0.26342,-0.4577,-0.46705,-0.3513,-0.2007,-0.40884,0.20376
0.0017809,-0.27394,-0.15231,0.79806,1.172,0.53323,0.37437,0.4849,0.28511,-0.18211,-0.52749
-0.25981,0.18484,1.1401,1.2606,0.57297,0.5262,0.48974,0.53281,0.71444,0.8432,0.9636
-0.25938,0.18019,1.0584,1.2781,0.71444,0.37463,0.14376,-0.07412,-0.024005,-0.51316,-0.53694
