0.46325,-0.33537,0.25074,0.54543,0.69832,0.9683,0.84221,1.0069,0.86002,0.94397,1.0047,0.77091,0.81341,0.80125
1.59,1.3231,0.99578,0.97347,0.84842,0.70576,1.1044,1.3683,1.2503,0.9471,0.81307,1.1751,1.1824,1.1587
-1.1776,-1.0737,-0.90529,-1.3542,-1.3771,-1.1975,-1.5946,-1.4081,-1.3263,-0.94237,-0.84513,-1.0422,-0.61723,-0.31284
0.45358,0.98695,0.67498,0.64034,0.53096,0.42601,0.80378,0.3784,0.39557,0.16336,0.051263,0.62556,0.68614,0.92808
-0.93155,-1.2299,-0.80243,-0.82109,-0.70137,-0.74153,-1.1157,-0.62979,-0.13094,0.65197,0.88794,0.09768,0.2798,0.70038
-0.81113,0.13381,-0.03432,0.079551,0.26661,0.6041,1.4197,1.2928,0.94212,1.1069,1.8493,2.4103,1.6285,0.7297
-0.46998,-0.33579,0.060403,0.089297,0.28861,0.3368,-0.65643,-1.2671,-1.3503,-1.2364,-1.3168,-2.1672,-2.3063,-2.069
1.2049,1.8641,1.5881,1.0388,0.54755,-0.28669,-0.3268,-0.71386,-1.0253,-0.74733,-0.20644,0.32228,-0.16515,-0.15075
0.23551,-0.029655,0.38918,0.44402,0.48211,0.77101,0.21731,-0.33253,-0.25137,-0.35961,-0.72238,-1.6025,-1.1675,-1.0117
-0.18491,-0.021776,-0.1578,-0.99332,-1.6466,-2.0498,-2.0552,-2.1194,-2.0755,-1.4837,-1.0299,-0.56039,-0.77587,-0.85757
-1.2126,-2.1379,-2.0255,-1.6348,-1.3438,-1.3891,-1.6499,-0.83356,-0.29262,-0.42003,-0.30417,-0.050406,0.26752,0.035268
-1.1712,-0.4445,-0.45841,-0.93344,-0.92309,-0.59644,-0.68374,-0.6182,-0.65869,-0.54785,-1.0411,-1.2922,-1.3191,-1.3996
