0.55614,0.79556,0.90499,0.52072,0.5582,0.88975,0.61725,0.70866,0.87554,0.8024,0.64411
0.80736,0.86928,0.6707,0.53738,0.49714,0.033698,0.43726,0.59179,0.45486,0.35648,0.14428
-1.7698,-1.4328,-0.81992,-0.60466,-0.30319,-0.5063,-0.78299,0.034724,0.51064,0.74516,0.74783
-0.062187,0.08365,-0.045824,0.071505,0.30139,0.39266,0.98049,0.58566,0.49269,0.69454,0.71749
-0.19172,0.10116,0.76535,0.94134,1.2716,1.6488,1.043,1.6841,2.1455,1.9817,2.0442
2.631,2.3439,1.3384,1.3467,1.0047,0.74945,1.1413,0.19843,-0.65883,-0.52923,-0.097113
0.44502,0.30563,0.11535,0.21549,0.42878,0.90601,0.15227,-0.11252,-0.27511,-0.052737,0.47283
2.4966,2.3662,1.5462,1.6292,1.6622,1.8811,2.0016,1.2145,1.0656,1.3569,1.7668
-0.73193,-0.74874,-0.078802,0.076716,0.1431,-0.099281,-0.70119,-0.82501,-0.33106,-0.13257,0.12251
1.0667,1.0963,0.78703,0.11406,-0.10547,0.42022,0.065849,0.16243,0.57639,0.74243,1.274
-0.12279,0.44218,1.5503,1.7451,1.2859,0.60681,0.88158,0.78817,0.59376,1.0536,1.0499
-0.89594,-0.31562,0.2398,0.2072,0.28873,0.052291,-0.037211,0.31427,0.36002,0.14729,-0.091434
