1.087,1.4523,1.6549,1.436,1.6547,1.5325,1.0704,1.1771,1.2727,1.1481,1.1189,0.4536,-0.01487,-0.26866
0.093294,-0.24023,0.067901,0.40214,0.34792,0.32102,0.43433,0.2422,0.19343,0.28006,0.067046,0.45809,0.60242,0.47192
1.0643,0.69932,0.41961,-0.088918,-0.019652,-0.0055209,-0.15361,-0.33025,-0.57081,-0.51055,-0.1049,-0.49596,-0.75646,-0.27978
-1.5872,-1.8257,-1.6132,-1.1008,-1.2733,-1.0651,-0.41124,-0.22686,0.093733,0.53163,0.38363,1.1366,2.1344,1.5826
0.15212,0.88124,1.3144,1.1592,1.9186,2.1962,2.0078,2.1535,2.2408,2.0934,2.3697,1.9452,1.2806,1.4726
-0.22192,0.027126,0.0029836,0.082727,-0.067855,0.22723,0.40052,0.23997,-0.19482,-0.34689,-0.1662,0.15206,-0.094902,-0.33127
-0.23063,0.039513,0.20086,0.01941,-0.040823,0.40609,0.98445,0.61558,0.25593,0.011704,0.079115,0.4713,0.50124,0.39154
1.7372,1.6119,1.4931,1.0733,0.56595,0.39149,0.37316,0.46637,0.48373,0.52625,0.6481,0.89255,1.3467,1.2346
1.3434,1.0015,0.56769,0.29551,0.27545,0.34844,0.46314,0.49587,-0.015423,-0.34244,0.21761,0.13385,0.07091,0.24586
-0.04851,-0.088838,-0.21201,0.19452,1.0145,1.2005,0.34417,0.13618,0.74062,1.02,1.399,1.4352,0.97089,0.030044
0.69413,0.054845,-0.14738,0.33838,-0.0013003,-0.46037,-0.35844,-0.24619,-0.53037,-0.62827,-0.10872,0.18844,0.044103,0.75524
-0.16447,-0.31422,-0.15423,0.17389,0.93244,1.4248,1.41,0.75641,0.65345,0.75604,0.49265,0.40365,0.1082,-0.71017
