0.4924,0.14013,-0.24094,-0.35036,0.18251,0.5055,0.53203,0.80665,1.1826,1.2933,1.2239,0.9116
0.66642,0.76598,1.0137,1.3401,0.65077,0.12041,0.10972,0.005312,-0.35585,-0.64745,-0.33892,0.082107
-0.4891,-0.74377,-0.83158,-1.1803,-1.3914,-1.0767,-1.0288,-1.1071,-0.92213,-0.53607,-0.69288,-1.0517
0.48048,0.90428,0.93117,1.0039,1.2641,0.90293,0.67001,0.58988,0.49339,0.33091,0.76408,1.7443
-2.2994,-2.1098,-2.2322,-2.3711,-1.6826,-1.1937,-0.89223,-0.29807,0.45843,0.86413,0.52753,-0.48829
0.65512,0.41842,0.28075,1.1152,1.173,1.5652,1.8644,1.5334,0.95197,0.2574,0.17273,0.72096
-0.12481,-0.87686,-1.5866,-0.69836,-0.26152,-0.073444,-0.00052369,0.18691,0.31241,0.25293,-0.24708,-0.98551
2.6014,2.5912,2.108,2.3294,2.8637,2.8806,2.7572,2.5728,2.0004,1.5252,1.3158,1.3241
0.55768,-0.1227,-0.40365,-0.73795,-0.67173,-0.48961,-0.66251,-0.81931,-0.71346,-0.63437,-1.0896,-1.3997
1.6099,1.6788,1.5127,0.81123,1.2736,1.0911,0.77489,0.38358,0.6056,0.32506,0.26597,0.64672
2.217,2.2618,2.6691,2.5371,1.6156,2.0253,2.1164,2.3414,2.5664,2.0131,1.6903,1.4196
0.14315,0.74135,0.99284,0.86892,1.2984,0.81681,0.46143,0.37803,0.43073,0.21936,0.40917,0.98087
