1.0221,1.2554,1.2703,1.2008,1.3127,1.0957,0.8563,0.70364,0.53746,0.52825,0.71055,0.59405
-0.25241,-0.42309,-0.21976,-0.57987,-0.50161,-0.31034,-0.28485,-0.27044,-0.18265,-0.04735,-0.2346,-0.4489
0.010067,-0.10455,-0.22043,-0.38892,-0.82541,-0.69452,-0.78952,-0.99023,-1.0013,-0.63941,-0.39811,-1.0506
-0.55639,-0.80918,-0.31814,0.11024,-0.13458,-0.12704,0.26134,0.49111,0.60173,0.54066,0.42541,0.85985
-0.74064,0.029761,0.18559,0.10217,0.59506,0.79275,0.7292,0.69394,0.75306,0.99374,1.2692,1.2221
-1.3434,-1.7306,-1.8812,-1.5549,-1.6168,-1.4587,-1.2097,-1.2188,-1.19,-1.4617,-1.443,-1.2933
0.28466,0.10891,0.09073,0.73963,0.63402,0.4798,0.54826,0.5515,0.58504,0.3591,0.19416,-0.32761
0.53292,0.5172,0.88903,1.288,0.66708,0.32953,0.49194,0.45375,0.3223,-0.060965,-0.55959,-0.16669
0.57883,0.26974,-0.22245,-0.038446,-0.64391,-0.88659,-1.0258,-1.0015,-0.95458,-0.6468,-0.30561,-0.45228
0.31278,0.059163,0.48034,0.86417,0.63242,0.5605,0.61247,0.68356,0.85653,1.019,1.4843,1.7284
-2.1336,-2.3444,-2.142,-1.7717,-1.739,-1.6511,-1.882,-1.7465,-1.2913,-0.88138,-0.51337,-0.38109
-0.00020496,0.45558,0.76664,0.66841,1.1939,1.9738,1.9575,1.875,2.1126,2.1607,2.0234,1.1695
