0.056072,-0.60447,-0.66045,-0.13698,1.1419,1.3302,1.2914,1.0887,1.3313,1.3276,1.1248,0.9232,0.85356,0.59981
0.46238,-0.31235,-0.23753,-0.092184,-0.38443,-0.33368,-0.35776,-0.23055,-0.93648,-1.3524,-1.1687,-0.95007,-0.91239,-0.79089
-1.0577,-1.9213,-2.2462,-1.8279,-0.84668,-0.8226,-0.35606,-0.24709,-0.023205,0.05054,0.32699,0.38607,0.417,0.55418
1.6232,1.6679,1.5505,1.3964,0.55985,0.63302,0.26283,0.50648,0.45157,0.5028,0.70215,1.0813,1.4262,1.5535
-1.7575,-1.457,-1.345,-0.99316,1.0409,1.3064,1.3967,1.3238,1.8692,1.9368,1.8837,1.6838,1.5187,1.3082
0.96341,1.757,2.3635,2.235,0.75059,0.58014,0.71502,0.75433,0.54554,0.6021,0.31886,0.010716,-0.1912,-0.071247
-0.85013,-0.80315,-0.96016,-1.0059,-0.15855,-0.5826,-0.32284,-0.20086,0.32879,0.67729,0.32259,0.17706,0.15382,-0.089377
1.7109,2.5874,2.8249,2.7223,1.9163,1.5475,0.91814,1.0019,1.2477,1.3745,1.3167,1.2478,1.1099,1.1242
-0.23869,-1.087,-1.8387,-1.6457,-0.59297,-0.60507,-0.52228,-0.67976,0.02818,0.35888,0.22405,-0.10721,-0.080269,0.031161
0.24679,0.21383,0.60261,0.48307,-0.11335,0.1949,0.69679,0.69969,0.43061,0.32554,0.15693,0.14996,0.14904,0.015243
-0.51499,-0.87688,-0.22702,0.48178,1.0384,0.89237,1.2084,1.4373,1.3763,0.85562,0.40167,0.33601,0.099758,0.04417
1.2362,0.48582,0.61251,0.87802,0.31399,-0.45271,-0.54919,-0.46935,-0.81382,-1.5448,-1.609,-1.5325,-1.4742,-1.6142
